post_id,channel,post_date,post_url,content,detected_language,likes,links,views,forwards,forwarded_from,cryptocurrency_addresses,reply_to,id,screenname,name,channel_url,category,public,chat,source,platform_id,notes,country,platform
36118870,2233,09/12/22 07:12,https://t.me/s/truthpills/22150,"Saturday afternoon - helping Laura stop the World Economic Forum's plan to turn Oxford into a 15 Minute City.  You will be fined for driving out of your 15 minute (walking distance) neighbourhood more times than the council will allow


👆  YELLOW BOARDERS DONT GET THE CREDIT THEY DESERVE. THE MANCHESTER LOT BEHIND THE IDEA OF YELLOW BOARDS ARE REAL HEROES. AS ARE THESE ACTIVISTS.

IF YOU ARE DOING THESE OUTREACHES REACH OUT TO TRUTHPILLS, MAD MICK, OR DEVON N MCKENZIE  N LET US TRY N HELP GET YOU A FEW MORE BODIES.

SHOULDER TO SHOULDER

💊


t.me/truthpills",en,,[u't.me/truthpills'],423,11,,[],,2233,truthpills,💊 TRUTH PILLS 💊,https://t.me/s/truthpills,,true,false,snowball_complete,1431407800,,,Telegram
36041755,12187,07/12/22 05:33,https://t.me/s/Kesselbunte/16513,".
Keine Überraschung: Die Klima-Lockdowns kommen

Oxford – Der Stadtrat der weltberühmten Universitätsstadt in Großbritannien hat vergangene Woche beschlossen, die Bürger der Stadt zeitweilig einzusperren, um das Weltklima zu retten. Ab 2024 soll die Stadt in sechs Zonen aufgeteilt sein, jede Zone eine „15-Minute-City“ nach Plänen von Klaus Schwabs WEF. Die „15 Minuten Stadt“ beschreibt ein Konzept, das auf den Seiten des WEF näher erklärt wird. Alles, was der urbane Mensch zum Leben braucht, soll sich in einem Radius von 15 Minuten rund um seine Wohnung befinden. Diese 15 Minuten beziehen sich auf Wege, die entweder zu Fuß oder mit dem Fahrrad zurückzulegen sind. Innerhalb dieser Zone darf auch das Auto benützt werden. Wer mit seinem Auto in eine andere Stadtzone fahren will, kann das ab 2024 noch zwei Mal in der Woche tun. Die 15-Minuten-Regel wird an 100 Tagen des Jahres ausgesetzt. 

👉 @Kesselbunte 

https://journalistenwatch.com/2022/12/06/keine-ueberraschung-die-klima-lockdowns-kommen/",de,,[u'https://journalistenwatch.com/2022/12/06/keine-ueberraschung-die-klima-lockdowns-kommen/'],65,7,,[],,12187,Kesselbunte,Kesselbunte,https://t.me/s/Kesselbunte,,true,false,snowball_complete,1370959074,,,Telegram
36225924,6380,12/12/22 05:34,https://t.me/s/strategieduchoc/6119,"""15 minute cities""  because you will own nothing, be happy and NEVER LEAVE YOUR BLOCK.  The ""new normal""  its ""inclusive!"" https://m.youtube.com/watch?time_continue=111&v=McGyONofhi4&feature=emb_logo   https://www.c40knowledgehub.org/s/article/Why-every-city-can-benefit-from-a-15-minute-city-vision?language=en_US&gclid=Cj0KCQiAnNacBhDvARIsABnDa68XoffIUrBdlB-Uv6Xj_JfKe1RAJ35m0z26TL0r5eSb6lFMD7qjnr8aAi7wEALw_wcB",en,,"[u'https://m.youtube.com/watch?time_continue=111&v=McGyONofhi4&feature=emb_logo', u'https://www.c40knowledgehub.org/s/article/Why-every-city-can-benefit-from-a-15-minute-city-vision?language=en_US&gclid=Cj0KCQiAnNacBhDvARIsABnDa68XoffIUrBdlB-Uv6Xj_JfKe1RAJ35m0z26TL0r5eSb6lFMD7qjnr8aAi7wEALw_wcB']",235,2,5102,[],,6380,strategieduchoc,Strategieduchoc,https://t.me/s/strategieduchoc,,true,false,snowball_complete,1163042812,,,Telegram
36129408,11041,09/12/22 13:26,https://t.me/s/wirsinddiereisenden/4022,"Keine Überraschung: Die Klima-Lockdowns kommen

Oxford – Der Stadtrat der weltberühmten Universitätsstadt in Großbritannien hat vergangene Woche beschlossen, die Bürger der Stadt zeitweilig einzusperren, um das Weltklima zu retten. Ab 2024 soll die Stadt in sechs Zonen aufgeteilt sein, jede Zone eine „15-Minute-City“ nach Plänen von Klaus Schwabs WEF. Die „15 Minuten Stadt“ beschreibt ein Konzept, das auf den Seiten des WEF näher erklärt wird. Alles, was der urbane Mensch zum Leben braucht, soll sich in einem Radius von 15 Minuten rund um seine Wohnung befinden. Diese 15 Minuten beziehen sich auf Wege, die entweder zu Fuß oder mit dem Fahrrad zurückzulegen sind. Innerhalb dieser Zone darf auch das Auto benützt werden. Wer mit seinem Auto in eine andere Stadtzone fahren will, kann das ab 2024 noch zwei Mal in der Woche tun. Die 15-Minuten-Regel wird an 100 Tagen des Jahres ausgesetzt. Verbunden ist das Ganze mit einer ausufernden Überwachung. An den „Zonengrenzen“ gibt es eine automatisierte Verkehrsüberwachung, die Nummernschilder registriert. Ein System von sogenannten „Smart Cameras“ überwacht dann die Bewegung eines jeden Fahrzeugs in der gesamten Stadt und stellt so z.B. fest, ob ein Fahrzeug unerlaubterweise die eigene Zone verläßt.
Der „Oxfordshire County Council“ setzt sich aus Labour-Partei, Liberaldemokraten und den Grünen zusammen. Als er 2021 gewählt wurde, waren die Pläne zur Aufteilung der Stadt in sechs Zonen bereits bekannt. Vage waren die Kandidaten mit ihrer Antwort auf die Frage geblieben, wozu diese Aufteilung dienen soll. Die pauschale Begründung lautete auf „Verbesserungen für die Umwelt“.
Der County Council speist zusammen – Screenshot wattsupwiththat
Die Universität von Oxford stand seit nunmehr fast 1000 Jahren als ein Leuchtfeuer für die intellektuelle Freiheit. Eine Menge führender Oxford-Intellektueller wurde im Lauf der Jahrhunderte gehenkt oder auf andere Weise wegen ihres Widerstands gegen den Autoritarismus verfolgt. Deshalb ist es im Fall Oxfords besonders traurig, daß die heutigen Erben dieser stolzen Tradition jenen Vorgängern den Rücken zukehren, die ihr Leben für die Freiheit gegeben haben. 

Bis 2024 ist natürlich noch ne Weile hin und ob dieser Beschluss dann wirklich umgesetzt wird, wird die Zeit zeigen",de,,[],289,20,,[],,11041,wirsinddiereisenden,Wir sind die Reisenden auf Telegram,https://t.me/s/wirsinddiereisenden,,true,false,snowball_complete,1326802223,,,Telegram
36171971,5782,10/12/22 15:33,https://t.me/s/tonyvenet/373643,¿Qué son las ciudades de 15 minutos? ¿Alguna vez has oído hablar de ese término? Es una agenda para dividir las ciudades en distritos en los que estaríamos limitados en el movimiento a 15 minutos de nuestro lugar de residencia (un tiempo de 15 minutos.,es,,[],47,3,,[],,5782,tonyvenet,Tony Venet,https://t.me/s/tonyvenet,,true,false,snowball_complete,1448766028,,,Telegram
36270176,640,13/12/22 09:35,https://t.me/garethicke/4585,Going to struggle to sell me the fifteen minute city,en,,[],830,4,,[],,640,garethicke,Gareth Icke,https://t.me/garethicke,conspiracy,true,false,researcher,1510341333,Gareth Ickes Telegram channel,[u'GB'],Telegram
36196660,688,11/12/22 10:16,https://t.me/downtherabbitholewegofolks/59604,"Saturday afternoon - helping Laura stop the World Economic Forum's plan to turn Oxford into a 15 Minute City.  You will be fined for driving out of your 15 minute (walking distance) neighbourhood more times than the council will allow.      

🟨 Yellow Freedom Boards  🟨 

Monday 5th December ❗️11am to 12pm ❗️
Yellow Boards  
Junction A332 Windsor Rd  
A330 Winkfield Road
Ascot SL5 7UL 

Wednesday 7th December 11am to 12pm 
Yellow Boards 
Junction A33 Basingstoke Road & 
B3349 Basingstoke Road ,  Three Mile Cross 
Wokingham RG7 1AT

Thursday 8th December 11am to 12pm 
Yellow Boards 
Junction A3095 Foresters Way &  
B3430 Nile Mile Ride 
Bracknell RG40 3DR

Stand in the Park Sundays 10.30am to 11.30am -  make friends & keep sane 

Wokingham 
Howard Palmer Gardens  Sturges Rd  RG40 2HD    

Bracknell  
South Hill Park, Rear Lawn,  RG12 7PA  

 👆please share👆

Stand Together 
https://t.me/StandTogetherSouthEast
https://www.standtogether.org.uk/

Telegram http://t.me/astandintheparkbracknell",en,,"[u'https://t.me/StandTogetherSouthEast', u'https://www.standtogether.org.uk/', u'http://t.me/astandintheparkbracknell']",972,7,35584,[],,688,downtherabbitholewegofolks,Down the rabbit hole we go... 🐰🍿,https://t.me/downtherabbitholewegofolks,qanon_content,true,false,researcher,1361588429,,[u'US'],Telegram
36200048,2013,11/12/22 11:56,https://t.me/s/Freedom_Warriors/34061,"International jewry wants you living in a ""15 minute city"". Where you aren't allowed to travel more than 15 minutes from home.

You will live in a pod in a built up urban area, consume their delivered goyslop and bugs, and own nothing. You will not be able to grow plants or own a vehicle, let alone have animals or livestock. 

Their surveillance systems will ensure that you do not wander away from your designated zone.

International jewry wants White Europeans locked down permanently, where you can do nothing but consume product and be quiet tax slaves as you work from home on Zoom doing fake and gay made up jobs.

This is a complete disconnection from Blood and Soil. Our worldview represents the complete opposite of this communist dystopia they want for us. A return to the folkish community, and a return to Blood, Soil and localism.

https://www.weforum.org/agenda/2021/11/15minute-city-falls-short/",en,,[u'https://www.weforum.org/agenda/2021/11/15minute-city-falls-short/'],559,2,126390,[],,2013,Freedom_Warriors,Freedom Warriors,https://t.me/s/Freedom_Warriors,,true,false,snowball_complete,1155042186,,,Telegram
36203186,5102,11/12/22 13:48,https://t.me/s/realchrissky/4096,"""15 minute cities""  because you will own nothing, be happy and NEVER LEAVE YOUR BLOCK.  The ""new normal""  its ""inclusive!"" https://m.youtube.com/watch?time_continue=111&v=McGyONofhi4&feature=emb_logo   https://www.c40knowledgehub.org/s/article/Why-every-city-can-benefit-from-a-15-minute-city-vision?language=en_US&gclid=Cj0KCQiAnNacBhDvARIsABnDa68XoffIUrBdlB-Uv6Xj_JfKe1RAJ35m0z26TL0r5eSb6lFMD7qjnr8aAi7wEALw_wcB",en,,"[u'https://m.youtube.com/watch?time_continue=111&v=McGyONofhi4&feature=emb_logo', u'https://www.c40knowledgehub.org/s/article/Why-every-city-can-benefit-from-a-15-minute-city-vision?language=en_US&gclid=Cj0KCQiAnNacBhDvARIsABnDa68XoffIUrBdlB-Uv6Xj_JfKe1RAJ35m0z26TL0r5eSb6lFMD7qjnr8aAi7wEALw_wcB']",3169,53,,[],,5102,realchrissky,REALCHRISSKY,https://t.me/s/realchrissky,,true,false,snowball_complete,1338829305,,,Telegram
36210399,13898,11/12/22 17:53,https://t.me/s/LesAilesdeLhumanite/15050,"👉Les interdictions climatiques arrivent-elles ? Vous serez suivis dans votre banlieue et vous en serez heureux

Le 9 Décembre 

👉La ville de 15 minutes est un plan de l'ON[U et d](https://web.archive.org/web/20221206162338/https://unfccc.int/blog/the-15-minute-city)  u [WEF qui](https://web.archive.org/web/20221206162459/https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/)  s'occupe de vous et veulent que vous conduisiez moins

👉Selon les [propres mots du WEF](https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/)   , cette réorganisation des villes porte absolument sur le changement climatique :

👉 Le conseil du comté d’Oxfordshire, dirigé par le Parti travailliste, les libéraux-démocrates et le parti vert, veut diviser la ville d’Oxford en six « districts de 15 minutes ». Le conseil municipal prévoit de réduire l'utilisation des voitures et la charge de la circulation en écrivant des règles strictes pour les trajets en voiture.

👉Les habitants doivent enregistrer leurs voitures auprès de l'administration municipale, qui comptera ensuite leurs trajets à travers les principaux nœuds de transport. C'est un système de crédit social qui commence sur votre voiture et fonctionne comme un système de points anti-volant.

👉https://tinyurl.com/ps3hrvp2",fr,,"[u'https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/', u'https://web.archive.org/web/20221206162459/https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/', u'https://web.archive.org/web/20221206162338/https://unfccc.int/blog/the-15-minute-city', u'https://tinyurl.com/ps3hrvp2']",272,6,,[],,13898,LesAilesdeLhumanite,Les Ailes de l’Humanité,https://t.me/s/LesAilesdeLhumanite,,true,false,snowball_complete,1792565467,,,Telegram
36313240,5474,14/12/22 14:10,https://t.me/s/robinmg/25281,"Oxfordshire County Council nominated ""Plank of the Week"" for ""15 Minute City""-inspired plan

https://www.youtube.com/watch?v=tLz2uDVqf-Y",en,,[u'https://www.youtube.com/watch?v=tLz2uDVqf-Y'],2730,19,,[],,5474,robinmg,Robin Monotti + Dr Mike Yeadon + Cory Morningstar,https://t.me/s/robinmg,,true,false,snowball_complete,1202315764,,,Telegram
36322100,5048,14/12/22 18:16,https://t.me/s/cinqminutes/32684,"Ça arrive, une autre ville UK introduit les limitations de déplacement a.k.a. confinement climatique. 

https://www.thetimes.co.uk/article/canterbury-traffic-zones-plan-like-postwar-berlin-rvw2x338h

Les gouvernements sont sur le point d'introduire des confinements liés au changement climatique déguisés en ""15 Minute Cities"" dans le cadre de la directive de l'Agenda 2030 des Nations Unies et du plan de réinitialisation du WEF.

https://expose-news.com/2022/12/13/climate-change-lockdowns-15-min-city/",fr,,"[u'https://www.thetimes.co.uk/article/canterbury-traffic-zones-plan-like-postwar-berlin-rvw2x338h', u'https://expose-news.com/2022/12/13/climate-change-lockdowns-15-min-city/']",98,2,230,[],,5048,cinqminutes,5 minutes,https://t.me/s/cinqminutes,,true,false,snowball_complete,1353734678,,,Telegram
36339887,15047,15/12/22 06:41,https://t.me/patriotischestimmedeutschlands/16662,"Dein Infowecker für den Tag

Mike am Morgen
🙉🙈🙊 P A R T  2 4 6  🇩🇪🇷🇺🏴‍☠️
—————————————————-
-Ende der Impfpflicht eingeläutet
-Gasspeicher wird leerer wir ungewöhnlich
-Max Hermes Sinnlosberichte
-Kinderfolterkammer in Cherson
-Biontech was machst mit der Kohle
-Medikamentenknappheit für Kinder, wo denn?
-15 Minuten Städte der neue Hype, die neue Gefahr
—————————————————-
Wetter: -4 bis 4 Grad

Um nichts mehr zu verpassen gleich ""Mike am Morgen"" kostenfrei unter:

https://t.me/enougisgenug

abonnieren. Die Sendung gibts von 
Mo.-Fr. in den frühen Morgenstunden. 

Dein Infowecker für den Tag...",de,,[u'https://t.me/enougisgenug'],522,3,72688,[],,15047,patriotischestimmedeutschlands,Patriotische Stimme Deutschlands,https://t.me/patriotischestimmedeutschlands,far_right,true,false,researcher,1626989812,,[u'DE'],Telegram
36341303,14967,15/12/22 07:51,https://t.me/s/sevenmaexqanons17/66588,"Dein Infowecker für den Tag

Mike am Morgen
🙉🙈🙊 P A R T  2 4 6  🇩🇪🇷🇺🏴‍☠️
—————————————————-
-Ende der Impfpflicht eingeläutet
-Gasspeicher wird leerer wir ungewöhnlich
-Max Hermes Sinnlosberichte
-Kinderfolterkammer in Cherson
-Biontech was machst mit der Kohle
-Medikamentenknappheit für Kinder, wo denn?
-15 Minuten Städte der neue Hype, die neue Gefahr
—————————————————-
Wetter: -4 bis 4 Grad

Um nichts mehr zu verpassen gleich ""Mike am Morgen"" kostenfrei unter:

https://t.me/enougisgenug

abonnieren. Die Sendung gibts von 
Mo.-Fr. in den frühen Morgenstunden. 

Dein Infowecker für den Tag...",de,,[u'https://t.me/enougisgenug'],10,0,72688,[],,14967,SevenMaexQanons17,7Maex 🇨🇭 🇩🇪 🇦🇹 News & Wahrheitsfindung 🍀,https://t.me/s/sevenmaexqanons17,explicit_qanon,true,false,researcher,1498208530,,"[u'DE', u'AT', u'CH']",Telegram
36270416,9916,13/12/22 09:44,https://t.me/s/TeddyWestCountry/9565,Going to struggle to sell me the fifteen minute city,en,,[],12,0,640,[],,9916,TeddyWestCountry,West Country Bumpkin,https://t.me/s/TeddyWestCountry,,true,false,snowball_complete,1195052286,,,Telegram
36271737,7903,13/12/22 10:31,https://t.me/s/italia_costituzionale/75757,"13 dicembre 2022

 *CI RIPROVANO: QUESTA VOLTA VORREBBERO LA ""DITTATURA CLIMATICA* "" 

 *ATTENDIAMO DI SAPERE QUALI SARANNO LE DECISIONI DI ""GIORGIA"" AL RIGUARDO, DATO CHE UN MESE FA AL ""COP27"" HA DETTO CHE:* 
 _""L'ITALIA FARÀ TUTTO CIÒ CHE SARÀ RICHIESTO IN QUESTO SENSO""_ 

Lockdown climatico già previsto dal World Economic Forum
Infatti, è uno dei punti del World Economic Forum sintetizzato nel concetto di 15 minutes city: ""tutti i servizi necessari devono essere a pochi passi, possibilmente raggiungibili in bicicletta o con i mezzi pubblici da casa propria. Già ripreso da agglomerati urbani di grandi dimensioni come Parigi, Seul, Bogotá o Houston."" 

 *Link Byoblu:* 
https://www.byoblu.com/2022/12/09/oxford-sperimenta-il-lockdown-ambientale/

 *Il primo esperimento a Oxford:* 
https://www.google.com/amp/s/www.lucascialo.it/lockdown-climatico-cos-e-come-funziona/amp/


 *Link del canale ""Osservatorio della geoingegneria""* 
https://t.me/OsservatorioGeoingegneria",it,,"[u'https://www.google.com/amp/s/www.lucascialo.it/lockdown-climatico-cos-e-come-funziona/amp/', u'https://www.byoblu.com/2022/12/09/oxford-sperimenta-il-lockdown-ambientale/', u'https://t.me/OsservatorioGeoingegneria']",,,,[],,7903,italia_costituzionale,ITALIA Costituzionale NO GREEN PASS 🇮🇹,https://t.me/s/italia_costituzionale,,true,false,snowball_complete,1214746586,,,Telegram
36273651,484,13/12/22 11:31,https://t.me/s/QAnonInternationalInfo/47009,"Governments are about to introduce Climate Change Lockdowns disguised as “15 Minute Cities” under the UN Agenda 2030 directive & WEF Great Reset plan

https://expose-news.com/2022/12/13/climate-change-lockdowns-15-min-city/",en,,[u'https://expose-news.com/2022/12/13/climate-change-lockdowns-15-min-city/'],171,1,,[],,484,QAnonInternationalInfo,𝐐𝐀𝐧𝐨𝐧 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐭𝐢𝐨𝐧𝐚𝐥 #𝐏𝐀𝐓𝐑𝐈𝐎𝐓𝐒 𝐖𝐎𝐑𝐋𝐃𝐖𝐈𝐃𝐄,https://t.me/s/QAnonInternationalInfo,explicit_qanon,true,false,researcher,1312239941,It is advertised as a US/Germany group but currently everything seems to be in English in this channel,"[u'US', u'DE']",Telegram
36273652,834,13/12/22 11:31,https://t.me/qanoninternationalinfo/47009,"Governments are about to introduce Climate Change Lockdowns disguised as “15 Minute Cities” under the UN Agenda 2030 directive & WEF Great Reset plan

https://expose-news.com/2022/12/13/climate-change-lockdowns-15-min-city/",en,,[u'https://expose-news.com/2022/12/13/climate-change-lockdowns-15-min-city/'],174,1,,[],,834,QAnonInternationalInfo,Q Anon International #PATRIOTS WORLDWIDE,https://t.me/qanoninternationalinfo,explicit_qanon,true,false,researcher,1312239941,"Channel location Germany, posts in English",[u'US'],Telegram
36273667,84,13/12/22 11:32,https://t.me/qanonfrance/642912,"Les gouvernements sont sur le point d'introduire des confinements liés au changement climatique déguisés en ""15 Minute Cities"" dans le cadre de la directive de l'Agenda 2030 des Nations Unies et du plan de réinitialisation du WEF

https://expose-news.com/2022/12/13/climate-change-lockdowns-15-min-city/",fr,,[u'https://expose-news.com/2022/12/13/climate-change-lockdowns-15-min-city/'],,,,[],,84,qanonfrance,Qanon France,https://t.me/qanonfrance,explicit_qanon,true,true,researcher,1288833614,,[u'FR'],Telegram
36286405,1380,13/12/22 18:10,https://t.me/s/sadefenza/38745,"13 dicembre 2022

 CI RIPROVANO: QUESTA VOLTA VORREBBERO LA ""DITTATURA CLIMATICA "" 

 ATTENDIAMO DI SAPERE QUALI SARANNO LE DECISIONI DI ""GIORGIA"" AL RIGUARDO, DATO CHE UN MESE FA AL ""COP27"" HA DETTO CHE: 
 ""L'ITALIA FARÀ TUTTO CIÒ CHE SARÀ RICHIESTO IN QUESTO SENSO"" 

Lockdown climatico già previsto dal World Economic Forum
Infatti, è uno dei punti del World Economic Forum sintetizzato nel concetto di 15 minutes city: ""tutti i servizi necessari devono essere a pochi passi, possibilmente raggiungibili in bicicletta o con i mezzi pubblici da casa propria. Già ripreso da agglomerati urbani di grandi dimensioni come Parigi, Seul, Bogotá o Houston."" 

 Link Byoblu: 
https://www.byoblu.com/2022/12/09/oxford-sperimenta-il-lockdown-ambientale/

 Il primo esperimento a Oxford: 
https://www.google.com/amp/s/www.lucascialo.it/lockdown-climatico-cos-e-come-funziona/amp/",it,,"[u'https://www.byoblu.com/2022/12/09/oxford-sperimenta-il-lockdown-ambientale/', u'https://www.google.com/amp/s/www.lucascialo.it/lockdown-climatico-cos-e-come-funziona/amp/']",728,5,,[],,1380,sadefenza,Sa Defenza Channel,https://t.me/s/sadefenza,,true,false,snowball_it,1248033140,,,Telegram
36367432,5474,15/12/22 21:03,https://t.me/s/robinmg/25339,"No prizes for guessing which organisation is behind the ""15 minute city""..

""..with COVID-19 and its variants keeping everyone home (or closer to home than usual), the 15-minute city went from a “nice-to-have” to a rallying cry. Meeting all of one’s needs within a walking, biking or transit distance was suddenly a matter of life and death. The pandemic created an urgency around equitable urbanism that sidelined arguments about bike lanes and other “amenities” that have roiled communities for years.

The term was coined in 2016 by Sorbonne professor Carlos Moreno, who was given an Obel Award in 2021 for developing the idea.

COVID-19 may now be flipping this on its head, which is why the 15-minute city concept is taking hold in a way that it would not have before the pandemic.""

https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/",en,,[u'https://www.weforum.org/agenda/2022/03/15-minute-city-stickiness/'],5272,37,,[],,5474,robinmg,Robin Monotti + Dr Mike Yeadon + Cory Morningstar,https://t.me/s/robinmg,,true,false,snowball_complete,1202315764,,,Telegram
36410434,10277,17/12/22 00:19,https://t.me/s/RealLandDownUnder/51837,"[This is how they will CONTROL all of us, new lockdowns announced | Redacted with Clayton Morris](https://youtube.com/watch?v=eHMWJh-1vBU)                
The WEF plan to take control over our cities and limit our movement is unfolding. The '15 Minute City' plan laid out by the Wolrd Economic Forum is launching in England under a new pilot program. The goal is them to take your cars and charge you for traveling beyond your city. 

Follow: @RealLandDownUnder
Want to contribute to the feed, join the chatroom: https://t.me/+2VDsEsagsUE4NTVl",en,,"[u'https://t.me/+2VDsEsagsUE4NTVl', u'https://youtube.com/watch?v=eHMWJh-1vBU']",261,2,,[],,10277,RealLandDownUnder,🇦🇺Land Down Under🇦🇺,https://t.me/s/RealLandDownUnder,,true,false,snowball_complete,1219452476,,,Telegram
36298697,5782,14/12/22 03:31,https://t.me/s/tonyvenet/375413,"#Agenda2030
7.12.2022 | Reportero australiano Rowan Dean explica agenda para crear cuarentenas climáticas y restricciones de movimiento social por medio del plan de las 'Ciudades de 15 Minutos', que ya comienzan a mencionarse en ciudades como Oxford, Barcelona, París, Portland, Buenos Aires, Melbourne, entre otras.

Pronto en tu ciudad más cercana.",es,,[],70,0,11741,[],,5782,tonyvenet,Tony Venet,https://t.me/s/tonyvenet,,true,false,snowball_complete,1448766028,,,Telegram
36381277,6670,16/12/22 07:58,https://t.me/s/No_Plandemia/4511,"#Agenda2030
7.12.2022 | Reportero australiano Rowan Dean explica agenda para crear cuarentenas climáticas y restricciones de movimiento social por medio del plan de las 'Ciudades de 15 Minutos', que ya comienzan a mencionarse en ciudades como Oxford, Barcelona, París, Portland, Buenos Aires, Melbourne, entre otras.

Pronto en tu ciudad más cercana.",es,,[],184,18,11741,[],,6670,No_plandemia,¡No! a la nueva normalidad (@No_Plandemia),https://t.me/s/No_Plandemia,,true,false,snowball_complete,1359166120,,,Telegram
36533799,6670,20/12/22 16:48,https://t.me/s/No_Plandemia/4542,"🇬🇧📺 El presentador de Sky News, Rowan Dean, dice que, según Darren Birks en el sitio web independiente Vision News, el Consejo del Condado de Oxfordshire planea embarcarse en ""bloqueos climáticos"" en 2024, mediante las denominadas ciudades de 15 minutos. 

- ""Es raro ver a todos los países implementar a la vez las mismas medidas, es como si hubiera un gobierno en la sombra dirigiendo a las democracias"".

🎦 Completo (⏱14m): Sky [news 
ℹ️](https://www.youtube.com/watch?v=rUUWMK9FBko&t=22s) 
 Fuente: La[Verdad a simple vista](https://truthinplainsight-com.translate.goog/?_x_tr_sl=auto&_x_tr_tl=es&_x_tr_hl=es&_x_tr_pto=wapp)     
⏩ Mi Twitter:[NO + SECRETO](https://twitter.com/No__Plandemia)   S",es,,"[u'https://twitter.com/No__Plandemia', u'https://www.youtube.com/watch?v=rUUWMK9FBko&t=22s', u'https://truthinplainsight-com.translate.goog/?_x_tr_sl=auto&_x_tr_tl=es&_x_tr_hl=es&_x_tr_pto=wapp']",3254,42,,[],,6670,No_plandemia,¡No! a la nueva normalidad (@No_Plandemia),https://t.me/s/No_Plandemia,,true,false,snowball_complete,1359166120,,,Telegram
36588918,5782,22/12/22 05:10,https://t.me/s/tonyvenet/379088,"Reportero australiano Rowan Dean explica agenda para crear cuarentenas climáticas y restricciones de movimiento social por medio del plan de las 'Ciudades de 15 Minutos', que ya comienzan a mencionarse en ciudades como Oxford, Barcelona, París, Portland, Buenos Aires, Melbourne, entre otras.

Pronto en tu ciudad más cercana.

❌ Exponiendo La Élite 🔥
https://t.me/ExponiendoLaElite

📖 El Conocimiento es Poder Oficial
t.me/elconocimientoespoderoficial

💡 Canal Muy I‌n‌t‌e‌r‌e‌s‌a‌n‌t‌e‌ 
t.me/MuyInteresanteOficial

🔥 Canal Despertador De La Matrix
t.me/Despertadordelamatrix",es,,"[u'https://t.me/ExponiendoLaElite', u't.me/Despertadordelamatrix', u't.me/MuyInteresanteOficial', u't.me/elconocimientoespoderoficial']",38,0,21748,[],,5782,tonyvenet,Tony Venet,https://t.me/s/tonyvenet,,true,false,snowball_complete,1448766028,,,Telegram
36443775,7070,18/12/22 01:06,https://t.me/s/somebitchiknow/2736,"Big Dig Energy Ep 154:
Fifteen Minute Cities

Will be live at 10/9c! What is the World Economic Forum up to? What are the urbanization efforts to force the ""fifteen minute city"" concept? What does it mean for us country bumpkins?

Talk about this & more in 2 hours!
Catch it on:

Rumble: https://rumble.com/v216i94-big-dig-energy-episode-154-fifteen-minute-cities.html
Odysee: https://odysee.com/@SomeBitchIKnow:0/BDE154:0
Foxhole: https://pilled.net/foxhole/24291",en,,"[u'https://pilled.net/foxhole/24291', u'https://rumble.com/v216i94-big-dig-energy-episode-154-fifteen-minute-cities.html', u'https://odysee.com/@SomeBitchIKnow:0/BDE154:0']",2336,1,,[],,7070,somebitchiknow,SomeBitchIKnow,https://t.me/s/somebitchiknow,,true,false,snowball_complete,1289043648,,,Telegram
36471071,5474,18/12/22 21:04,https://t.me/s/robinmg/25398,"Free Our Streets

’15 Minute City’ schemes and ‘Low Traffic Neighbourhoods’ are increasingly imposed undemocratically. Once movement restrictions start, where do they end? Some are already calling these schemes ‘climate lockdowns by stealth.’

Schemes like we see in Oxford and Canterbury, and in London with the ULEZ extension, hit the poorest hardest. They hurt small businesses while generating huge income for local authorities and benefitting vested interests. 

Together is uniting local citizens, co-ordinating pushback, and raising awareness.

Please sign up here for our updates and calls-to-action so we can keep you in touch:

https://togetherdeclaration.org/freeourstreets/",en,,[u'https://togetherdeclaration.org/freeourstreets/'],4370,31,,[],,5474,robinmg,Robin Monotti + Dr Mike Yeadon + Cory Morningstar,https://t.me/s/robinmg,,true,false,snowball_complete,1202315764,,,Telegram
36479363,14939,19/12/22 06:18,https://t.me/thestormiscoming2021/21305,"Oxfordshire Council Announce New Climate Lockdowns Starting 2024

The WEF plan to take control over our cities and limit our movement is unfolding. The '15 Minute City' plan laid out by the World Economic Forum is launching in England under a new pilot program. The goal is them to take your cars and charge you for traveling beyond your city.",en,,[],8,0,7453,[],,14939,thestormiscoming2021,TheStorm2Q2Q,https://t.me/thestormiscoming2021,explicit_qanon,true,true,researcher,1578532637,German and English posts,[u'DE'],Telegram
