"","detected_language","forwarded_from","insect","ulez","climate_lockdown","fifteen_minutes","name","platform_id","category","platform","url","screenname","country","influencer","public","chat","notes","source","id1","raw_channel_info_id","channel","platform_id2","scraper","platform3","transformer","screenname4","name5","description","description_url","description_location","followers","following","verified","date_created","date_archived","date_transformed"
"220","de",4272,NA,NA,3,NA,"Grenzenlos Leben",1201566916,"forwarded","Telegram","https://t.me/s/GrenzenlosLeben","GrenzenlosLeben","","","","","","TelegramTelethonTransformer 0.0.1",30689,37364,4272,1201566916,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","GrenzenlosLeben","Grenzenlos Leben","Auf diesem Kanal erhältst Du Infos für Dein grenzenloses Leben. Hilfen für Deinen Alltag, von A wie Auswandern bis Z wie Zuhören. 

Informationen von Grenzenlos Leben findest Du auch auf https://grenzenlos-leben.com.

Kontakt: klaus@grenzenlos-leben.com",NA,NA,10922,-1,"false","23/01/21 18:06","10/06/22 11:21","10/06/22 12:14"
"221","de",4273,NA,1,NA,NA,"Corona Transition",1474710376,"","Telegram","https://t.me/s/CoronaTransition","CoronaTransition","","","true","false","","snowball_complete",95566,95571,4273,1474710376,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","CoronaTransition","Transition News","Transition News berichtet täglich über News und Projekte rund um die Veränderungen der Corona-Krise und der Agenda des Great-Reset.",NA,NA,16777,-1,"false","27/05/20 21:21","17/09/22 21:14","20/09/22 08:00"
"222","de",4283,17,1,3,1,"Q Patrioten Kanal‼️",1217420320,"","Telegram","https://t.me/s/patrioten24_Kanal","patrioten24_Kanal","","","","false","50051","linked_channel",30698,37373,4283,1217420320,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","patrioten24_Kanal","Q Patrioten Kanal‼️","PATRIOTEN24

Q Anons - WWG1WGA
Wer ist Q? Was ist Q? 

Kanal zur Aufklärung, Vernetzung, Freiheit, frei Leben, gegen Impfzwang, gegen Diktatur, gegen illegale höchste ""Steuern und Abgaben"", gegen NWO...",NA,NA,151,-1,"false","20/12/20 07:02","10/06/22 11:22","10/06/22 12:14"
"223","de",4284,4,NA,NA,NA,"Anti-Spiegel - Offizieller Kanal",1419623710,"forwarded","Telegram","https://t.me/s/AntiSpiegel","AntiSpiegel","","","","","","TelegramTelethonTransformer 0.0.1",30699,37374,4284,1419623710,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","AntiSpiegel","Anti-Spiegel - Offizieller Kanal","anti-spiegel.ru - Fundierte Medienkritik von Thomas Röper",NA,NA,74485,-1,"false","31/05/19 11:34","10/06/22 11:22","10/06/22 12:14"
"224","de",4295,1,NA,NA,NA,"KsNeuigkeiten",1268940881,"forwarded","Telegram","https://t.me/s/KsNeuigkeiten","KsNeuigkeiten","","","","","","TelegramTelethonTransformer 0.0.1",30708,37383,4295,1268940881,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","KsNeuigkeiten","KsNeuigkeiten","Ich arbeite eine Flut an Informationen von dutzenden Kanälen durch. Ich komprimiere das hier in meinem Kanal und kombiniere das noch mit eigenen Recherchen. 

#GESCHICHTE
#OFFENBARUNG
#Reptiloide
#UFO
#Neuigkeiten
#neueTechnologien",NA,NA,180,-1,"false","14/12/20 13:07","10/06/22 11:22","10/06/22 12:14"
"225","de",4310,NA,1,NA,NA,"Fact Sheet Austria",1237947410,"forwarded","Telegram","https://t.me/s/FactSheetAustria","FactSheetAustria","","","","","","TelegramTelethonTransformer 0.0.1",30720,37395,4310,1237947410,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","FactSheetAustria","Fact Sheet Austria","Fakten immunisieren gegen betreutes Denken !",NA,NA,9378,-1,"false","03/01/21 11:06","10/06/22 11:22","10/06/22 12:14"
"226","de",4322,1,NA,NA,NA,"UR - Gemeinschaft",1471382807,"","Telegram","https://t.me/s/URppp","URppp","","","true","false","","snowball_complete",93644,93649,4322,1471382807,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","URppp","UR - Gemeinschaft","Kanal für gesamtheitliches Denken",NA,NA,6749,-1,"false","12/05/20 17:38","16/09/22 21:14","17/09/22 08:00"
"227","de",4324,2,NA,NA,NA,"⭕ PatriotNews",1395902248,"forwarded","Telegram","https://t.me/s/patriotnews","patriotnews","","","","","","TelegramTelethonTransformer 0.0.1",30731,37406,4324,1395902248,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","patriotnews","⭕ PatriotNews","Patrioten News",NA,NA,1516,-1,"false","22/08/19 08:50","10/06/22 11:22","10/06/22 12:14"
"228","de",4336,NA,NA,2,NA,"Elsa Mittmannsgruber",1184964715,"forwarded","Telegram","https://t.me/s/elsamittmannsgruber","elsamittmannsgruber","","","","","","TelegramTelethonTransformer 0.0.1",30742,37417,4336,1184964715,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","elsamittmannsgruber","Elsa Mittmannsgruber","Elsa Mittmannsgruber, AUF1, Moderatorin und Gründungsmitglied www.auf1.tv",NA,NA,21136,-1,"false","28/02/21 08:07","10/06/22 11:22","10/06/22 12:14"
"229","de",4346,1,5,NA,NA,"dbullcutter",1181297253,"forwarded","Telegram","https://t.me/s/dbullcutter","dbullcutter","","","","","","TelegramTelethonTransformer 0.0.1",30752,37427,4346,1181297253,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","dbullcutter","dbullcutter","Offizieller Kanal von dbullcutter",NA,NA,1356,-1,"false","26/08/18 00:22","10/06/22 11:22","10/06/22 12:14"
"230","de",4355,NA,NA,3,NA,"STUTTGART - WIDERSTAND - Demos - Stuttgart - Grundrechte - Demos - Grundgesetz - Freiheit - Frieden",1163089897,"","Telegram","https://t.me/s/StuttgartGrundgesetzdemos","StuttgartGrundgesetzdemos","","","true","false","","snowball_complete",91717,91722,4355,1163089897,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","StuttgartGrundgesetzdemos","STUTTGART - WIDERSTAND - Demos - Stuttgart - Grundrechte - Demos - Grundgesetz - Freiheit - Frieden","@Kontakt_Test_Info_Bot 

Vom Freiheits- zum Satire-Kanal Stuttgart Grundgesetz Demos Widerstand Ironie Sarkasmus

t.me/swd_doku = Doku 
t.me/s/swd_akku = Gut
t.me/s/swd_neu = Anfänger
t.me/swd_AntiFake = Real
t.me/swd_hardcore = Ka-Bau",NA,NA,10834,-1,"false","17/05/20 18:45","15/09/22 21:14","17/09/22 08:00"
"231","de",4414,7,NA,NA,NA,"Maras Welt 🌷🌷🌷",1405039768,"forwarded","Telegram","https://t.me/s/maraswelt","maraswelt","","","","","","TelegramTelethonTransformer 0.0.1",30807,37482,4414,1405039768,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","maraswelt","Maras Welt 🌷🌷🌷","Tiere 🐶 
Natur 🌳
Lustiges 😂 
Kurioses 🤪 
Spirituelles 🙏 
Faszinierendes ✨

Ab und zu ist auch mal ein Bild-Spruch/-Zitat dabei 😎

Viel Freude auf meinem Kanal 🌷🌷🌷

Blog: www.maras-welt.de",NA,NA,26196,-1,"false","17/05/20 22:25","10/06/22 11:23","10/06/22 12:14"
"232","de",4425,7,NA,3,NA,"Vivoterra",1366529589,"","Telegram","https://t.me/s/Vivoterra","Vivoterra","","","true","false","","snowball_complete",93657,93662,4425,1366529589,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","Vivoterra","Vivoterra","www.vivoterra.com

- Die Schatzkammer des Wissens -",NA,NA,162592,-1,"false","01/08/19 20:26","16/09/22 21:14","17/09/22 08:00"
"233","de",4452,7,NA,NA,NA,"Frühwald informiert",1436662221,"reichsbuerger","Telegram","https://t.me/s/fruehwaldinformiert","fruehwaldinformiert","[u'DE']","Peter Frühwald","true","false","","researcher",53741,53746,4452,1436662221,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.3","fruehwaldinformiert","Frühwald informiert","Aktuelle Mitteilungen des Weltgeschehens als Alternatives Infoportal - Wenn Ihr unsere Arbeit unterstützen wollt könnt Ihr das sehr gerne tun - IBAN DE23 3002 0900 5340 4295 27 -                   BIC: CMCIDEDDXXX",NA,NA,19737,-1,"false","11/11/20 12:14","19/07/22 01:34","19/07/22 02:15"
"234","de",4482,NA,3,NA,NA,"R24 FinanzKompass 🧭",1459517990,"forwarded","Telegram","https://t.me/s/R24_FinanzKompass","R24_FinanzKompass","","","","","","TelegramTelethonTransformer 0.0.1",30856,37531,4482,1459517990,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","R24_FinanzKompass","R24 FinanzKompass 🧭","Rudimental24 FinanzKompass 🧭 
Ein deutschsprachiges Finanz- , Blockchain-, QFS- &  Krypto-Infoportal auf Telegram.
@R24_FinanzKompass 

Ihr erhaltet kostenlos:
- Aktuelle Nachrichten
- Analysen
- Zahlen und Fakten
- Expertenansichten 
✍️ @Rudimental24",NA,NA,15970,-1,"false","14/10/20 20:20","10/06/22 11:24","10/06/22 12:14"
"235","de",4490,NA,9,NA,NA,"𝑴𝑶𝑹𝑮𝑬𝑳𝑳𝑶𝑵𝑺-𝑵𝑨𝑵𝑶𝑻𝑬𝑪𝑯𝑵𝑶𝑳𝑶𝑮𝑰𝑬 🐛🧐🛰📡💉",1473522927,"forwarded","Telegram","https://t.me/s/NanoAPI","NanoAPI","","","","","","TelegramTelethonTransformer 0.0.1",30862,37537,4490,1473522927,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","NanoAPI","𝑴𝑶𝑹𝑮𝑬𝑳𝑳𝑶𝑵𝑺-𝑵𝑨𝑵𝑶𝑻𝑬𝑪𝑯𝑵𝑶𝑳𝑶𝑮𝑰𝑬 🐛🧐🛰📡💉","Warum ist Barium Strontium und Aluminium in der Luft und in Impfstoffen?
Diese Notiz als PDF - https://ogy.de/Impfagenda",NA,NA,4710,-1,"false","23/12/20 22:08","10/06/22 11:24","10/06/22 12:14"
"236","de",4498,11,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","de",4537,NA,NA,1,NA,"Das Telegram Archiv 📺🎧📦",1298955667,"forwarded","Telegram","https://t.me/s/das_telegram_archiv","das_telegram_archiv","","","","","","TelegramTelethonTransformer 0.0.1",30873,37548,4537,1298955667,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","das_telegram_archiv","Das Telegram Archiv 📺🎧📦","Hier archivieren wir bedeutsame Videos und retten sie vor der Zensur.",NA,NA,7995,-1,"false","30/04/20 11:12","10/06/22 11:24","10/06/22 12:14"
"238","de",4581,NA,NA,NA,9,"Propaganda-Analyse",1197226255,"forwarded","Telegram","https://t.me/s/Propaganda_Analyse","Propaganda_Analyse","","","","","","TelegramTelethonTransformer 0.0.1",30913,37588,4581,1197226255,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","Propaganda_Analyse","Propaganda-Analyse","Dr. Roman Braun, M.Ed.",NA,NA,1880,-1,"false","17/02/21 06:32","10/06/22 11:25","10/06/22 12:14"
"239","de",4616,3,NA,1,2,"MEINE D-NEWS 🇩🇪 🇦🇹 🇨🇭",1486169529,"","Telegram","https://t.me/s/MeineDNEWS","MeineDNEWS","","","true","false","","snowball_complete",30945,37620,4616,1486169529,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","MeineDNEWS","MEINE D-NEWS 🇩🇪 🇦🇹 🇨🇭","NACHRICHTEN FÜR DEN DEUTSCHEN SPRACHRAUM",NA,NA,19480,-1,"false","30/12/20 21:20","10/06/22 11:26","10/06/22 12:14"
"240","de",4663,1,NA,NA,NA,"Top20radioMedi Corona",1338178617,"","Telegram","https://t.me/s/Top20radioMediCorona","Top20radioMediCorona","","","true","false","","snowball_complete",95605,95610,4663,1338178617,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","Top20radioMediCorona","Top20radioMedi Corona","Top20radio Gesundheits & Corona

Zur Bildung der eigenen Meinung teilen Top20radio Kanäle Infos, die von den MainstreamMedien nicht berücksichtigt oder zensiert werden. Spiegeln oft nicht die Meinung von Top20. Unsere Satire  macht Realität erträglicher:",NA,NA,759,-1,"false","09/11/20 07:14","17/09/22 21:15","20/09/22 08:00"
"241","de",4794,NA,1,NA,NA,"Souveränität des Seins",1340525972,"forwarded","Telegram","https://t.me/s/SouveraenSein","SouveraenSein","","","","","","TelegramTelethonTransformer 0.0.1",31079,37754,4794,1340525972,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","SouveraenSein","Souveränität des Seins","Wissen ist Souveränität

Wir sehen einen Film genannt Welttheater",NA,NA,540,-1,"false","25/02/21 15:25","10/06/22 11:28","10/06/22 12:14"
"242","de",4807,NA,3,NA,NA,"Doku-Kiste",1146910650,"forwarded","Telegram","https://t.me/s/dokukiste","dokukiste","","","","","","TelegramTelethonTransformer 0.0.1",31089,37764,4807,1146910650,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","dokukiste","Doku-Kiste","interessante Dokus /Vorträge und Hörbücher aus allen Bereichen - Wissen ist Macht 

-_-_-_-_-_-_-_-_-_-_-_-_
Partnerkanäle:
-_-_-_-_-_-_-_-_-_-_-_-_

@unzensiert

@Gesundheitsecke

-_-_-_-_-_-_-_-_-_-_-_-_

t.me/dokukiste",NA,NA,21666,-1,"false","02/09/17 23:18","10/06/22 11:29","10/06/22 12:14"
"243","de",4828,NA,1,NA,NA,"Lothar Mack – Stimme & Wort",1460933034,"forwarded","Telegram","https://t.me/s/StimmeundWort","StimmeundWort","","","","","","TelegramTelethonTransformer 0.0.1",31109,37784,4828,1460933034,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","StimmeundWort","Lothar Mack – Stimme & Wort","Hinhören auf das, was geschieht und was ""geschrieben steht"".

D
Mathias Lange, ""Schenkung Mack""
DE16660908000005918308, GENODE61BBB
paypal:StimmeWort@protonmail.com
CH
L. Mack, Mack Dienstleistungen, 5106 Veltheim
CH59 0483 5370 0941 4100 0, CRESCHZZXXX",NA,NA,1365,-1,"false","17/02/21 12:52","10/06/22 11:29","10/06/22 12:14"
"244","de",4864,NA,NA,8,NA,"5 vor 12 ⁉️⏳",1272395751,"","Telegram","https://t.me/s/OllyReinhard","OllyReinhard","","","true","false","","snowball_complete",95625,95630,4864,1272395751,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","OllyReinhard","5 vor 12 ⁉️⏳","In diesem Kanal werden regelmäßig News zu den aktuell relevanten Wirtschafts-Themen geteilt und analysiert. Hauptsächlich: Finanzen & Geldsystem.",NA,NA,31359,-1,"false","06/03/21 16:03","17/09/22 21:15","20/09/22 08:00"
"245","de",4929,1,NA,NA,NA,"PatriotPetition.org 🇩🇪🇦🇹🇨🇭🇱🇮",1139864178,"forwarded","Telegram","https://t.me/s/PatriotPetition_org","PatriotPetition_org","","","","","","TelegramTelethonTransformer 0.0.1",31187,37862,4929,1139864178,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","PatriotPetition_org","PatriotPetition.org 🇩🇪🇦🇹🇨🇭🇱🇮","Offizieller Telegram-Kanal von PatriotPetition.org

PatriotPetition.org ist eine überparteiliche und länderübergreifende Wertegemeinschaft von Patrioten aus Deutschland, Österreich, der Schweiz, Liechtenstein, Südtirol und darüber hinaus.",NA,NA,960,-1,"false","27/02/21 18:04","10/06/22 11:30","10/06/22 12:14"
"246","de",4943,1,NA,2,NA,"Kampf für unsere Zukunft ❣️",1427459854,"","Telegram","https://t.me/s/Kampf_fuer_unsere_Zukunft","Kampf_fuer_unsere_Zukunft","","","true","false","","snowball_complete",93706,93711,4943,1427459854,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","Kampf_fuer_unsere_Zukunft","Kampf für unsere Zukunft ❣️","Hallo Gemeinde... In der heutigen Zeit bietet Euch dieser Kanal eine Zusammenfassung des aktuellen Zeit-Geschehens.
Wie ihr all die Beiträge im Kanal beurteilt, ist allein Euch überlassen",NA,NA,36970,-1,"false","19/12/20 19:30","16/09/22 21:15","17/09/22 08:00"
"247","de",4970,1,NA,NA,NA,"🎦 Martin Sellner - Videos & Audios",1215616609,"forwarded","Telegram","https://t.me/s/martinsellnervideos","martinsellnervideos","","","","","","TelegramTelethonTransformer 0.0.1",31225,37900,4970,1215616609,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","martinsellnervideos","🎦 Martin Sellner - Videos & Audios","Auf diesem Kanal lade ich in Zukunft alle meine Videos hoch. Ihr könnt sie euch ab jetzt auch auf Telegram anschauen.

Alle meine anderen Links: https://bit.ly/2OWR0id",NA,NA,10147,-1,"false","18/09/19 17:25","10/06/22 11:31","10/06/22 12:14"
"248","de",5059,NA,NA,1,NA,"Bollbrock Coaching Schweiz",1401369561,"forwarded","Telegram","https://t.me/s/bollbrocknicecoaching","bollbrocknicecoaching","","","","","","TelegramTelethonTransformer 0.0.1",31300,37975,5059,1401369561,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","bollbrocknicecoaching","Bollbrock Coaching Schweiz","Bollbrock Coaching 🇨🇭 https://www.powerfull-attention.com/",NA,NA,2240,-1,"false","25/03/21 17:31","10/06/22 11:32","10/06/22 12:14"
"249","de",5103,NA,NA,1,NA,"Wissen ist Macht @wissentswert",1274020718,"forwarded","Telegram","https://t.me/s/wissentswert","wissentswert","","","","","","TelegramTelethonTransformer 0.0.1",31334,38009,5103,1274020718,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","wissentswert","Wissen ist Macht @wissentswert","❤️ Willkommen bei Wissenswert.Ich zeige  Alltägliche Probleme in der Gesellschaft  auf ,die uns von den Medien präsentiert werden.Wir Respektieren die Meinung anderer. Beleidigung anderer jedoch nicht. Bleibt in eurer Mitte und Liebe.Viel Spaß bei uns.",NA,NA,57,-1,"false","19/07/19 17:28","10/06/22 11:33","10/06/22 12:14"
"250","de",5127,NA,NA,7,NA,"GROSSE FREIHEIT TV",1456443167,"forwarded","Telegram","https://t.me/s/GFTV_HH","GFTV_HH","","","","","","TelegramTelethonTransformer 0.0.1",31356,38031,5127,1456443167,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","GFTV_HH","GROSSE FREIHEIT TV","Moin moin und herzlich willkommen auf meinem zensurfreien Kanal.

Links zu allen Plattformen:
http://grossefreiheit.tv/

Kontakt:
info@grossefreiheit.tv",NA,NA,13811,-1,"false","13/12/18 17:26","10/06/22 11:33","10/06/22 12:14"
"251","de",5128,NA,NA,3,NA,"Faruk Firat Offiziell",1283102263,"","Telegram","https://t.me/s/farukfirat","farukfirat","","","true","false","","snowball_complete",93719,93724,5128,1283102263,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","farukfirat","Faruk Firat Offiziell","Instagram: @49farukfrt
Twitter: FarukFirat1987",NA,NA,5651,-1,"false","05/11/20 10:24","16/09/22 21:15","17/09/22 08:00"
"252","de",5151,NA,NA,NA,2,"Rationales Great Awakening 🧐🤔💡😉",1292940274,"forwarded","Telegram","https://t.me/s/Rationales_Great_Awakening","Rationales_Great_Awakening","","","","","","TelegramTelethonTransformer 0.0.1",31376,38051,5151,1292940274,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","Rationales_Great_Awakening","Rationales Great Awakening 🧐🤔💡😉","News & Facts: Geo -& Deutschland Politik 
Insbesondere: US Politik & Corona Fake Aufklärung 

Wir freuen uns über rege sachliche Diskussionen zur Aufklärung und Informationsverbreitung als Gegenpol zur Indoktrination.",NA,NA,680,-1,"false","16/12/20 00:01","10/06/22 11:33","10/06/22 12:14"
"253","de",5172,NA,NA,5,NA,"KOPP Report",1182926376,"forwarded","Telegram","https://t.me/s/koppreport","koppreport","","","","","","TelegramTelethonTransformer 0.0.1",31393,38068,5172,1182926376,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","koppreport","KOPP Report","Offizieller Kanal des KOPP Verlags

https://kopp-report.de/",NA,NA,12563,-1,"false","03/11/20 14:02","10/06/22 11:34","10/06/22 12:14"
"254","de",5194,NA,NA,NA,2,"🥇Kettner-Edelmetalle.de",1352567224,"forwarded","Telegram","https://t.me/s/kettneredelmetalle","kettneredelmetalle","","","","","","TelegramTelethonTransformer 0.0.1",31413,38088,5194,1352567224,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","kettneredelmetalle","🥇Kettner-Edelmetalle.de","📺 Youtube
https://www.youtube.com/c/KettnerEdelmetalleTV

🐦 Twitter
https://twitter.com/goldinformation

📸 Instagram
https://www.instagram.com/kettneredelmetalle/

↗️ Telegram Kanal
https://t.me/kettneredelmetalle",NA,NA,26702,-1,"false","23/09/20 01:20","10/06/22 11:34","10/06/22 12:14"
"255","de",5218,1,1,4,2,"WAKE UP HANNOVER!!!",1414133785,"forwarded","Telegram","https://t.me/s/wakeuphannover","wakeuphannover","","","","","","TelegramTelethonTransformer 0.0.1",31431,38106,5218,1414133785,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","wakeuphannover","WAKE UP HANNOVER!!!","Liebe Freunde, 

es ist eine Lüge, die so gigantisch ist, dass keiner die Wahrheit glauben kann!!!",NA,NA,1855,-1,"false","11/08/20 21:19","10/06/22 11:34","10/06/22 12:14"
"256","de",5219,NA,NA,1,NA,"EBOLA - Virale News",1197849207,"forwarded","Telegram","https://t.me/s/ebolaviralenews","ebolaviralenews","","","","","","TelegramTelethonTransformer 0.0.1",31432,38107,5219,1197849207,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","ebolaviralenews","EBOLA - Virale News","Über den Wahnsinn dieser Tage",NA,NA,1788,-1,"false","17/07/20 14:01","10/06/22 11:34","10/06/22 12:14"
"257","de",5249,3,NA,NA,NA,"MASS-VOLL! 💜",1170416613,"forwarded","Telegram","https://t.me/s/massvoll","massvoll","","","","","","TelegramTelethonTransformer 0.0.1",31302,37977,5249,1170416613,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","massvoll","MASS-VOLL! 💜","Bewegung für Freiheit und Grundrechte. Das MASS ist VOLL! ✊🏻💜

Unsere Kanäle: linktr.ee/massvoll
Spenden: mass-voll.ch/spenden
Shop: mass-voll.ch/shop

-> Mitglied werden: mass-voll.ch/mitglied ✊🏻💜",NA,NA,16221,-1,"false","27/02/21 14:30","10/06/22 11:32","10/06/22 12:14"
"258","de",5257,13,14,5,12,"""Nur wer die Wahrheit kennt kann Frei entscheiden""🇨🇭Schweiz🇨🇭 Fakten & Beweise...",1431711843,"forwarded","Telegram","https://t.me/s/WAHRHEIT_S_F_B","WAHRHEIT_S_F_B","","","","","","TelegramTelethonTransformer 0.0.1",31460,38135,5257,1431711843,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","WAHRHEIT_S_F_B","""Nur wer die Wahrheit kennt kann Frei entscheiden""🇨🇭Schweiz🇨🇭 Fakten & Beweise...","Sammlung von Videos, Bilder uvm. betreffend Schweiz

CHAT GELÖSCHT.

HAUPTKANAL: ""Nur wer die Wahrheit kennt kann Frei entscheiden""🇨🇭Schweiz🇨🇭 Welt
➡️ https://t.me/WAHRHEIT_S_W

HIER könnt ihr mir eure Beweise zusenden...
Kontaktbot: ➡️ @S_F_B_K_bot",NA,NA,3505,-1,"false","22/08/20 21:08","10/06/22 11:35","10/06/22 12:14"
"259","de",5288,1,NA,NA,NA,"Soldaten & Reservisten",1330347075,"","Telegram","https://t.me/s/Soldaten_und_Reservisten","Soldaten_und_Reservisten","","","true","false","","snowball_complete",31485,38160,5288,1330347075,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","Soldaten_und_Reservisten","Soldaten & Reservisten","Die Unterstützer, hier kann man nur kommentieren.⭕ Links und Medien sind aus Sicherheitsgründen (Spam Schutz) NICHT
gestattet",NA,NA,12956,-1,"false","27/04/21 19:36","10/06/22 11:35","10/06/22 12:14"
"260","de",5299,NA,1,NA,NA,"📣 Zeitgeschehen aktuell",1409433498,"forwarded","Telegram","https://t.me/s/zeitgeschehen_aktuell","zeitgeschehen_aktuell","","","","","","TelegramTelethonTransformer 0.0.1",31494,38169,5299,1409433498,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","zeitgeschehen_aktuell","📣 Zeitgeschehen aktuell","Aktuelles Zeitgeschehen abseits der Mainstream-Medien, aus nahezu ALLEN Themenbereichen",NA,NA,1388,-1,"false","04/04/21 22:45","10/06/22 11:35","10/06/22 12:14"
"261","de",5306,1,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","de",5345,1,NA,NA,NA,"Lucius Report",1400125385,"forwarded","Telegram","https://t.me/s/luciusreport","luciusreport","","","","","","TelegramTelethonTransformer 0.0.1",31531,38206,5345,1400125385,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","luciusreport","Lucius Report","Politically incorrect political news. 

★ Web: 
https://marketsubset.com

★ Rumble:
https://rumble.com/c/c-1340571

★ Twitter:
https://twitter.com/JLuciusFlorez",NA,NA,2351,-1,"false","17/01/21 15:32","10/06/22 11:36","10/06/22 12:14"
"263","de",5364,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","de",5463,NA,NA,2,NA,"MiMo Tv",1408766358,"forwarded","Telegram","https://t.me/s/mimo_tv","mimo_tv","","","","","","TelegramTelethonTransformer 0.0.1",31631,38306,5463,1408766358,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","mimo_tv","MiMo Tv","Dieser Kanal beschäftig sich mit:

Symolik, Wirtschaft, Spiritualität, Promis, verborgene Mächte.

Unterstütze auch du:
Freunde einladen
Beiträge teilen
finanziell Unterstützung 
Verwendungszweck Aufklärung
IBAN: AT38 2011 1281 4214 3201",NA,NA,2311,-1,"false","11/11/20 11:32","10/06/22 11:38","10/06/22 12:14"
"265","de",5489,NA,NA,1,NA,"Sandra's Herzkraft Kanal ❤️",1228381948,"forwarded","Telegram","https://t.me/s/deineherzkraft","deineherzkraft","","","","","","TelegramTelethonTransformer 0.0.1",31647,38322,5489,1228381948,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","deineherzkraft","Sandra's Herzkraft Kanal ❤️","Kanal zur Aktivierung der Herzkraft ❤️

Mein eigens initiiertes gemeinnütziges Projekt findest du hier: 
@TeamMenschheitsfamilie ❤️🙏🕊",NA,NA,356,-1,"false","11/10/20 16:16","10/06/22 11:38","10/06/22 12:14"
