"","channel_url","followers","metric","value"
"1224","https://t.me/s/BibliothequedesEveilles",2877,"Mean Fowards",9.25
"1225","https://t.me/s/BitchBotBoiiLive",64683,"Total Views",651424
"1226","https://t.me/s/BitchBotBoiiLive",64683,"Mean Views",21714.1333333333
"1227","https://t.me/s/BitchBotBoiiLive",64683,"Total Forwards",7729
"1228","https://t.me/s/BitchBotBoiiLive",64683,"Mean Fowards",257.633333333333
"1229","https://t.me/s/BolganLoretta",58982,"Total Views",51252
"1230","https://t.me/s/BolganLoretta",58982,"Mean Views",17084
"1231","https://t.me/s/BolganLoretta",58982,"Total Forwards",3048
"1232","https://t.me/s/BolganLoretta",58982,"Mean Fowards",1016
"1233","https://t.me/s/BoxCleverArmy",4324,"Total Views",3408
"1234","https://t.me/s/BoxCleverArmy",4324,"Mean Views",309.818181818182
"1235","https://t.me/s/BoxCleverArmy",4324,"Total Forwards",19
"1236","https://t.me/s/BoxCleverArmy",4324,"Mean Fowards",1.72727272727273
"1237","https://t.me/s/BoycottSuisse",2888,"Total Views",284
"1238","https://t.me/s/BoycottSuisse",2888,"Mean Views",284
"1239","https://t.me/s/BoycottSuisse",2888,"Total Forwards",8
"1240","https://t.me/s/BoycottSuisse",2888,"Mean Fowards",8
"1241","https://t.me/s/BrainPass_UNCENSORED",7473,"Total Views",51919
"1242","https://t.me/s/BrainPass_UNCENSORED",7473,"Mean Views",3993.76923076923
"1243","https://t.me/s/BrainPass_UNCENSORED",7473,"Total Forwards",822
"1244","https://t.me/s/BrainPass_UNCENSORED",7473,"Mean Fowards",63.2307692307692
"1245","https://t.me/s/Breitbart",104389,"Total Views",11044
"1246","https://t.me/s/Breitbart",104389,"Mean Views",3681.33333333333
"1247","https://t.me/s/Breitbart",104389,"Total Forwards",73
"1248","https://t.me/s/Breitbart",104389,"Mean Fowards",24.3333333333333
"1249","https://t.me/s/BritishNursingAllianceSpeak",15480,"Total Views",62780
"1250","https://t.me/s/BritishNursingAllianceSpeak",15480,"Mean Views",1652.10526315789
"1251","https://t.me/s/BritishNursingAllianceSpeak",15480,"Total Forwards",1153
"1252","https://t.me/s/BritishNursingAllianceSpeak",15480,"Mean Fowards",30.3421052631579
"1253","https://t.me/s/BrittRepublican",9059,"Total Views",715
"1254","https://t.me/s/BrittRepublican",9059,"Mean Views",357.5
"1255","https://t.me/s/BrittRepublican",9059,"Total Forwards",10
"1256","https://t.me/s/BrittRepublican",9059,"Mean Fowards",5
"1257","https://t.me/s/BrunoPuno",53,"Total Views",45
"1258","https://t.me/s/BrunoPuno",53,"Mean Views",45
"1259","https://t.me/s/BrunoPuno",53,"Total Forwards",0
"1260","https://t.me/s/BrunoPuno",53,"Mean Fowards",0
"1261","https://t.me/s/ByobluOfficial",97742,"Total Views",194641
"1262","https://t.me/s/ByobluOfficial",97742,"Mean Views",7208.92592592593
"1263","https://t.me/s/ByobluOfficial",97742,"Total Forwards",834
"1264","https://t.me/s/ByobluOfficial",97742,"Mean Fowards",30.8888888888889
"1265","https://t.me/s/CNconspiracynewsroom",21839,"Total Views",76644
"1266","https://t.me/s/CNconspiracynewsroom",21839,"Mean Views",2947.84615384615
"1267","https://t.me/s/CNconspiracynewsroom",21839,"Total Forwards",1852
"1268","https://t.me/s/CNconspiracynewsroom",21839,"Mean Fowards",71.2307692307692
"1269","https://t.me/s/CandlesInTheNight",67526,"Total Views",51002
"1270","https://t.me/s/CandlesInTheNight",67526,"Mean Views",10200.4
"1271","https://t.me/s/CandlesInTheNight",67526,"Total Forwards",1080
"1272","https://t.me/s/CandlesInTheNight",67526,"Mean Fowards",216
"1273","https://t.me/s/CenobiteNews",5104,"Total Views",713
"1274","https://t.me/s/CenobiteNews",5104,"Mean Views",356.5
"1275","https://t.me/s/CenobiteNews",5104,"Total Forwards",18
"1276","https://t.me/s/CenobiteNews",5104,"Mean Fowards",9
"1277","https://t.me/s/Channel_Trump",43894,"Total Views",218
"1278","https://t.me/s/Channel_Trump",43894,"Mean Views",43.6
"1279","https://t.me/s/Channel_Trump",43894,"Total Forwards",0
"1280","https://t.me/s/Channel_Trump",43894,"Mean Fowards",0
"1281","https://t.me/s/CheckMateNews",98127,"Total Views",482945
"1282","https://t.me/s/CheckMateNews",98127,"Mean Views",16653.275862069
"1283","https://t.me/s/CheckMateNews",98127,"Total Forwards",10870
"1284","https://t.me/s/CheckMateNews",98127,"Mean Fowards",374.827586206897
"1285","https://t.me/s/CherokeeOwl",18572,"Total Views",9116
"1286","https://t.me/s/CherokeeOwl",18572,"Mean Views",911.6
"1287","https://t.me/s/CherokeeOwl",18572,"Total Forwards",120
"1288","https://t.me/s/CherokeeOwl",18572,"Mean Fowards",12
"1289","https://t.me/s/ChristianPatriotNews",77349,"Total Views",31716
"1290","https://t.me/s/ChristianPatriotNews",77349,"Mean Views",15858
"1291","https://t.me/s/ChristianPatriotNews",77349,"Total Forwards",836
"1292","https://t.me/s/ChristianPatriotNews",77349,"Mean Fowards",418
"1293","https://t.me/s/Classified_Archives",736,"Total Views",717
"1294","https://t.me/s/Classified_Archives",736,"Mean Views",89.625
"1295","https://t.me/s/Classified_Archives",736,"Total Forwards",9
"1296","https://t.me/s/Classified_Archives",736,"Mean Fowards",1.125
"1297","https://t.me/s/CognitiveCarbonPublic",17272,"Total Views",6848
"1298","https://t.me/s/CognitiveCarbonPublic",17272,"Mean Views",6848
"1299","https://t.me/s/CognitiveCarbonPublic",17272,"Total Forwards",70
"1300","https://t.me/s/CognitiveCarbonPublic",17272,"Mean Fowards",70
"1301","https://t.me/s/CompactMagazin",59660,"Total Views",182118
"1302","https://t.me/s/CompactMagazin",59660,"Mean Views",16556.1818181818
"1303","https://t.me/s/CompactMagazin",59660,"Total Forwards",1487
"1304","https://t.me/s/CompactMagazin",59660,"Mean Fowards",135.181818181818
"1305","https://t.me/s/ConcienciaGalactica",8070,"Total Views",2176
"1306","https://t.me/s/ConcienciaGalactica",8070,"Mean Views",2176
"1307","https://t.me/s/ConcienciaGalactica",8070,"Total Forwards",137
"1308","https://t.me/s/ConcienciaGalactica",8070,"Mean Fowards",137
"1309","https://t.me/s/ConnectivEvents",14061,"Total Views",23414
"1310","https://t.me/s/ConnectivEvents",14061,"Mean Views",23414
"1311","https://t.me/s/ConnectivEvents",14061,"Total Forwards",191
"1312","https://t.me/s/ConnectivEvents",14061,"Mean Fowards",191
"1313","https://t.me/s/CoronaTransition",16777,"Total Views",17590
"1314","https://t.me/s/CoronaTransition",16777,"Mean Views",3518
"1315","https://t.me/s/CoronaTransition",16777,"Total Forwards",113
"1316","https://t.me/s/CoronaTransition",16777,"Mean Fowards",22.6
"1317","https://t.me/s/Corona_Fakten",90094,"Total Views",8380
"1318","https://t.me/s/Corona_Fakten",90094,"Mean Views",8380
"1319","https://t.me/s/Corona_Fakten",90094,"Total Forwards",142
"1320","https://t.me/s/Corona_Fakten",90094,"Mean Fowards",142
"1321","https://t.me/s/Corona_Reset",11817,"Total Views",57533
"1322","https://t.me/s/Corona_Reset",11817,"Mean Views",991.948275862069
"1323","https://t.me/s/Corona_Reset",11817,"Total Forwards",737
"1324","https://t.me/s/Corona_Reset",11817,"Mean Fowards",12.7068965517241
"1325","https://t.me/s/CoronialisierterWahnsinn",645,"Total Views",5403
"1326","https://t.me/s/CoronialisierterWahnsinn",645,"Mean Views",112.5625
"1327","https://t.me/s/CoronialisierterWahnsinn",645,"Total Forwards",104
"1328","https://t.me/s/CoronialisierterWahnsinn",645,"Mean Fowards",2.16666666666667
"1329","https://t.me/s/CourantAlternatif",104,"Total Views",35
"1330","https://t.me/s/CourantAlternatif",104,"Mean Views",17.5
"1331","https://t.me/s/CourantAlternatif",104,"Total Forwards",1
"1332","https://t.me/s/CourantAlternatif",104,"Mean Fowards",0.5
"1333","https://t.me/s/CovidRedPills",87699,"Total Views",146195
"1334","https://t.me/s/CovidRedPills",87699,"Mean Views",14619.5
"1335","https://t.me/s/CovidRedPills",87699,"Total Forwards",2756
"1336","https://t.me/s/CovidRedPills",87699,"Mean Fowards",275.6
"1337","https://t.me/s/DDDDoffiziell",34995,"Total Views",347676
"1338","https://t.me/s/DDDDoffiziell",34995,"Mean Views",23178.4
"1339","https://t.me/s/DDDDoffiziell",34995,"Total Forwards",12446
"1340","https://t.me/s/DDDDoffiziell",34995,"Mean Fowards",829.733333333333
"1341","https://t.me/s/DOU_VIENT_LE_VIRUS",202,"Total Views",36
"1342","https://t.me/s/DOU_VIENT_LE_VIRUS",202,"Mean Views",18
"1343","https://t.me/s/DOU_VIENT_LE_VIRUS",202,"Total Forwards",2
"1344","https://t.me/s/DOU_VIENT_LE_VIRUS",202,"Mean Fowards",1
"1345","https://t.me/s/DUMBSandUnderground",164414,"Total Views",38262
"1346","https://t.me/s/DUMBSandUnderground",164414,"Mean Views",38262
"1347","https://t.me/s/DUMBSandUnderground",164414,"Total Forwards",421
"1348","https://t.me/s/DUMBSandUnderground",164414,"Mean Fowards",421
"1349","https://t.me/s/DanaAshlieOfficial",21294,"Total Views",47350
"1350","https://t.me/s/DanaAshlieOfficial",21294,"Mean Views",9470
"1351","https://t.me/s/DanaAshlieOfficial",21294,"Total Forwards",1184
"1352","https://t.me/s/DanaAshlieOfficial",21294,"Mean Fowards",236.8
"1353","https://t.me/s/DanielPrinzOffiziell",42781,"Total Views",418371
"1354","https://t.me/s/DanielPrinzOffiziell",42781,"Mean Views",20918.55
"1355","https://t.me/s/DanielPrinzOffiziell",42781,"Total Forwards",10629
"1356","https://t.me/s/DanielPrinzOffiziell",42781,"Mean Fowards",531.45
"1357","https://t.me/s/DasGrosseErwachen2020",26392,"Total Views",6900
"1358","https://t.me/s/DasGrosseErwachen2020",26392,"Mean Views",6900
"1359","https://t.me/s/DasGrosseErwachen2020",26392,"Total Forwards",37
"1360","https://t.me/s/DasGrosseErwachen2020",26392,"Mean Fowards",37
"1361","https://t.me/s/DasPatriotenNetzwerk_Kanal",6329,"Total Views",3263
"1362","https://t.me/s/DasPatriotenNetzwerk_Kanal",6329,"Mean Views",362.555555555556
"1363","https://t.me/s/DasPatriotenNetzwerk_Kanal",6329,"Total Forwards",49
"1364","https://t.me/s/DasPatriotenNetzwerk_Kanal",6329,"Mean Fowards",5.44444444444444
"1365","https://t.me/s/DeGroteLeugen",44,"Total Views",36
"1366","https://t.me/s/DeGroteLeugen",44,"Mean Views",36
"1367","https://t.me/s/DeGroteLeugen",44,"Total Forwards",1
"1368","https://t.me/s/DeGroteLeugen",44,"Mean Fowards",1
"1369","https://t.me/s/DeceivedSinceTheGarden",771,"Total Views",2344
"1370","https://t.me/s/DeceivedSinceTheGarden",771,"Mean Views",86.8148148148148
"1371","https://t.me/s/DeceivedSinceTheGarden",771,"Total Forwards",68
"1372","https://t.me/s/DeceivedSinceTheGarden",771,"Mean Fowards",2.51851851851852
"1373","https://t.me/s/Demo1mei2022",1145,"Total Views",88239
"1374","https://t.me/s/Demo1mei2022",1145,"Mean Views",14706.5
"1375","https://t.me/s/Demo1mei2022",1145,"Total Forwards",2569
"1376","https://t.me/s/Demo1mei2022",1145,"Mean Fowards",428.166666666667
"1377","https://t.me/s/DemosTv24",8733,"Total Views",6758
"1378","https://t.me/s/DemosTv24",8733,"Mean Views",6758
"1379","https://t.me/s/DemosTv24",8733,"Total Forwards",45
"1380","https://t.me/s/DemosTv24",8733,"Mean Fowards",45
"1381","https://t.me/s/DeportationMassTM",3246,"Total Views",103
"1382","https://t.me/s/DeportationMassTM",3246,"Mean Views",34.3333333333333
"1383","https://t.me/s/DeportationMassTM",3246,"Total Forwards",0
"1384","https://t.me/s/DeportationMassTM",3246,"Mean Fowards",0
"1385","https://t.me/s/Der_Hasskanal",7704,"Total Views",14479
"1386","https://t.me/s/Der_Hasskanal",7704,"Mean Views",4826.33333333333
"1387","https://t.me/s/Der_Hasskanal",7704,"Total Forwards",193
"1388","https://t.me/s/Der_Hasskanal",7704,"Mean Fowards",64.3333333333333
"1389","https://t.me/s/DevinDevasquez",10258,"Total Views",1370
"1390","https://t.me/s/DevinDevasquez",10258,"Mean Views",685
"1391","https://t.me/s/DevinDevasquez",10258,"Total Forwards",48
"1392","https://t.me/s/DevinDevasquez",10258,"Mean Fowards",24
"1393","https://t.me/s/DianaFSpencer",2096,"Total Views",461
"1394","https://t.me/s/DianaFSpencer",2096,"Mean Views",153.666666666667
"1395","https://t.me/s/DianaFSpencer",2096,"Total Forwards",5
"1396","https://t.me/s/DianaFSpencer",2096,"Mean Fowards",1.66666666666667
"1397","https://t.me/s/DieAndereWahrheit",3416,"Total Views",30149
"1398","https://t.me/s/DieAndereWahrheit",3416,"Mean Views",381.632911392405
"1399","https://t.me/s/DieAndereWahrheit",3416,"Total Forwards",842
"1400","https://t.me/s/DieAndereWahrheit",3416,"Mean Fowards",10.6582278481013
"1401","https://t.me/s/DieFrontNews",15931,"Total Views",45515
"1402","https://t.me/s/DieFrontNews",15931,"Mean Views",2275.75
"1403","https://t.me/s/DieFrontNews",15931,"Total Forwards",936
"1404","https://t.me/s/DieFrontNews",15931,"Mean Fowards",46.8
"1405","https://t.me/s/DieHelfendeHand/",1953,"Total Views",173
"1406","https://t.me/s/DieHelfendeHand/",1953,"Mean Views",173
"1407","https://t.me/s/DieHelfendeHand/",1953,"Total Forwards",0
"1408","https://t.me/s/DieHelfendeHand/",1953,"Mean Fowards",0
"1409","https://t.me/s/DieStundeDerWahrheit",1101,"Total Views",3259
"1410","https://t.me/s/DieStundeDerWahrheit",1101,"Mean Views",135.791666666667
"1411","https://t.me/s/DieStundeDerWahrheit",1101,"Total Forwards",104
"1412","https://t.me/s/DieStundeDerWahrheit",1101,"Mean Fowards",4.33333333333333
"1413","https://t.me/s/DieWahrheitundnurdieWahrheit",11960,"Total Views",12399
"1414","https://t.me/s/DieWahrheitundnurdieWahrheit",11960,"Mean Views",1127.18181818182
"1415","https://t.me/s/DieWahrheitundnurdieWahrheit",11960,"Total Forwards",277
"1416","https://t.me/s/DieWahrheitundnurdieWahrheit",11960,"Mean Fowards",25.1818181818182
"1417","https://t.me/s/DigitalExodus",1495,"Total Views",135
"1418","https://t.me/s/DigitalExodus",1495,"Mean Views",45
"1419","https://t.me/s/DigitalExodus",1495,"Total Forwards",1
"1420","https://t.me/s/DigitalExodus",1495,"Mean Fowards",0.333333333333333
"1421","https://t.me/s/DigitalNukes",30231,"Total Views",48878
"1422","https://t.me/s/DigitalNukes",30231,"Mean Views",48878
"1423","https://t.me/s/DigitalNukes",30231,"Total Forwards",755
"1424","https://t.me/s/DigitalNukes",30231,"Mean Fowards",755
"1425","https://t.me/s/DigitalSoldiers1",13622,"Total Views",9208
"1426","https://t.me/s/DigitalSoldiers1",13622,"Mean Views",4604
"1427","https://t.me/s/DigitalSoldiers1",13622,"Total Forwards",98
"1428","https://t.me/s/DigitalSoldiers1",13622,"Mean Fowards",49
"1429","https://t.me/s/DignidadParaTo2",11723,"Total Views",57981
"1430","https://t.me/s/DignidadParaTo2",11723,"Mean Views",19327
"1431","https://t.me/s/DignidadParaTo2",11723,"Total Forwards",621
"1432","https://t.me/s/DignidadParaTo2",11723,"Mean Fowards",207
"1433","https://t.me/s/DivulgationOfficiel",15658,"Total Views",10620
"1434","https://t.me/s/DivulgationOfficiel",15658,"Mean Views",3540
"1435","https://t.me/s/DivulgationOfficiel",15658,"Total Forwards",231
"1436","https://t.me/s/DivulgationOfficiel",15658,"Mean Fowards",77
"1437","https://t.me/s/DoQusThreads",61071,"Total Views",34987
"1438","https://t.me/s/DoQusThreads",61071,"Mean Views",34987
"1439","https://t.me/s/DoQusThreads",61071,"Total Forwards",2332
"1440","https://t.me/s/DoQusThreads",61071,"Mean Fowards",2332
"1441","https://t.me/s/DoctorQsBoomBox",13372,"Total Views",18285
"1442","https://t.me/s/DoctorQsBoomBox",13372,"Mean Views",831.136363636364
"1443","https://t.me/s/DoctorQsBoomBox",13372,"Total Forwards",410
"1444","https://t.me/s/DoctorQsBoomBox",13372,"Mean Fowards",18.6363636363636
"1445","https://t.me/s/DonTullioRotondo1",655,"Total Views",161
"1446","https://t.me/s/DonTullioRotondo1",655,"Mean Views",80.5
"1447","https://t.me/s/DonTullioRotondo1",655,"Total Forwards",3
"1448","https://t.me/s/DonTullioRotondo1",655,"Mean Fowards",1.5
"1449","https://t.me/s/DrJaneRuby",100409,"Total Views",27438
"1450","https://t.me/s/DrJaneRuby",100409,"Mean Views",6859.5
"1451","https://t.me/s/DrJaneRuby",100409,"Total Forwards",289
"1452","https://t.me/s/DrJaneRuby",100409,"Mean Fowards",72.25
"1453","https://t.me/s/DrMontagnier",7840,"Total Views",221
"1454","https://t.me/s/DrMontagnier",7840,"Mean Views",221
"1455","https://t.me/s/DrMontagnier",7840,"Total Forwards",1
"1456","https://t.me/s/DrMontagnier",7840,"Mean Fowards",1
"1457","https://t.me/s/Dr_Seuch",921,"Total Views",40899
"1458","https://t.me/s/Dr_Seuch",921,"Mean Views",13633
"1459","https://t.me/s/Dr_Seuch",921,"Total Forwards",109
"1460","https://t.me/s/Dr_Seuch",921,"Mean Fowards",36.3333333333333
"1461","https://t.me/s/Durchschauen",4985,"Total Views",11477
"1462","https://t.me/s/Durchschauen",4985,"Mean Views",1912.83333333333
"1463","https://t.me/s/Durchschauen",4985,"Total Forwards",233
"1464","https://t.me/s/Durchschauen",4985,"Mean Fowards",38.8333333333333
"1465","https://t.me/s/EARTH20GENESIS",22030,"Total Views",58427
"1466","https://t.me/s/EARTH20GENESIS",22030,"Mean Views",1007.36206896552
"1467","https://t.me/s/EARTH20GENESIS",22030,"Total Forwards",1221
"1468","https://t.me/s/EARTH20GENESIS",22030,"Mean Fowards",21.051724137931
"1469","https://t.me/s/EEResistance",87,"Total Views",111
"1470","https://t.me/s/EEResistance",87,"Mean Views",6.52941176470588
"1471","https://t.me/s/EEResistance",87,"Total Forwards",3
"1472","https://t.me/s/EEResistance",87,"Mean Fowards",0.176470588235294
"1473","https://t.me/s/ESistVOLLBRACHT",1319,"Total Views",721
"1474","https://t.me/s/ESistVOLLBRACHT",1319,"Mean Views",360.5
"1475","https://t.me/s/ESistVOLLBRACHT",1319,"Total Forwards",33
"1476","https://t.me/s/ESistVOLLBRACHT",1319,"Mean Fowards",16.5
"1477","https://t.me/s/EarthlingCarl",2436,"Total Views",2618
"1478","https://t.me/s/EarthlingCarl",2436,"Mean Views",654.5
"1479","https://t.me/s/EarthlingCarl",2436,"Total Forwards",26
"1480","https://t.me/s/EarthlingCarl",2436,"Mean Fowards",6.5
"1481","https://t.me/s/EinigkeitRechtFreiheit",1873,"Total Views",81175
"1482","https://t.me/s/EinigkeitRechtFreiheit",1873,"Mean Views",1932.7380952381
"1483","https://t.me/s/EinigkeitRechtFreiheit",1873,"Total Forwards",1999
"1484","https://t.me/s/EinigkeitRechtFreiheit",1873,"Mean Fowards",47.5952380952381
"1485","https://t.me/s/EinladungzumKanal",8945,"Total Views",5281
"1486","https://t.me/s/EinladungzumKanal",8945,"Mean Views",2640.5
"1487","https://t.me/s/EinladungzumKanal",8945,"Total Forwards",54
"1488","https://t.me/s/EinladungzumKanal",8945,"Mean Fowards",27
"1489","https://t.me/s/EndundNeuzeitreport",1934,"Total Views",10464
"1490","https://t.me/s/EndundNeuzeitreport",1934,"Mean Views",3488
"1491","https://t.me/s/EndundNeuzeitreport",1934,"Total Forwards",138
"1492","https://t.me/s/EndundNeuzeitreport",1934,"Mean Fowards",46
"1493","https://t.me/s/EnzoPennetta_CS",2777,"Total Views",4405
"1494","https://t.me/s/EnzoPennetta_CS",2777,"Mean Views",2202.5
"1495","https://t.me/s/EnzoPennetta_CS",2777,"Total Forwards",69
"1496","https://t.me/s/EnzoPennetta_CS",2777,"Mean Fowards",34.5
"1497","https://t.me/s/EpochTimesDeutschland",3326,"Total Views",322
"1498","https://t.me/s/EpochTimesDeutschland",3326,"Mean Views",161
"1499","https://t.me/s/EpochTimesDeutschland",3326,"Total Forwards",5
"1500","https://t.me/s/EpochTimesDeutschland",3326,"Mean Fowards",2.5
"1501","https://t.me/s/Ernergieistalles",1287,"Total Views",6036
"1502","https://t.me/s/Ernergieistalles",1287,"Mean Views",158.842105263158
"1503","https://t.me/s/Ernergieistalles",1287,"Total Forwards",100
"1504","https://t.me/s/Ernergieistalles",1287,"Mean Fowards",2.63157894736842
"1505","https://t.me/s/EssentialOrganics",20072,"Total Views",108959
"1506","https://t.me/s/EssentialOrganics",20072,"Mean Views",3514.8064516129
"1507","https://t.me/s/EssentialOrganics",20072,"Total Forwards",3718
"1508","https://t.me/s/EssentialOrganics",20072,"Mean Fowards",119.935483870968
"1509","https://t.me/s/EstherSpeaksTruth",17546,"Total Views",14872
"1510","https://t.me/s/EstherSpeaksTruth",17546,"Mean Views",1859
"1511","https://t.me/s/EstherSpeaksTruth",17546,"Total Forwards",248
"1512","https://t.me/s/EstherSpeaksTruth",17546,"Mean Fowards",31
"1513","https://t.me/s/EthicalMinds",245,"Total Views",650
"1514","https://t.me/s/EthicalMinds",245,"Mean Views",18.5714285714286
"1515","https://t.me/s/EthicalMinds",245,"Total Forwards",20
"1516","https://t.me/s/EthicalMinds",245,"Mean Fowards",0.571428571428571
"1517","https://t.me/s/EvaHermanOffiziell",201019,"Total Views",5608142
"1518","https://t.me/s/EvaHermanOffiziell",201019,"Mean Views",45226.9516129032
"1519","https://t.me/s/EvaHermanOffiziell",201019,"Total Forwards",117741
"1520","https://t.me/s/EvaHermanOffiziell",201019,"Mean Fowards",949.524193548387
"1521","https://t.me/s/Experte_0815",11049,"Total Views",10143
"1522","https://t.me/s/Experte_0815",11049,"Mean Views",5071.5
"1523","https://t.me/s/Experte_0815",11049,"Total Forwards",73
"1524","https://t.me/s/Experte_0815",11049,"Mean Fowards",36.5
"1525","https://t.me/s/ExpressZeitung",44250,"Total Views",318641
"1526","https://t.me/s/ExpressZeitung",44250,"Mean Views",16770.5789473684
"1527","https://t.me/s/ExpressZeitung",44250,"Total Forwards",3943
"1528","https://t.me/s/ExpressZeitung",44250,"Mean Fowards",207.526315789474
"1529","https://t.me/s/Ezra_Cohen",34360,"Total Views",60497
"1530","https://t.me/s/Ezra_Cohen",34360,"Mean Views",20165.6666666667
"1531","https://t.me/s/Ezra_Cohen",34360,"Total Forwards",1345
"1532","https://t.me/s/Ezra_Cohen",34360,"Mean Fowards",448.333333333333
"1533","https://t.me/s/FCB_D3CODE",6798,"Total Views",105375
"1534","https://t.me/s/FCB_D3CODE",6798,"Mean Views",6585.9375
"1535","https://t.me/s/FCB_D3CODE",6798,"Total Forwards",1847
"1536","https://t.me/s/FCB_D3CODE",6798,"Mean Fowards",115.4375
"1537","https://t.me/s/FFANZW",9900,"Total Views",9585
"1538","https://t.me/s/FFANZW",9900,"Mean Views",737.307692307692
"1539","https://t.me/s/FFANZW",9900,"Total Forwards",130
"1540","https://t.me/s/FFANZW",9900,"Mean Fowards",10
"1541","https://t.me/s/FFTfreigeist",3552,"Total Views",38700
"1542","https://t.me/s/FFTfreigeist",3552,"Mean Views",1612.5
"1543","https://t.me/s/FFTfreigeist",3552,"Total Forwards",399
"1544","https://t.me/s/FFTfreigeist",3552,"Mean Fowards",16.625
"1545","https://t.me/s/FGNews07",23225,"Total Views",107878
"1546","https://t.me/s/FGNews07",23225,"Mean Views",5993.22222222222
"1547","https://t.me/s/FGNews07",23225,"Total Forwards",1355
"1548","https://t.me/s/FGNews07",23225,"Mean Fowards",75.2777777777778
"1549","https://t.me/s/FKMAGNVS",1017,"Total Views",6208
"1550","https://t.me/s/FKMAGNVS",1017,"Mean Views",2069.33333333333
"1551","https://t.me/s/FKMAGNVS",1017,"Total Forwards",112
"1552","https://t.me/s/FKMAGNVS",1017,"Mean Fowards",37.3333333333333
"1553","https://t.me/s/FaschismusfreiesDeutschland",1791,"Total Views",4048
"1554","https://t.me/s/FaschismusfreiesDeutschland",1791,"Mean Views",253
"1555","https://t.me/s/FaschismusfreiesDeutschland",1791,"Total Forwards",135
"1556","https://t.me/s/FaschismusfreiesDeutschland",1791,"Mean Fowards",8.4375
"1557","https://t.me/s/FionaRoseDiamond",11276,"Total Views",19825
"1558","https://t.me/s/FionaRoseDiamond",11276,"Mean Views",762.5
"1559","https://t.me/s/FionaRoseDiamond",11276,"Total Forwards",407
"1560","https://t.me/s/FionaRoseDiamond",11276,"Mean Fowards",15.6538461538462
"1561","https://t.me/s/FlutOffeneFragen",5108,"Total Views",49457
"1562","https://t.me/s/FlutOffeneFragen",5108,"Mean Views",2472.85
"1563","https://t.me/s/FlutOffeneFragen",5108,"Total Forwards",662
"1564","https://t.me/s/FlutOffeneFragen",5108,"Mean Fowards",33.1
"1565","https://t.me/s/Folgedemplan",17626,"Total Views",45312
"1566","https://t.me/s/Folgedemplan",17626,"Mean Views",1461.67741935484
"1567","https://t.me/s/Folgedemplan",17626,"Total Forwards",944
"1568","https://t.me/s/Folgedemplan",17626,"Mean Fowards",30.4516129032258
"1569","https://t.me/s/FountainOfTruthMedia",17633,"Total Views",154
"1570","https://t.me/s/FountainOfTruthMedia",17633,"Mean Views",154
"1571","https://t.me/s/FountainOfTruthMedia",17633,"Total Forwards",2
"1572","https://t.me/s/FountainOfTruthMedia",17633,"Mean Fowards",2
"1573","https://t.me/s/Fourdirections3132",7683,"Total Views",3534
"1574","https://t.me/s/Fourdirections3132",7683,"Mean Views",321.272727272727
"1575","https://t.me/s/Fourdirections3132",7683,"Total Forwards",37
"1576","https://t.me/s/Fourdirections3132",7683,"Mean Fowards",3.36363636363636
"1577","https://t.me/s/FrMaWa",36471,"Total Views",223476
"1578","https://t.me/s/FrMaWa",36471,"Mean Views",6983.625
"1579","https://t.me/s/FrMaWa",36471,"Total Forwards",4796
"1580","https://t.me/s/FrMaWa",36471,"Mean Fowards",149.875
"1581","https://t.me/s/FreedomEuro",23428,"Total Views",90731
"1582","https://t.me/s/FreedomEuro",23428,"Mean Views",90731
"1583","https://t.me/s/FreedomEuro",23428,"Total Forwards",1064
"1584","https://t.me/s/FreedomEuro",23428,"Mean Fowards",1064
"1585","https://t.me/s/Freedom_Warriors",27670,"Total Views",368270
"1586","https://t.me/s/Freedom_Warriors",27670,"Mean Views",3441.77570093458
"1587","https://t.me/s/Freedom_Warriors",27670,"Total Forwards",7572
"1588","https://t.me/s/Freedom_Warriors",27670,"Mean Fowards",70.7663551401869
"1589","https://t.me/s/FreieMedienTV",177061,"Total Views",1018211
"1590","https://t.me/s/FreieMedienTV",177061,"Mean Views",44270.0434782609
"1591","https://t.me/s/FreieMedienTV",177061,"Total Forwards",20486
"1592","https://t.me/s/FreieMedienTV",177061,"Mean Fowards",890.695652173913
"1593","https://t.me/s/FreiheitDerGedanken",75469,"Total Views",423987
"1594","https://t.me/s/FreiheitDerGedanken",75469,"Mean Views",14132.9
"1595","https://t.me/s/FreiheitDerGedanken",75469,"Total Forwards",9208
"1596","https://t.me/s/FreiheitDerGedanken",75469,"Mean Fowards",306.933333333333
"1597","https://t.me/s/Freiheit_2022QMenschQ",5563,"Total Views",488
"1598","https://t.me/s/Freiheit_2022QMenschQ",5563,"Mean Views",488
"1599","https://t.me/s/Freiheit_2022QMenschQ",5563,"Total Forwards",11
"1600","https://t.me/s/Freiheit_2022QMenschQ",5563,"Mean Fowards",11
"1601","https://t.me/s/FrenchWhistleblowers",7864,"Total Views",130387
"1602","https://t.me/s/FrenchWhistleblowers",7864,"Mean Views",4206.03225806452
"1603","https://t.me/s/FrenchWhistleblowers",7864,"Total Forwards",2867
"1604","https://t.me/s/FrenchWhistleblowers",7864,"Mean Fowards",92.4838709677419
"1605","https://t.me/s/Frequency_of_Love_channel",2668,"Total Views",7225
"1606","https://t.me/s/Frequency_of_Love_channel",2668,"Mean Views",425
