"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"568","nieuw","voedingsstijl",2,NA,NA,NA,2
"569","nieuw","voedingshypen",2,NA,NA,NA,2
"570","opmerking","‼️",2,NA,NA,NA,2
"571","‼️","[https://t.me/ditishetnieuws](https://t.me/ditishetnieuws",2,NA,NA,NA,2
"572","Europees","Unie",2,NA,NA,NA,2
"573","bekend","allergie",2,NA,NA,NA,2
"574","algemeen","bekend",2,NA,NA,NA,2
"575","industriel","foodhub",2,NA,NA,NA,2
"576","migratory","locust",2,NA,NA,NA,2
"577","wetenschappelijk","bewijs",2,NA,NA,NA,2
"578","wetenschappelijk","gegeven",2,NA,NA,NA,2
"579","dierlijk","voedsel",2,NA,NA,NA,2
"580","heel","anders",2,NA,NA,NA,2
"581","ander","voedingsmiddel",2,NA,NA,NA,2
"582","kritisch","denker",2,NA,NA,NA,2
"583","groot","vraag",2,NA,NA,NA,2
"584","ander","leven",2,NA,NA,NA,2
"585","eigen","volk",2,NA,NA,NA,2
"586","één","aarzeling",2,NA,NA,NA,2
"587","onbekend","voedsel",2,NA,NA,NA,2
"588","nieuw","eetervaring",2,NA,NA,NA,2
"589","duurzaam","voeding",2,NA,NA,NA,2
"590","onbevangen","kind",2,NA,NA,NA,2
"591","lespakket","beschikbaar",2,NA,NA,NA,2
"592","insect","boerderij",2,NA,NA,NA,2
"593","proteïne","maaltij",2,NA,NA,NA,2
"594","cellulair","voedsel",2,NA,NA,NA,2
"595","biotech","bedrijf",2,NA,NA,NA,2
"596","divers","artikel",2,NA,NA,NA,2
"597","geheim","agenda",2,NA,NA,NA,2
"598","belangrijk","zaak",2,NA,NA,NA,2
"599","termijn","dingen",2,NA,NA,NA,2
"600","groot","reset",2,NA,NA,NA,2
"601","objectief","media",2,NA,NA,NA,2
"602","nieuw","hard",2,NA,NA,NA,2
"603","hard","vaardigheid",2,NA,NA,NA,2
"604","robuust","auto",2,NA,NA,NA,2
"605","lokaal","product",2,NA,NA,NA,2
"606","leven","wezen",2,NA,NA,NA,2
"607","belangrijk","onderdeel",2,NA,NA,NA,2
"608","miljard","mens",2,NA,NA,NA,2
"609","alternatief","eiwit",2,NA,NA,NA,2
"610","belangrijk","bron",2,NA,NA,NA,2
"611","normaal","nederlander",2,NA,NA,NA,2
"612","coordineren","belazerderij",2,NA,NA,NA,2
"613","boel,op","slot",2,NA,NA,NA,2
"614","smoesjesd","nek",2,NA,NA,NA,2
"615","flagrant","leugen",2,NA,NA,NA,2
"616","rood","lijn",2,NA,NA,NA,2
"617","vreselijk","corona",2,NA,NA,NA,2
"618","corona","injectie",2,NA,NA,NA,2
"619","aap","pokken",2,NA,NA,NA,2
"620","coordineren","aanval",2,NA,NA,NA,2
"621","echt","voedsel",2,NA,NA,NA,2
"622","toekomstig","genetisch",2,NA,NA,NA,2
"623","student","wakker",2,NA,NA,NA,2
"624","efficiënt","alternatief",2,NA,NA,NA,2
"625","middel","nodig",2,NA,NA,NA,2
"626","land","nodig",2,NA,NA,NA,2
"627","vorig","post",2,NA,NA,NA,2
"628","globalistisch","organisatie",2,NA,NA,NA,2
"629","digitaal","documentatie",2,NA,NA,NA,2
"630","hart","infarct",2,NA,NA,NA,2
"631","gezond","voedsel",2,NA,NA,NA,2
"632","lekker","stuk",2,NA,NA,NA,2
"633","volkomen","ongeschikt",2,NA,NA,NA,2
"634","dierlijk","product",2,NA,NA,NA,2
"635","Nederlands","overheid",2,NA,NA,NA,2
"636","mens","echt",2,NA,NA,NA,2
"637","printen","vlees",2,NA,NA,NA,2
"638","insect","gewoon",2,NA,NA,NA,2
"639","militair","basis",2,NA,NA,NA,2
"640","Northern","eiland",2,NA,NA,NA,2
"641","geheim","militair",2,NA,NA,NA,2
"642","demonstratie","plaats",1,1,NA,NA,NA
"643","minute","City’",1,1,NA,NA,NA
"644","pathologisch","leugenaar",1,1,NA,NA,NA
"645","Kartelleid","knikken",1,1,NA,NA,NA
"646","hand","kapot",1,1,NA,NA,NA
"647","cyber","attack",1,1,NA,NA,NA
"648","tristate","pushen",1,1,NA,NA,NA
"649","geliefd","stad",1,1,NA,NA,NA
"650","duidelijk","info",1,1,NA,NA,NA
"651","slim","idee",1,1,NA,NA,NA
"652","klein","stapje",1,1,NA,NA,NA
"653","extreem","maatregel",1,1,NA,NA,NA
"654","modern","nemen",1,1,NA,NA,NA
"655","jarig","meisje",1,1,NA,NA,NA
"656","paar","minuut",1,1,NA,NA,NA
"657","1","kamer",1,1,NA,NA,NA
"658","prikken","IQ",1,1,NA,NA,NA
"659","wagenpark","electrisch",1,1,NA,NA,NA
"660","goed","communistisch",1,1,NA,NA,NA
"661","communistisch","voorbeeld",1,1,NA,NA,NA
"662","failed","conceppen",1,1,NA,NA,NA
"663","failed","experiment",1,1,NA,NA,NA
"664","stad","cq",1,1,NA,NA,NA
"665","cq","gevangenis",1,1,NA,NA,NA
"666","stichts","vrij",1,1,NA,NA,NA
"667","vrij","school",1,1,NA,NA,NA
"668","uur","zië",1,1,NA,NA,NA
"669","Tristate","city",1,1,NA,NA,NA
"670","Kwaadaardig","elite",1,1,NA,NA,NA
"671","pro","vaccinatie",1,1,NA,NA,NA
"672","pro","draq",1,1,NA,NA,NA
"673","veilig","idioot",1,1,NA,NA,NA
"674","kwaadaardig","elite",1,1,NA,NA,NA
"675","ander","tabel",1,1,NA,NA,NA
"676","@broederbobben","Vertrouw",1,1,NA,NA,NA
"677","wake-up","call",1,1,NA,NA,NA
"678","heel","COVID-gekte",1,1,NA,NA,NA
"679","vrij","individuen",1,1,NA,NA,NA
"680","democratisch","samenleving",1,1,NA,NA,NA
"681","zogenaamd","15-minuut",1,1,NA,NA,NA
"682","ok","controle",1,1,NA,NA,NA
"683","erg","wreedheid",1,1,NA,NA,NA
"684","volledig","verarming",1,1,NA,NA,NA
"685","EU-wetgever","EU-parlementariër",1,1,NA,NA,NA
"686","nieuw","woonmodel",1,1,NA,NA,NA
"687","dergelijke","stad",1,1,NA,NA,NA
"688","streng","overheidscontrole",1,1,NA,NA,NA
"689","direct","omgeving",1,1,NA,NA,NA
"690","ander","winkel",1,1,NA,NA,NA
"691","https://bit.ly/40WKXtr","@broederbob",1,1,NA,NA,NA
"692","scherp","mens",1,1,NA,NA,NA
"693","mens","AIVD",1,1,NA,NA,NA
"694","machtig","elite",1,1,NA,NA,NA
"695","ernstig","dreiging",1,1,NA,NA,NA
"696","land","hetzelfde",1,1,NA,NA,NA
"697","privé","boerderij",1,1,NA,1,NA
"698","citie",".🗣️",1,1,NA,NA,NA
"699","compleet","verarming",1,1,NA,NA,NA
"700","t.me/hetkantelpunen","🇪🇺❤️",1,1,NA,NA,NA
"701","digitaal","tirannie",1,1,1,NA,NA
"702","digitaal","groencertificaat",1,1,1,NA,NA
"703","groot","fout",1,1,1,NA,NA
"704","volledig","video",1,1,1,NA,NA
"705","⬇️⬇️⬇️","https://www.theepochtimes.com/christine-anderson-from-15-minute-cities-to-climate-lockdowns-the-onslaught-of-digital-tyranny_5214622.html",1,1,1,NA,NA
"706","bevolking","wakker",1,1,NA,NA,NA
"707","goddeloos","dwas",1,1,NA,NA,NA
"708","elektrisch","voertuig",1,1,NA,NA,NA
"709","digitaal","controleraster",1,1,NA,NA,NA
"710","typisch","smartphone",1,1,NA,NA,NA
"711","goed","programmeerbaar",1,1,NA,NA,NA
"712","soort","futuristisch",1,1,NA,NA,NA
"713","futuristisch","stad",1,1,NA,NA,NA
"714","utopisch","paradijs",1,1,NA,NA,NA
"715","groot","koolstofvrij",1,1,NA,NA,NA
"716","koolstofvrij","systeem",1,1,NA,NA,NA
"717","water","omzetten",1,1,NA,NA,NA
"718","één","bewoner",1,1,NA,NA,NA
"719","kunstmatig","skigebied",1,1,NA,NA,NA
"720","verticaal","stad",1,1,NA,NA,NA
"721","toekomstig","bewoner",1,1,NA,NA,NA
"722","Saoedisch","stad",1,1,NA,NA,NA
"723","kilometer","naïef",1,1,NA,NA,NA
"724","https://t.me/ScarletFranciniItaly","heel",1,1,NA,NA,NA
"725","economisch","belang",1,1,NA,NA,NA
"726","afval","verwerking",1,1,NA,NA,NA
"727","heel","groot",1,1,NA,NA,NA
"728","groot","business",1,1,NA,NA,NA
"729","Corrupt","hufter",1,1,NA,NA,NA
"730","nieuw","peilingvraag",1,1,NA,NA,NA
"731","laat","artikel",1,1,NA,NA,NA
"732","gevangenis","stijden",1,1,NA,NA,NA
"733","goed","lezer",1,1,NA,NA,NA
"734","heel","systeem",1,1,NA,NA,NA
"735","hoog","koers",1,1,NA,NA,NA
"736","heel","wereldeconomie",1,1,NA,NA,NA
"737","rekening","nummer",1,1,NA,NA,NA
"738","nummer","deel",1,1,NA,NA,NA
"739","corrupt","politiek",1,1,NA,NA,NA
"740","controle","freaks",1,1,NA,NA,NA
"741","eigen","identiteit",1,1,NA,NA,NA
"742","witwas","organisatie",1,1,NA,NA,NA
"743","zwak","schakelen",1,1,NA,NA,NA
"744","politie","bedrijf",1,1,NA,NA,NA
"745","Duits","politie",1,1,NA,NA,NA
"746","Nederlands","staat",1,1,NA,NA,NA
"747","Duits","bevelen",1,1,NA,NA,NA
"748","staat","document",1,1,NA,NA,NA
"749","spannend","tijd",1,1,NA,NA,NA
"750","beroeps","parasiet",1,1,NA,NA,NA
"751","oranje","lint",1,1,NA,NA,NA
"752","overig","WEF",1,1,NA,NA,NA
"753","eigen","zekerheid",1,1,NA,NA,NA
"754","klein","stuk",1,1,NA,NA,NA
"755","stuk","aarde",1,1,NA,NA,NA
"756","in.de","gaten",1,1,NA,NA,NA
"757","stuk","stad",1,1,NA,NA,NA
"758","🟢","duidelijk",1,1,NA,NA,NA
"759","banaan","republiek",1,1,NA,NA,NA
"760","voorlopig","dicht",1,1,NA,NA,NA
"761","ontoereikend","antwoord",1,1,NA,NA,NA
"762","inhoudsloze","statement",1,1,NA,NA,NA
"763","15-minuut","citie",1,1,NA,NA,NA
"764","vrijheid","kwijt",1,1,NA,NA,NA
"765","volledig","controle",1,1,NA,NA,NA
"766","‘vecht","ervoor’",1,1,NA,NA,NA
"767","minuut","stid",1,1,NA,NA,NA
"768","stid","snel",1,1,NA,NA,NA
"769","jaar","wakker",1,1,NA,NA,NA
"770","alleenstaand","vrouw",1,1,NA,NA,NA
"771","super","wakker",1,1,NA,NA,NA
"772","heel","wok",1,1,NA,NA,NA
"773","wok","cultuur",1,1,NA,NA,NA
"774","heel","gezin",1,1,NA,NA,NA
"775","heel","familie",1,1,NA,NA,NA
"776","materialistisch","Westers",1,1,NA,NA,NA
"777","minuut","steden",1,1,NA,NA,NA
"778","off","grid",1,1,NA,NA,NA
"779","huidig","partner",1,1,NA,NA,NA
"780","gewoon","normaal",1,1,NA,NA,NA
"781","productie","fabrieken",1,1,NA,NA,NA
"782","eindeloze","Booster",1,1,NA,NA,NA
"783","minute","cities”",1,1,NA,NA,NA
"784","digitaal","huisvesting",1,1,NA,NA,NA
"785","digitaal","gezichtsherkenningsplatform",1,1,NA,NA,NA
"786","Nederlands","architect",1,1,NA,NA,NA
"787","architect","⬇️⬇️⬇️",1,1,NA,NA,NA
"788","https://t.me/ScarletFranciniItaly","letterlijk",1,1,NA,NA,NA
"789","chemisch","oorlogsvoering",1,1,NA,NA,NA
"790","minute","cities’",1,1,NA,NA,NA
"791","waarlijk","duivel",1,1,NA,NA,NA
"792","15-minuut","stid",1,1,NA,NA,NA
"793","pak","slaag",1,1,NA,NA,NA
"794","minimaal","emissienorm",1,1,NA,1,NA
"795","groot","bereik",1,1,NA,NA,NA
"796","bereik","🥰",1,1,NA,NA,NA
"797","goed","was⚠️",1,1,NA,NA,NA
"798","jaar","ellende",1,1,NA,NA,NA
"799","complot","in🤹‍♂️",1,1,NA,NA,NA
"800","digitaal","bankmunt",1,1,NA,NA,NA
"801","betaalbaar","schoon",1,1,NA,NA,NA
"802","schoon","wereld",1,1,NA,NA,NA
"803","klein","afstand",1,1,NA,NA,NA
"804","minuut","tijdwinst",1,1,NA,NA,NA
"805","kind","groot",1,1,NA,NA,NA
"806","fossiel","energie",1,1,NA,NA,NA
"807","kreng","draaibaar",1,1,NA,NA,NA
"808","ivm","stikstof",1,1,NA,NA,NA
"809","duizelingwekken","snelheid",1,1,NA,NA,NA
"810","sociaal","basisinkoom",1,1,NA,NA,NA
"811","echt","revolutie",1,1,NA,NA,NA
"812","draadloos","haak",1,1,NA,NA,NA
"813","haak","slijper",1,1,NA,NA,NA
"814","digitaal","toegangspoor",1,1,NA,NA,NA
"815","hoog","ijzeren",1,1,NA,NA,NA
"816","prikkeldraad","mens",1,1,NA,NA,NA
"817","ander","gebied",1,1,NA,NA,NA
"818","groot","leugen",1,1,NA,NA,NA
"819","big","data",1,1,NA,NA,NA
"820","bevolking","goed",1,1,NA,NA,NA
"821","https://t.me/LionsNew","Katie",1,1,NA,NA,NA
"822","groen","digitaal",1,1,NA,NA,NA
"823","digitaal","totalitair",1,1,NA,NA,NA
"824","totalitair","neo-communistisch",1,1,NA,NA,NA
"825","neo-communistisch","wereldren",1,1,NA,NA,NA
"826","moeilijk","woord",1,1,NA,NA,NA
"827","medisch","mondkap",1,1,NA,NA,NA
"828","vrij","keuze",1,1,NA,NA,NA
"829","week","wereldwijd",1,1,NA,NA,NA
"830","programmeerbaar","geld",1,1,NA,NA,NA
"831","gewoon","makkelijk",1,1,NA,NA,NA
"832","gemeenteraad","max",1,1,NA,NA,NA
"833","stoer","woord",1,1,NA,NA,NA
"834","z’n","club",1,1,NA,NA,NA
"835","nieuw","kreet",1,1,NA,NA,NA
"836","kreet","precies",1,1,NA,NA,NA
"837","vlees","vis",1,1,NA,NA,NA
"838","eigen","stuk",1,1,NA,NA,NA
"839","stuk","tuin",1,1,NA,NA,NA
"840","sowieso","leuk",1,1,NA,NA,NA
"841","massa","vrijheid",1,1,NA,NA,NA
"842","antivaxer","🤭",1,1,NA,NA,NA
"843","VK","🇬🇧Oxford",1,1,NA,NA,NA
"844","zoveelst","stap",1,1,NA,NA,NA
"845","keer","klaar",1,1,NA,NA,NA
"846","@broederbobben","Jep",1,1,NA,NA,NA
"847","city","terecht",1,1,NA,NA,NA
"848","terecht","15-minute-citie",1,1,NA,NA,NA
"849","intensief","menshouderij",1,1,NA,NA,NA
"850","menshouderij","Nederlands",1,1,NA,NA,NA
"851","12-jarig","meisje",1,1,NA,NA,NA
"852","kansparel","voorrang",1,1,NA,NA,NA
"853","regime","steunen",1,1,NA,NA,NA
"854","echt","vechten",1,1,1,NA,NA
"855","vruchtbare","grond",1,1,NA,NA,NA
"856","grond","onbruikbaar",1,1,NA,NA,NA
"857","Brits","pers",1,1,NA,1,NA
"858","rechts","parlementslid",1,1,NA,1,NA
"859","internationaal","socialistisch",1,1,NA,1,NA
"860","socialistisch","complot",1,1,NA,1,NA
"861","oorspronkelijk","voorstel",1,1,NA,1,NA
"862","inclusief","stad",1,1,NA,1,NA
"863","goed","voorbeeld",1,1,NA,1,NA
"864","feestelijk","parallax",1,1,NA,1,NA
"865","minuut","afstand",1,1,NA,1,NA
"866","vergevordren","micromanagement",1,1,NA,NA,NA
"867","jarig","kind",1,1,NA,NA,NA
"868","degelijk","weerstand",1,1,NA,NA,NA
"869","absuren","micro",1,1,NA,NA,NA
"870","mooi","land",1,1,NA,NA,NA
"871","lokaal","overheid",1,1,NA,NA,NA
"872","prachtig","“natuur”",1,1,NA,NA,NA
"873","zogenaamd","deugmensch",1,1,NA,NA,NA
"874","één","capituleren",1,1,NA,NA,NA
"875","Russisch","beer",1,1,NA,NA,NA
"876","heel","fascistisch",1,1,NA,NA,NA
"877","fascistisch","zooi",1,1,NA,NA,NA
"878","massaal","protest",1,1,NA,NA,NA
"879","minuut","Cities”",1,1,NA,NA,NA
"880","energie","bedrijf",1,1,NA,NA,NA
"881","woord","geloofwaardig",1,1,NA,NA,NA
"882","leuk","bruikbaar",1,1,NA,NA,NA
"883","bruikbaar","onderdeel",1,1,NA,NA,NA
"884","minute","Cities”",1,1,NA,NA,NA
"885","https://t.me/ScarletFranciniItaly","groot",1,1,NA,NA,NA
"886","langer","route",1,1,NA,1,NA
"887","verkeersarm","wijk",1,1,NA,1,NA
"888","groen","agenda",1,1,NA,NA,NA
"889","rood","neus",1,1,NA,NA,NA
"890","WEF","topic",1,1,NA,1,NA
"891","minuut","stadsplan",1,1,NA,NA,NA
"892","huidig","beleid",1,1,NA,NA,NA
"893","ander","mening",1,1,NA,NA,NA
"894","medisch","proeftuin",1,1,NA,NA,NA
"895","volk","onmogelijk",1,1,NA,NA,NA
"896","ander","voordeel",1,1,NA,NA,NA
"897","echt","hersenspoeling/radicalizering",1,1,NA,NA,NA
"898","klimaathoax","trappen",1,1,NA,NA,NA
"899","regelrecht","klaar",1,1,NA,NA,NA
"900","technocratisch","communistisch",1,1,NA,NA,NA
"901","communistisch","controlestaat",1,1,NA,NA,NA
"902","zogenaamd","digitaal",1,1,NA,NA,NA
"903","digitaal","goelags",1,1,NA,NA,NA
"904","klimaat","apocalyps",1,1,NA,NA,NA
"905","nieuw","onzin",1,1,NA,NA,NA
"906","mens","radicaal",1,1,NA,NA,NA
"907","klein","kader",1,1,NA,NA,NA
"908","zeker","zin",1,1,NA,NA,NA
"909","krankzinnig","project",1,1,NA,NA,NA
"910","soort","digitaal",1,1,NA,NA,NA
"911","digitaal","goelag",1,1,NA,NA,NA
"912","minute","city’",1,1,NA,NA,NA
"913","https://t.me/ScarletFranciniItaly","Draq",1,1,NA,NA,NA
"914","minuut","steden,oud",1,1,NA,NA,NA
"915","vol","pamper",1,1,NA,NA,NA
"916","echt","bevrijder",1,1,NA,NA,NA
"917","film","Twister",1,1,NA,NA,NA
"918","ID","Sulzer",1,1,NA,NA,NA
"919","kaas","melk",1,1,NA,NA,NA
"920","weer","Punt",1,1,NA,NA,NA
"921","onbegrijpelijk","The",1,1,NA,NA,NA
"922","The","‘15-minuut",1,1,NA,NA,NA
"923","‘15-minuut","Cities’",1,1,NA,NA,NA
"924","stid","plan",1,1,NA,NA,NA
"925","fiets","bereikbaar",1,1,NA,NA,NA
"926","heel","blij",1,1,NA,NA,NA
"927","geertj","pruik",1,1,NA,NA,NA
"928","pim","fortuinnen",1,1,NA,NA,NA
"929","eigenlijk","modern",1,1,NA,NA,NA
"930","modern","vangenissen",1,1,NA,NA,NA
"931","mooi","woord",1,1,NA,NA,NA
"932","modern","digitaal",1,1,NA,NA,NA
"933","digitaal","concentratie",1,1,NA,NA,NA
"934","leven","vast",1,1,NA,NA,NA
"935","echt","vrijheid",1,1,NA,NA,NA
"936","eigen","verantwoording",1,1,NA,NA,NA
"937","verhaal","persoonlijk",1,1,NA,NA,NA
"938","Wef","verhaal",1,1,NA,NA,NA
"939","houten","huisj",1,1,NA,NA,NA
"940","boeiend","artikel",1,1,NA,NA,NA
"941","artikel","gratis",1,1,NA,NA,NA
"942","gratis","downloaad",1,1,NA,NA,NA
"943","eigen","auto",1,1,NA,NA,NA
"944","klein","winkel",1,1,NA,NA,NA
"945","wapenen","beveiliger",1,1,NA,NA,NA
"946","individueel","privévlucht",1,1,NA,NA,NA
"947","Zwitsers","skioren",1,1,NA,NA,NA
"948","2","keer",1,1,NA,NA,NA
"949","extra","fak",1,1,NA,NA,NA
"950","leuk","duidelijk",1,1,NA,NA,NA
"951","janek","taal",1,1,NA,NA,NA
"952","city”","“Inwoner",1,1,NA,NA,NA
"953","minute","city.’",1,1,NA,NA,NA
"954","lekker","gezellig",1,1,NA,NA,NA
"955","neighborhoods”","“Oxford",1,1,NA,NA,NA
"956","WEF","plan”👏👊🙏",1,1,NA,NA,NA
"957","heel","stad",1,1,NA,NA,NA
"958","Wef","projecten",1,1,NA,NA,NA
"959","ander","vrijheidsbeperkend",1,1,NA,NA,NA
"960","vrijheidsbeperkend","maatregel",1,1,NA,NA,NA
"961","maatregel","volkomen",1,1,NA,NA,NA
"962","volkomen","ondemocratisch",1,1,NA,NA,NA
"963","openbaar","verkeer",1,1,NA,NA,NA
"964","volstrekt","ondemocratisch",1,1,NA,NA,NA
"965","heel","patricisch",1,1,NA,NA,NA
"966","patricisch","houding",1,1,NA,NA,NA
"967","erg","ongelukkig",1,1,NA,NA,NA
"968","ongekoos","burgemeester",1,1,NA,NA,NA
"969","joods","WEF-adviseur",1,1,NA,NA,NA
"970","inzicht","functioneel",1,1,NA,NA,NA
"971","democratisch","zegje",1,1,NA,NA,NA
"972","massaal","ff",1,1,NA,NA,NA
"973","oor","wassen",1,1,NA,NA,NA
"974","vrij","spreker",1,1,NA,NA,NA
"975","gans","Bos",1,1,NA,NA,NA
"976","Bos","bevolking",1,1,NA,NA,NA
"977","heel","joods",1,1,NA,NA,NA
"978","best","dood",1,1,NA,NA,NA
"979","gevoelig","informatie",1,1,NA,NA,NA
"980","#klimaat","#15minutecity",1,1,NA,NA,NA
"981","elite","blijkbaar",1,1,NA,NA,NA
"982","ander","reden",1,1,NA,NA,NA
"983","erg","sterk",1,1,NA,NA,NA
"984","heel","Westers",1,1,NA,NA,NA
"985","laat","fase",1,1,NA,NA,NA
"986","minuut","stad'-agenda",1,1,NA,NA,NA
"987","elektronisch","poort",1,1,NA,NA,NA
"988","vrijheid","waardig",1,1,NA,NA,NA
"989","inwoners","maximaal",1,1,NA,NA,NA
"990","dingen","daadwerkelijk",1,1,NA,NA,NA
"991","paar","mens",1,1,NA,NA,NA
"992","luidkeels","bezwaar",1,1,NA,NA,NA
"993","korteafstandsvlucht","volledig",1,1,NA,NA,NA
"994","Frans","functionarissen",1,1,NA,NA,NA
"995","functionarissen","groen",1,1,NA,NA,NA
"996","binnenlands","vlucht",1,1,NA,NA,NA
"997","half","uur",1,1,NA,NA,NA
"998","gemakkelijk","spooralternatieven",1,1,NA,NA,NA
"999","verschillend","direct",1,1,NA,NA,NA
"1000","direct","verbinding",1,1,NA,NA,NA
"1001","Frans","publiek",1,1,NA,NA,NA
"1002","nieuw","beperking",1,1,NA,NA,NA
"1003","soortgelijk","verboden",1,1,NA,NA,NA
"1004","verboden","onvermijdelijk",1,1,NA,NA,NA
"1005","ander","EU-land",1,1,NA,NA,NA
"1006","boeren","buy-outs",1,1,NA,NA,NA
"1007","goed","aanbod",1,1,NA,NA,NA
"1008","letterlijk","suïcidaal",1,1,NA,NA,NA
"1009","ongeken","wereldwijde",1,1,NA,NA,NA
"1010","wereldwijde","voedselcrisis",1,1,NA,NA,NA
"1011","klimaatafsluiting","‘proef’",1,1,1,NA,NA
"1012","‘proef’","goed",1,1,1,NA,NA
"1013","plannen","goed",1,1,1,NA,NA
"1014","dag","klein",1,1,1,NA,NA
"1015","precies","hetzelfde",1,1,1,NA,NA
"1016","lokaal","inclusief,terwijl",1,1,NA,NA,NA
"1017","inclusief,terwijl","groot",1,1,NA,NA,NA
"1018","groot","gros",1,1,NA,NA,NA
"1019","verschillend","stad",1,1,1,NA,NA
"1020","vrij","rondrijden",1,1,1,NA,NA
"1021","live","uitzending",1,1,NA,NA,NA
"1022","lokaal","wijk",1,1,1,NA,NA
"1023","laat","stap",1,1,1,NA,NA
"1024","elektronisch","hekken",1,1,1,NA,NA
"1025","vrijheid","waard",1,1,1,NA,NA
"1026","zone","maximaal",1,1,1,NA,NA
"1027","paar","berieken",1,NA,1,NA,NA
"1028","klein","drone",1,NA,1,NA,NA
"1029","béé","ziek…🤔",1,NA,1,NA,NA
"1030","heeeeeeel","lang",1,NA,1,NA,NA
"1031","algemeen","begrenzing",1,NA,1,NA,NA
"1032","voldoende","water",1,NA,1,NA,NA
"1033","ander","continent",1,NA,1,NA,NA
"1034","klimaat","rampen",1,NA,1,NA,NA
"1035","qr","code",1,NA,1,NA,NA
"1036","code","verplichting",1,NA,1,NA,NA
"1037","mkb","er",1,NA,1,NA,NA
"1038","staat","bedrijf",1,NA,1,NA,NA
"1039","nieuw","realiteit",1,NA,1,NA,NA
"1040","Canadees","bosbrande",1,NA,1,NA,NA
"1041","vaccineren💉⚠️","Pleaas",1,NA,1,NA,NA
"1042","Pleaas","halen",1,NA,1,NA,NA
"1043","officieel","bekend",1,NA,1,NA,NA
"1044","psychologisch","martelmethode",1,NA,1,NA,NA
"1045","dictatoriaal","regime",1,NA,1,NA,NA
"1046","schimmig","club",1,NA,1,NA,NA
"1047","psychologisch","martelproject",1,NA,1,NA,NA
"1048","laat","stadium",1,NA,1,NA,NA
"1049","stadium","ongrondwettelijk",1,NA,1,NA,NA
"1050","dagelijke","leven",1,NA,1,NA,NA
"1051","twee","wereldoorlog",1,NA,1,NA,NA
"1052","psychologisch","marteltraject",1,NA,1,NA,NA
"1053","https://www.nu.nl/klimaat/6266702/wekenlang-geen-spat-regen-zomerdroogte-is-terug-en-erger-dan-in-2018.html","Staatsinstrument",1,NA,1,NA,NA
"1054","nu.nl","jage",1,NA,1,NA,NA
"1055","apocalytisch","scenario",1,NA,1,NA,NA
"1056","spreekwoordelijk","virus",1,NA,1,NA,NA
"1057","eventueel","prijsopdrijving",1,NA,1,NA,NA
"1058","extreem","warm",1,NA,1,NA,NA
"1059","extreem","droog",1,NA,1,NA,NA
"1060","mens","heftig",1,NA,1,NA,NA
"1061","vrolijk","zonnetje",1,NA,1,NA,NA
"1062","tropische","hel",1,NA,1,NA,NA
"1063","hel","leven",1,NA,1,NA,NA
"1064","spat","regen",1,NA,1,NA,NA
"1065","jaarlijks","erg",1,NA,1,NA,NA
"1066","gemiddeld","Nederlander",1,NA,1,NA,NA
"1067","groot","plaat",1,NA,1,NA,NA
"1068","ander","beeld",1,NA,1,NA,NA
"1069","droger","zomer",1,NA,1,NA,NA
"1070","warm","dag",1,NA,1,NA,NA
"1071","normaal","plek",1,NA,1,NA,NA
"1072","basis","slachtoffer",1,NA,1,NA,NA
"1073","psychologisch","oorlogsvoering/mindfuck",1,NA,1,NA,NA
"1074","klimaatknuffelend","overheid",1,NA,1,NA,NA
"1075","zelfde","idee",1,NA,1,NA,NA
"1076","Dé","krant",1,NA,1,NA,NA
"1077","jaar","publicatieverbod",1,NA,1,NA,NA
"1078","zeker","belangrijk",1,NA,1,NA,NA
"1079","eigenlijk","eind",1,NA,1,NA,NA
"1080","mens","wakker",1,NA,1,NA,NA
"1081","nieuw","mogelijk",1,NA,1,NA,NA
"1082","mogelijk","virus",1,NA,1,NA,NA
"1083","Predictive","programming",1,NA,1,NA,NA
"1084","echt","shit",1,NA,1,NA,NA
"1085","één","klimaat",1,NA,1,NA,NA
"1086","ander","shit",1,NA,1,NA,NA
"1087","eerste","Kamer",1,NA,1,NA,NA
"1088","opvolger","tijdelijk",1,NA,1,NA,NA
"1089","tijdelijk","coronawet",1,NA,1,NA,NA
"1090","dictoriaal","beleid",1,NA,1,NA,NA
"1091","ruim","meerderheid",1,NA,1,NA,NA
"1092","één","kamerlid",1,NA,1,NA,NA
"1093","overheid","thuiswerk",1,NA,1,NA,NA
"1094","t.me/hetkantelpunen","Nederlands",1,NA,1,NA,NA
"1095","Nederlands","bouw",1,NA,1,NA,NA
"1096","bouw","stil",1,NA,1,NA,NA
"1097","bouw","robotten",1,NA,1,NA,NA
"1098","Nederlands","visser",1,NA,1,NA,NA
"1099","visser","boeren",1,NA,1,NA,NA
"1100","boeren","bakkerijen",1,NA,1,NA,NA
"1101","bakkerijen","slagers",1,NA,1,NA,NA
"1102","slagers","stil",1,NA,1,NA,NA
"1103","fak","nep",1,NA,1,NA,NA
"1104","nep","pers",1,NA,1,NA,NA
"1105","hoog","nep",1,NA,1,NA,NA
"1106","nep","prijs",1,NA,1,NA,NA
"1107","geld","stortingen",1,NA,1,NA,NA
"1108","toespraak","houd",1,NA,1,NA,NA
"1109","Engels","overheid",1,NA,1,NA,NA
"1110","ander","naam",1,NA,1,NA,NA
"1111","Investigative","journalist",1,NA,1,NA,NA
