"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"4489","Desinformation","verbreiten",1,1,NA,NA,NA
"4490","gesamt","Prämisse",1,1,NA,NA,NA
"4491","offiziell","Darstellung",1,1,NA,NA,NA
"4492","intelligent","Infrastruktur",1,1,NA,NA,NA
"4493","aktuell","Test",1,1,NA,NA,NA
"4494","intelligent","Überwachung",1,1,NA,NA,NA
"4495","total","Echtzeitüberwachung",1,1,NA,NA,NA
"4496","unser","Bewegung",1,1,NA,NA,NA
"4497","elektronisch","Verhaftung",1,1,NA,NA,NA
"4498","vorausschauend","Polizeiarbeit",1,1,NA,NA,NA
"4499","biometrisch","Datum",1,1,NA,NA,NA
"4500","ansässig","Telekommunikationsriese",1,1,NA,NA,NA
"4501","gemeinsam","Besitz",1,1,NA,NA,NA
"4502","amerikanisch","multinational",1,1,NA,NA,NA
"4503","multinational","Konzern",1,1,NA,NA,NA
"4504","spanisch","Telefónica",1,1,NA,NA,NA
"4505","beide","Partner",1,1,NA,NA,NA
"4506","führend","Technologieunternehmen",1,1,NA,NA,NA
"4507","kritisch","digital",1,1,NA,NA,NA
"4508","groß","Dank",1,1,NA,NA,NA
"4509","🟨⬜️⁉","️",1,1,NA,NA,NA
"4510","Archiv","🟦🟥‼",1,1,NA,NA,NA
"4511","🟦🟥‼","️",1,1,NA,NA,NA
"4512","Archiv","⬛️‼",1,1,NA,NA,NA
"4513","⬛️‼","️",1,1,NA,NA,NA
"4514","♦️","entwickelt",1,1,1,NA,NA
"4515","🟦⬛️⁉","️",1,1,1,NA,NA
"4516","neu","Kohlenstoffziel",1,1,1,NA,NA
"4517","zusätzlich","Maßnahme",1,1,1,NA,NA
"4518","eigen","Emission",1,1,1,NA,NA
"4519","️","Bürger",1,1,NA,NA,NA
"4520","❤️","jed",1,1,NA,NA,NA
"4521","Autoflut","eindämmen",1,1,NA,NA,NA
"4522","online","https://m.focus.de/klima/wissen-umwelt-die-15-minuten-stadt-utopie-oder-machbar_id_188395947.html",1,1,NA,NA,NA
"4523","böse","Überraschung",1,1,NA,NA,NA
"4524","hörig","Sklave",1,1,NA,NA,NA
"4525","Scheiße","schmackhaft",1,1,NA,NA,NA
"4526","naturnah","Wasserhaushalt",1,1,NA,NA,NA
"4527","bebaut","Fläche",1,1,NA,NA,NA
"4528","#digital","#Supermarkt",1,1,NA,NA,NA
"4529","Gulag","mieten",1,1,NA,NA,NA
"4530","wahr","NWO",1,1,NA,NA,NA
"4531","völlig","Kontrolle",1,1,NA,NA,NA
"4532","kabellos","Winkelschleifer",1,1,NA,NA,NA
"4533","angl","grind",1,1,NA,NA,NA
"4534","cut","down",1,1,NA,NA,NA
"4535","end","up",1,1,NA,NA,NA
"4536","up","happening",1,1,NA,NA,NA
"4537","toll","Argument",1,1,NA,NA,NA
"4538","kommunistisch","geprägt",1,1,NA,NA,NA
"4539","geprägt","Schlagwörter",1,1,NA,NA,NA
"4540","💚🤍❤️","erstaunlich",1,1,NA,NA,NA
"4541","Kasse","leer",1,1,1,1,NA
"4542","teuflisch","Plan",1,1,1,1,NA
"4543","km","neu",1,1,1,1,NA
"4544","neu","Projekt",1,1,1,1,NA
"4545","%","erneuerbare",1,1,1,1,NA
"4546","lang","Stadt",1,1,1,1,NA
"4547","verspiegelt","Glas",1,1,1,1,NA
"4548","Begrünt","Dach",1,1,1,1,NA
"4549","natürlich","Belüftung",1,1,1,1,NA
"4550","nackt","Kommunismus",1,1,NA,NA,NA
"4551","deutsch","Geschichtsbücher",1,1,NA,NA,NA
"4552","alliiert","neu",1,1,NA,NA,NA
"4553","eigen","Staat",1,1,NA,NA,NA
"4554","geisteskrank","Ideologi",1,1,NA,NA,NA
"4555","geisteskrank","Subjekt",1,1,NA,NA,NA
"4556","Million","Opfer",1,1,NA,NA,NA
"4557","Geschichte","genügend",1,1,NA,NA,NA
"4558","genügend","Erfahrung",1,1,NA,NA,NA
"4559","Ostvölker","genau",1,1,NA,NA,NA
"4560","Verkauf","amerikanisch",1,1,NA,NA,1
"4561","amerikanisch","Geburtsurkunde",1,1,NA,NA,1
"4562","12","Einführung",1,1,NA,NA,1
"4563","Federal","Reserve",1,1,NA,NA,1
"4564","lang","Seite",1,1,NA,NA,1
"4565","finanziell","Privatsphäre",1,1,NA,NA,1
"4566","aggressiv","Militäraktion",1,1,NA,NA,1
"4567","enorm","Geldsumme",1,1,NA,NA,1
"4568","humanitäre","Zweck",1,1,NA,NA,1
"4569","Zweck","frei",1,1,NA,NA,1
"4570","unterdrücken","Technologie",1,1,NA,NA,1
"4571","national","Sicherheit",1,1,NA,NA,1
"4572","vorgehalten","Waffe",1,1,NA,NA,1
"4573","genannt","Kilogramm",1,1,NA,NA,1
"4574","weltweit","Durchschnitt",1,1,NA,NA,1
"4575","nett","klein",1,1,NA,NA,1
"4576","klein","Diagramm",1,1,NA,NA,1
"4577","Diagramm","zeigen",1,1,NA,NA,1
"4578","absolut","No-",1,1,NA,NA,1
"4579","völlig","ungefährlich",1,1,NA,NA,1
"4580","örtlich","Restaurant",1,1,NA,NA,1
"4581","einzeln","Sache",1,1,NA,NA,1
"4582","monatlich","Ausgabe",1,1,NA,NA,1
"4583","%","ihres",1,1,NA,NA,1
"4584","überschüssig","kilogramm",1,1,NA,NA,1
"4585","kilogramm","Kohlenstoffguthabe",1,1,NA,NA,1
"4586","einzeln","Transaktion",1,1,NA,NA,1
"4587","genannt","Gefangenenlager",1,1,NA,NA,1
"4588","beantwortend","Frage",1,1,NA,NA,1
"4589","min","Cities",1,1,NA,NA,NA
"4590","neu","human",1,1,1,NA,NA
"4591","human","Weg",1,1,1,NA,NA
"4592","Politiker","sicher",1,1,1,NA,NA
"4593","ganz","natürlich",1,1,1,NA,NA
"4594","vorder","Front",1,1,1,NA,NA
"4595","@martymckay","neu",1,1,NA,NA,NA
"4596","neu","Lesestoff",1,1,NA,1,NA
"4597","gleich","Mechanismus",1,1,NA,1,NA
"4598","banal","Planungstheorie",1,1,NA,1,NA
"4599","international","sozialistisch",1,1,NA,1,NA
"4600","sozialistisch","Verschwörung",1,1,NA,1,NA
"4601","hoch","Eisenzäune",1,1,NA,NA,NA
"4602","technologisch","Durchbruch",1,1,NA,NA,NA
"4603","kontaktlos","Fahrkart",1,1,NA,NA,NA
"4604","Tag","massiv",1,1,NA,NA,NA
"4605","Wandel","brauchen",1,1,NA,NA,NA
"4606","präventiv","Gesundheitsfürsorge",1,1,NA,NA,NA
"4607","Idee","anfix",1,1,NA,NA,NA
"4608","Freiheit","ganz",1,1,NA,NA,NA
"4609","15-minütig","Ghettostadt",1,1,NA,NA,NA
"4610","neu","Wohngebiet",1,1,NA,NA,NA
"4611","groß","verlassen",1,1,NA,NA,NA
"4612","verlassen","Fläche",1,1,NA,NA,NA
"4613","Hektar","Gewerbe",1,1,NA,NA,NA
"4614","Ssche","natürlich",1,1,NA,1,NA
"4615","offiziell","Medium",1,1,NA,NA,NA
"4616","sozialistisch","Bürgermeisterin",1,1,NA,NA,NA
"4617","ganz","Nwo",1,1,NA,NA,NA
"4618","Nwo","Driß",1,1,NA,NA,NA
"4619","mächtig","überschätzt",1,1,NA,NA,NA
"4620","Sklaverei.‌‌","Video",1,1,NA,NA,NA
"4621","https://t.me/terminushumain","Chat",1,1,NA,NA,NA
"4622","nenne","Freiluftgefängnis",1,1,NA,NA,NA
"4623","Mensch","schmackhaft",1,1,NA,NA,NA
"4624","Sektor","benötig",1,1,NA,NA,NA
"4625","gutmenschlich","Selbstkasteiung",1,1,NA,NA,NA
"4626","neu","Freiluftgefängnis",1,1,NA,NA,NA
"4627","Sklaverei.‌‌","Wahrheit",1,1,NA,NA,NA
"4628","weltweit","Stadt",1,1,NA,1,NA
"4629","dritt","Platz",1,1,NA,NA,NA
"4630","universell","Index",1,1,NA,NA,NA
"4631","hoch","Lebensqualität",1,1,NA,NA,NA
"4632","gleich","Chance",1,1,NA,NA,NA
"4633","bewaffnet","Stiefellecker",1,1,NA,NA,NA
"4634","langsam","Lebensbedrohlich",1,1,NA,NA,NA
"4635","Lebensbedrohlich","Gefährlich",1,1,NA,NA,NA
"4636","wesentlich","Gefährlicher",1,1,NA,NA,NA
"4637","Hitler","alt",1,1,NA,NA,NA
"4638","https://t.me/DanielPrinzOffiziell","Einwohner",1,1,NA,NA,NA
"4639","entsprechend","Leitantrag",1,1,NA,NA,NA
"4640","Sonnabend","einstimmig",1,1,NA,NA,NA
"4641","and","Wahl",1,1,NA,NA,NA
"4642","Nahrungsmittel","Insektenmehl",1,1,NA,NA,NA
"4643","neu","Angebot",1,1,NA,NA,NA
"4644","alt","DDR.🤫",1,1,NA,NA,NA
"4645","Stadt","kurz",1,1,NA,NA,NA
"4646","großartig","Idee",1,1,NA,NA,NA
"4647","regierungsfreundlich","Medium",1,1,NA,NA,NA
"4648","endgültig","Szenario",1,1,NA,NA,NA
"4649","Transportmittel","hoch",1,1,NA,NA,NA
"4650","freundlich","Gemeinde",1,1,NA,NA,NA
"4651","wenig","Streß",1,1,NA,NA,NA
"4652","zugewiesen","Bereich",1,1,NA,NA,NA
"4653","zugewiesen","Gebiet",1,1,NA,NA,NA
"4654","bestimmt","Zeit",1,1,NA,NA,NA
"4655","Stadt","bekennen",1,1,NA,NA,NA
"4656","neu","Bürgermeist",1,1,NA,NA,NA
"4657","ander","Ziel",1,1,NA,NA,NA
"4658","Ziel","leicht",1,1,NA,NA,NA
"4659","zahlreich","Änderung",1,1,NA,NA,NA
"4660","perfekt","Wert",1,1,NA,NA,NA
"4661","jährige","Bürgermeister",1,1,NA,NA,NA
"4662","städtisch","Wiederbelebung",1,1,NA,NA,NA
"4663","gut","Lebensmittelladen",1,1,NA,NA,NA
"4664","lebendig","Park",1,1,NA,NA,NA
"4665","einzeln","Stadtteil",1,1,NA,NA,NA
"4666","breit","Ebene",1,1,NA,NA,NA
"4667","Stadt","gut",1,1,NA,NA,NA
"4668","gut","begehbar",1,1,NA,NA,NA
"4669","kurz","Entfernung",1,1,NA,NA,NA
"4670","industriell","Erbe",1,1,NA,NA,NA
"4671","Stadt","zuständig",1,1,NA,NA,NA
"4672","ander","Einzelhandelsgeschaft",1,1,NA,NA,NA
"4673","digital","Gefängnissystem",1,1,NA,NA,NA
"4674","Gierig","Mensch",1,1,NA,NA,NA
"4675","Fuß","err",1,1,NA,NA,NA
"4676","🟩🟦🟥🟧","🟩🟦🟥🟧",1,1,NA,1,NA
"4677","ander","Einschränkung",1,1,NA,NA,NA
"4678","Themenzettel","Bürgermeister",1,1,NA,NA,NA
"4679","Kommuniste","folgen",1,1,NA,NA,NA
"4680","Teil","⬆️",1,1,NA,NA,NA
"4681","hoch","Verlust",1,1,NA,NA,NA
"4682","Helfer","unsichtbar",1,1,NA,NA,NA
"4683","gewiß","Sicherheitsdauer",1,1,NA,NA,NA
"4684","persönlich","İlhan",1,1,NA,NA,NA
"4685","gut","Information",1,1,NA,NA,NA
"4686","türkisch","Staat",1,1,NA,NA,NA
"4687","Erdbeben","Opfer",1,1,NA,NA,NA
"4688","gespendet","Geld",1,1,NA,NA,NA
"4689","gehen","⚠️⚠️",1,1,NA,NA,NA
"4690","verwirrt","Gehirn",1,1,NA,NA,NA
"4691","Weltwirtschaftsforum","entsprung",1,1,NA,NA,NA
"4692","zukünftig","Stadtgefängnis",1,1,NA,NA,NA
"4693","Wahnsinn","aufmerksam",1,1,NA,NA,NA
"4694","gefährlich","verrückt",1,1,NA,NA,NA
"4695","Stadt","machen❗️",1,1,NA,NA,NA
"4696","minut","-stadt",1,1,NA,NA,NA
"4697","sozial","Bonität",1,1,NA,NA,NA
"4698","wer","sie",1,1,NA,NA,NA
"4699","Gesetz","verabschieden",1,1,NA,NA,NA
"4700","amerikanisch","Staat",1,1,NA,NA,NA
"4701","Staat","erlauben",1,1,NA,NA,NA
"4702","Mensch","zwangsumzusiedeln",1,1,NA,NA,NA
"4703","mächtige","beliebt",1,1,NA,NA,NA
"4704","beliebt","ausgerufen",1,1,NA,NA,NA
"4705","zugewiesen","Planquadrat",1,1,NA,NA,NA
"4706","bedenklich","freizügig",1,1,NA,NA,NA
"4707","Stichwort","Zusammenrottung",1,1,NA,NA,NA
"4708","konspirativ","Treffen",1,1,NA,NA,NA
"4709","Leine","gehalten",1,1,NA,NA,NA
"4710","gehalten","Bürger",1,1,NA,NA,NA
"4711","überraschend","Ergebnis",1,1,NA,NA,NA
"4712","Leute","Angst",1,1,NA,NA,NA
"4713","langwierig","Klageweg",1,1,NA,NA,NA
"4714","korrupt","Justizsystem",1,1,NA,NA,NA
"4715","stadtplanerisch","Kontext",1,1,NA,NA,NA
"4716","nachhaltig","Verkehrsmittel",1,1,NA,NA,NA
"4717","gleichmäßig","Verteilung",1,1,NA,NA,NA
"4718","Erreichbarkeit","sichtbar",1,1,NA,NA,NA
"4719","gut","Artikel",1,1,NA,NA,NA
"4720","Präsident","gehören",1,1,NA,NA,NA
"4721","️‼","️‼️",1,1,NA,NA,NA
"4722","kommend","Sonnabend",1,1,NA,NA,NA
"4723","wesentlich","Bestandteile",1,1,NA,NA,NA
"4724","Riesig","Demonstration",1,1,NA,NA,NA
"4725","eng","Raum",1,1,NA,NA,NA
"4726","Minute","STÄDTE⚠️",1,1,NA,NA,NA
"4727","demokratisch","abstimmung",1,1,NA,NA,NA
"4728","Minute","CITIES⚠️",1,1,NA,NA,NA
"4729","privat","vehicl",1,1,NA,NA,NA
"4730","sou[","rc",1,1,NA,NA,NA
"4731","rasant","Geschwindigkeit",1,1,NA,NA,NA
"4732","Totalitäre","Kontrolle",1,1,NA,NA,NA
"4733","wirklich","Problem",1,1,NA,NA,NA
"4734","ganz","klar",1,1,NA,NA,NA
"4735","gesellschaftlich","Problem",1,1,NA,NA,NA
"4736","tun","müßt",1,1,NA,NA,NA
"4737","Jahr","niemand",1,1,NA,NA,NA
"4738","DNA-verändernde","Impfstoff",1,1,NA,NA,NA
"4739","wahrscheinlich","Hintergründe",1,1,NA,NA,NA
"4740","verschieden","Treibstoff",1,1,NA,NA,NA
"4741","gefährlich","Verhältnisse",1,1,NA,NA,NA
"4742","Herzlich","Glückwunsch",1,1,NA,NA,NA
"4743","greifbar","Realität",1,1,NA,NA,NA
"4744","󠁧󠁢󠁥󠁮󠁧󠁿❗️Riesig","Demonstration",1,1,NA,NA,NA
"4745","jung","Demonstrant",1,1,NA,NA,NA
"4746","Bewohner","Zugang",1,1,NA,NA,NA
"4747","weit","Stufe",1,1,NA,NA,NA
"4748","Erprobung","umstritten",1,1,NA,1,NA
"4749","verkehrsarm","Stadtviertel",1,1,NA,1,NA
"4750","gesamt","Konzept",1,1,NA,1,NA
"4751","weit","Mittel",1,1,NA,1,NA
"4752","sozial","Kontrolle",1,1,NA,1,NA
"4753","Zukunft","leicht",1,1,NA,1,NA
"4754","allgemein","Konsen",1,1,NA,1,NA
"4755","weit","Langsamfahrstelle",1,1,NA,1,NA
"4756","Erprobung","befindlich",1,1,NA,1,NA
"4757","befindlich","Verkehrsfiltersystem",1,1,NA,1,NA
"4758","Radfahrer","angenehm",1,1,NA,1,NA
"4759","neu","Verkehrsfilter",1,1,NA,1,NA
"4760","umweltfreundlicher","Leben",1,1,NA,1,NA
"4761","verkehrsarm","Stadtteil",1,1,NA,1,NA
"4762","verkehrsberuhigt","Zone",1,1,NA,1,NA
"4763","klein","Zufahrtsstraße",1,1,NA,1,NA
"4764","bestimmt","Richtung",1,1,NA,1,NA
"4765","bestimmt","Route",1,1,NA,1,NA
"4766","Video","veröffentlichen",1,1,NA,1,NA
"4767","Spannung","abbauen",1,1,NA,1,NA
"4768","groß","Widerstand",1,1,NA,1,NA
"4769","vorgeschlagen","Verkehrsfiltersystem",1,1,NA,1,NA
"4770","️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼","️‼",1,1,NA,NA,NA
"4771","️‼️‼","️‼️‼️‼️‼️‼️‼️‼️‼️‼",1,1,NA,NA,NA
"4772","️‼️‼️‼️‼️‼️‼️‼️‼️‼","️‼️",1,1,NA,NA,NA
"4773","️‼️","Sklaverei",1,1,NA,NA,NA
"4774","flughafenähnlich","Schrank",1,1,NA,NA,NA
"4775","klein","Samenkorn",1,1,NA,NA,NA
"4776","groß","Baum",1,1,NA,NA,NA
"4777","laut","Beifall",1,1,NA,NA,NA
"4778","umstritten","Verkehrsplan",1,1,NA,NA,NA
"4779","lokal","Gebiet",1,1,NA,NA,NA
"4780","Mensch","Zugang",1,1,NA,NA,NA
"4781","neu","Stufe",1,1,NA,NA,NA
"4782","speziell","digital",1,1,NA,NA,NA
"4783","digital","Erlaubnis",1,1,NA,NA,NA
"4784","mplett","Schmied|Rede",1,1,NA,NA,NA
"4785","...D","Klimawandel",1,1,NA,NA,NA
"4786","tir","Widerstand",1,1,NA,NA,NA
"4787","f[","reiheit",1,1,NA,NA,NA
"4788","wissenschaftlich","Zweck",1,1,NA,NA,NA
"4789","kurz","Video",1,1,NA,NA,NA
"4790","gewöhnlich","anständig",1,1,NA,NA,NA
"4791","anständig","Bürger",1,1,NA,NA,NA
"4792","britisch","Parlament",1,1,NA,NA,NA
"4793","Parlament","Bedenken",1,1,NA,NA,NA
"4794","Weltwirtschaftsforum","verordnet",1,1,NA,NA,NA
"4795","verordnet","Klimatotalitarismus",1,1,NA,NA,NA
"4796","Kontrollagenda","Gefängnis",1,1,1,1,NA
"4797","Geldsystem","Gedankenkontrolle",1,1,1,1,NA
"4798","Gedankenkontrolle","Insekt",1,1,1,1,NA
"4799","Insekt","totali[",1,1,1,1,NA
"4800","Ziel","Familie",1,1,1,1,NA
"4801","Nice-to-","have",1,1,1,NA,NA
"4802","have","'",1,1,1,NA,NA
"4803","neu","Bewegung",1,1,1,NA,NA
"4804","global","Bewegung",1,1,1,NA,NA
"4805","Welt","Plan",1,1,1,NA,NA
"4806","philanthropisch","Stiftung",1,1,1,NA,NA
"4807","städtisch","Aktivismus",1,1,1,NA,NA
"4808","angeschlossen","Organisation",1,1,1,NA,NA
"4809","neu","Fahrplan",1,1,1,NA,NA
"4810","dänisch","Entwicklungsunternehmen",1,1,1,NA,NA
"4811","weit","Begriff",1,1,1,NA,NA
"4812","neu","urbanistisch",1,1,1,1,NA
"4813","urbanistisch","Vorschlag",1,1,1,1,NA
"4814","dezentral","Mikrostadt",1,1,1,1,NA
"4815","umfangreich","Kapazität",1,1,1,1,NA
"4816","autark","Nachbarschaft",1,1,1,1,NA
"4817","weltweit","Lockdown",1,1,1,1,NA
"4818","beispiellos","Rückgang",1,1,1,1,NA
"4819","rasch","Wiederanstieg",1,1,1,1,NA
"4820","entsprechend","Emissionsrückgang",1,1,1,1,NA
"4821","Emissionsrückgang","erforderlich",1,1,1,1,NA
"4822","verschieden","sogenannt",1,1,1,1,NA
"4823","sogenannt","global",1,1,1,1,NA
"4824","global","Akteur",1,1,1,1,NA
"4825","echt","Antrieb",1,1,1,1,NA
"4826","leistungsfähig","Modell",1,1,1,1,NA
"4827","Modell","entscheidend",1,1,1,1,NA
"4828","möglich","Kritikpunkt",1,1,1,1,NA
"4829","✍️","angeblich",1,1,NA,NA,NA
"4830","Zeit","erreichbar",1,1,NA,NA,NA
"4831","Mensch","letzt",1,1,NA,NA,NA
"4832","Endes","kontrollieren",1,1,NA,NA,NA
"4833","kommunistisch","Aspekt",1,1,NA,NA,NA
"4834","Großstadt","weltweit",1,1,NA,NA,NA
"4835","Klimafördernd","Konzept",1,1,NA,NA,NA
"4836","erfolgreich","Zukunft",1,1,NA,NA,NA
"4837","Partner","verschwörungsth[",1,1,NA,NA,NA
"4838","frikanisch","Elite",1,1,NA,NA,NA
"4839","ll","Revolut",1,1,NA,NA,NA
"4840","s[","chaman",1,1,NA,NA,NA
"4841","Stadt","🤬",1,1,NA,NA,NA
"4842","🤬","Schule",1,1,NA,NA,NA
"4843","Gegend","unerlaubt",1,1,NA,NA,NA
"4844","überraschend","Klebrigkeit",1,1,NA,NA,NA
"4845","Stadt","https://t.me/sprachrohrdereifel",1,1,NA,NA,NA
"4846","erst","Pilotprojekt",1,1,NA,1,NA
"4847","Militär","3",1,1,NA,1,NA
"4848","digital","Erkennungsmark",1,1,NA,1,NA
"4849","nationale","digital",1,1,NA,1,NA
"4850","teuer","Stadt",1,1,NA,1,NA
"4851","universell","Grippeimpfstoff",1,1,NA,1,NA
"4852","physisch","Stadt",1,1,NA,NA,NA
"4853","digital","Raum",1,1,NA,NA,NA
"4854","holographisch","Simulation",1,1,NA,NA,NA
"4855","genau","Vorhersage",1,1,NA,NA,NA
"4856","Think","Tank",1,1,NA,NA,NA
"4857","Informationstechnologie","unterstellen",1,1,NA,NA,NA
"4858","groß","Umbau",1,1,NA,NA,NA
"4859","Umbau","Globalistisch",1,1,NA,NA,NA
"4860","Globalistisch","Expertin",1,1,NA,NA,1
"4861","Gefängnis","direkt",1,1,NA,NA,NA
"4862","indisch","Wirtschaft",1,1,NA,NA,NA
"4863","vorherig","Begrenzung",1,1,NA,NA,NA
"4864","groß","zusammenhängend",1,1,1,1,NA
"4865","zusammenhängend","Stadtgebiet",1,1,1,1,NA
"4866","kettne[","r",1,1,NA,1,NA
"4867","Ziel","Konzept",1,1,NA,1,NA
"4868","Gefahr","Quell",1,1,NA,1,NA
"4869","nor[","beren",1,1,NA,1,NA
"4870","beren","Häring",1,1,NA,1,NA
"4871","id[","ee",1,1,NA,1,NA
"4872","en","Pflicht",1,1,NA,1,NA
"4873","global","Totalitarismus",1,1,NA,NA,NA
"4874","irre","Plän",1,1,NA,NA,NA
"4875","Global","Drahtzieher",1,1,NA,NA,NA
"4876","Besorgt","Anwohner",1,1,NA,NA,NA
"4877","Singapur","Singapur",1,1,NA,NA,NA
"4878","lang","Vorbild",1,1,NA,NA,NA
"4879","dystopisch","Städtebau",1,1,NA,NA,NA
"4880","nd","Teil",1,1,NA,NA,NA
"4881","populär","Begriff",1,1,NA,NA,NA
"4882","rein","Stadtplanung",1,1,NA,NA,NA
"4883","entscheidend","Unterstützung",1,1,NA,NA,NA
"4884","strategisch","Erkenntnis",1,1,NA,NA,NA
"4885","programmatisch","Ziel",1,1,NA,NA,NA
"4886","gesamt","C40-",1,1,NA,NA,NA
"4887","C40-","Netzwerk",1,1,NA,NA,NA
"4888","Netzwerk","stattfindend",1,1,NA,NA,NA
"4889","stattfindend","Klimaschutzmaßnahmen",1,1,NA,NA,NA
"4890","Land","Stück",1,1,NA,NA,NA
"4891","makabr","Aufteilung",1,1,NA,NA,NA
"4892","neu","Leute",1,1,NA,NA,NA
"4893","Normalität","gut",1,1,NA,NA,NA
"4894","real","Gulag",1,1,NA,1,NA
"4895","perfekt","Verschmelzung",1,1,NA,NA,NA
"4896","kurzer","Zeit",1,1,NA,NA,NA
"4897","wesentlich","passiv",1,1,NA,NA,NA
"4898","selbsternannt","Feind",1,1,NA,NA,NA
"4899","vermeintlich","Gegner",1,1,NA,NA,NA
"4900","etwaig","Struktur",1,1,NA,NA,NA
"4901","massiv","Auswirkung",1,1,NA,NA,NA
"4902","entsprechend","Land",1,1,NA,NA,NA
"4903","erzeugen","Spaltung",1,1,NA,NA,NA
"4904","gesund","Lösung",1,1,NA,NA,NA
"4905","Werkzeug","dringend",1,1,NA,NA,NA
"4906","Digital","Totalüberwachung",1,1,NA,NA,NA
"4907","individuell","Freiheit",1,1,NA,NA,NA
"4908","entsprechend","Probelauf",1,1,NA,NA,NA
"4909","unterschiedlich","Kultur",1,1,NA,NA,NA
"4910","gestutz","Flügel",1,1,NA,NA,NA
"4911","glücklich","darüber",1,1,NA,NA,NA
"4912","Fliegen","mächtig",1,1,NA,NA,NA
"4913","Suggeriert","ordnung",1,1,NA,NA,NA
"4914","Minute","Distrikt",1,1,NA,NA,NA
"4915","Minute","Haft",1,1,NA,NA,NA
"4916","Haft","restlos",1,1,NA,NA,NA
"4917","Geldstrafe","belegen",1,1,NA,NA,NA
"4918","tim","until",1,1,NA,NA,NA
"4919","modern","Gefängnisse...von",1,1,NA,NA,NA
"4920","wichtig","Infrastruktur",1,1,NA,NA,NA
"4921","aktuell","Planung",1,1,NA,NA,NA
"4922","ganz","Situation",1,1,NA,NA,NA
"4923","Planung","kritisch",1,1,NA,NA,NA
"4924","geplant","Vorgehen",1,1,NA,NA,NA
"4925","veröffentlicht","Dokument",1,1,NA,NA,NA
"4926","schottisch","Regierung",1,1,NA,NA,NA
"4927","Regierung","neu",1,1,NA,NA,NA
"4928","neu","Maßnahme",1,1,NA,NA,NA
"4929","Bevölkerung","erheblich",1,1,NA,NA,NA
"4930","leicht","kontrollierbar",1,1,NA,NA,NA
"4931","gre[","venbroich",1,1,NA,NA,NA
"4932","deutsch","Panzerlieferung",1,1,NA,NA,NA
"4933","vorgeblich","überraschend",1,1,NA,NA,NA
"4934","überraschend","Enthüllung",1,1,NA,NA,NA
"4935","lässen","tief",1,1,NA,NA,NA
"4936","Implementierung","digital",1,1,NA,1,NA
"4937","eigen","Stadt",1,1,NA,1,NA
"4938","ganz","Bevölkerungsgruppe",1,1,NA,1,NA
"4939","öffentlich","Gesundheitsnotfall",1,1,NA,1,NA
"4940","regional","Bedeutung",1,1,NA,1,NA
"4941","neu","Pandemievertrag",1,1,NA,1,NA
"4942","digital","Überwachungstechnologie",1,1,NA,1,NA
"4943","medizinisch","Terminologie",1,1,NA,1,NA
"4944","persönlich","identifizierbar",1,1,NA,1,NA
"4945","identifizierbar","Datum",1,1,NA,1,NA
"4946","medizinisch","Patient",1,1,NA,1,NA
"4947","sinnvoll","Nutzung",1,1,NA,1,NA
"4948","monatlich","Treffen",1,1,NA,1,NA
"4949","hoch","Vergütung",1,1,NA,1,NA
"4950","aussagekräftig","Nutzungsdat",1,1,NA,1,NA
"4951","großzügig","Vergütung",1,1,NA,1,NA
"4952","Vergütung","erhalten",1,1,NA,1,NA
"4953","erhalten","Information",1,1,NA,1,NA
"4954","System","plötzlich",1,1,NA,1,NA
"4955","plötzlich","wirklich",1,1,NA,1,NA
"4956","wirklich","spezifizieren",1,1,NA,1,NA
"4957","ander","Sache",1,1,NA,1,NA
"4958","signifikant","Verbesserung",1,1,NA,1,NA
"4959","extern","Ursache",1,1,NA,1,NA
"4960","psychisch","Störung",1,1,NA,1,NA
"4961","zusätzlich","Detail",1,1,NA,1,NA
"4962","ambulant","Pflegebedingung",1,1,NA,1,NA
"4963","persönlich","Lebensgeschicht",1,1,NA,1,NA
"4964","Themenkomplex","digital",1,1,NA,NA,NA
"4965","Überwachung","Mediathek",1,1,NA,NA,NA
"4966","digital","Dystop",1,1,NA,NA,NA
"4967","inhaltsverzeic[","hnis",1,1,NA,NA,NA
"4968","Verbunden","Unternehmen",1,1,NA,NA,NA
"4969","ltweit","Gesundheitszertifikat",1,1,NA,NA,NA
"4970","tszertifikat","überprü",1,1,NA,NA,NA
"4971","Stadt","zugänglich",1,1,NA,NA,NA
"4972","Stadt","transformieren.⚠️",1,1,NA,NA,NA
"4973","hoch","Baukultur",1,1,NA,NA,NA
"4974","Stadt","Selbstbeschreibung",1,1,NA,NA,NA
"4975","Immobilienbesitzern","mithilfe",1,1,NA,NA,NA
"4976","schwarz","Loch",1,1,NA,NA,NA
"4977","europäisch","Steuerzahler",1,1,NA,NA,NA
"4978","Virtuell","Realität",1,1,1,NA,NA
"4979","hinreichend","Ersatz",1,1,1,NA,NA
"4980","Scheiße","gedüngt",1,1,1,NA,NA
"4981","gedüngt","Algengemüse",1,1,1,NA,NA
"4982","Selbstanbau","Ersatz",1,1,1,NA,NA
"4983","flugrobotisch","heimgeliefern",1,1,1,NA,NA
"4984","rauszufiltern❗️","⬇️",1,1,NA,NA,NA
"4985","⬇️","Netzwerk",1,1,NA,NA,NA
"4986","Mitglied","ist‼",1,1,NA,NA,NA
