"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"1182","dernier","parole",2,NA,NA,NA,2
"1183","herbe","humide",2,NA,NA,NA,2
"1184","médecin","présent",2,NA,NA,NA,2
"1185","source","confidentiel",2,NA,NA,NA,2
"1186","ambiance","général",2,NA,NA,NA,2
"1187","secret","caché",2,NA,NA,NA,2
"1188","même","ligne",2,NA,NA,NA,2
"1189","principal","source",2,NA,NA,NA,2
"1190","ingéniérie","systématique",2,NA,NA,NA,2
"1191","encre","alimentaire",2,NA,NA,NA,2
"1192","personnalisation","facile",2,NA,NA,NA,2
"1193","chercheur","principal",2,NA,NA,NA,2
"1194","régime","alimentaire",2,NA,NA,NA,2
"1195","banquier","central",2,NA,NA,NA,2
"1196","transaction","numérique",2,NA,NA,NA,2
"1197","nouveau","usine",2,NA,NA,NA,2
"1198","mouvement","eugéniste",2,NA,NA,NA,2
"1199","expression","soviétique",2,NA,NA,NA,2
"1200","mangeur","inutile",2,NA,NA,NA,2
"1201","vrai","chiffre",2,NA,NA,NA,2
"1202","vie","entier",2,NA,NA,NA,2
"1203","bon","chance",2,NA,NA,NA,2
"1204","rumble.com/vvigbi-dr.-mike-yeadon-and-catherine-austin-fitts-doctors-for-covid-ethics.html","traduction",2,NA,NA,NA,2
"1205","monnaie","fiduciaire",2,NA,NA,NA,2
"1206","pape","légitime",2,NA,NA,NA,2
"1207","bon","paradigme",2,NA,NA,NA,2
"1208","Terminer","en",2,NA,NA,NA,2
"1209","clivage","capitalisme",2,NA,NA,NA,2
"1210","opposition","bourgeois",2,NA,NA,NA,2
"1211","pouvoir","occulte",2,NA,NA,NA,2
"1212","antagonisme","ancestral",2,NA,NA,NA,2
"1213","fracture","irréconciliable",2,NA,NA,NA,2
"1214","république","démocratique",2,NA,NA,NA,2
"1215","véritable","enjeu",2,NA,NA,NA,2
"1216","insecte","présent",2,NA,NA,NA,2
"1217","journaliste","suédois",2,NA,NA,NA,2
"1218","régime","méditerranéen",2,NA,NA,NA,2
"1219","méditerranéen","tel",2,NA,NA,NA,2
"1220","multiple","aspect",2,NA,NA,NA,2
"1221","écosystème","essentiel",2,NA,NA,NA,2
"1222","élément","nutritif",2,NA,NA,NA,2
"1223","règne","fongique",2,NA,NA,NA,2
"1224","grand","extinction",2,NA,NA,NA,2
"1225","crise","écologique",2,NA,NA,NA,2
"1226","nouveau","alternative",2,NA,NA,NA,2
"1227","biomatérial","durable",2,NA,NA,NA,2
"1228","conscience","indivicollectif",2,NA,NA,NA,2
"1229","protocole","psilocybe",2,NA,NA,NA,2
"1230","étude","scientifique",2,NA,NA,NA,2
"1231","habitude","alimentaire",2,NA,NA,NA,2
"1232","grand","chantier",1,1,NA,NA,NA
"1233","comité","central",1,1,NA,NA,NA
"1234","parti","communiste",1,1,NA,NA,NA
"1235","communiste","chinois",1,1,NA,NA,NA
"1236","moyen","volontaires-obligatoire",1,1,NA,NA,NA
"1237","pouvoir","invisible",1,1,NA,1,NA
"1238","grand","fortune",1,1,NA,1,NA
"1239","somme","colossal",1,1,NA,1,NA
"1240","voix","dissident",1,1,NA,1,NA
"1241","système","médiatique",1,1,NA,1,NA
"1242","pouvoir","politique",1,1,NA,1,NA
"1243","grand","famille",1,1,NA,1,NA
"1244","institution","international",1,1,NA,1,NA
"1245","politicien","américain",1,1,NA,1,NA
"1246","nation","occidental",1,1,NA,1,NA
"1247","zone","économique",1,1,NA,1,NA
"1248","grand","réunion",1,1,NA,1,NA
"1249","structure","supra-national",1,1,NA,1,NA
"1250","religion","traditionnel",1,1,NA,1,NA
"1251","surveillance","généralisé",1,1,NA,1,NA
"1252","dictature","technocratique",1,1,NA,1,NA
"1253","convergence","bio-digital",1,1,NA,1,NA
"1254","fusion","biologique-numérique-médical",1,1,NA,1,NA
"1255","voiture","autonomes",1,1,NA,1,NA
"1256","gros","erreur",1,1,NA,NA,NA
"1257","ville","chinois",1,1,NA,NA,NA
"1258","ville","point",1,1,NA,NA,NA
"1259","ciel","ouvrir",1,1,NA,1,1
"1260","technologie","omniprésent",1,1,NA,1,1
"1261","détail","personnel",1,1,NA,1,1
"1262","grand","variété",1,1,NA,1,1
"1263","lumière","intelligent",1,1,NA,1,1
"1264","pôle","intelligent",1,1,NA,1,1
"1265","voiture","intelligent",1,1,NA,1,1
"1266","quartiers","intelligent",1,1,NA,1,1
"1267","maison","intelligent",1,1,NA,1,1
"1268","appareil","intelligent",1,1,NA,1,1
"1269","énergie","intelligent",1,1,NA,1,1
"1270","transport","intelligent",1,1,NA,1,1
"1271","nombreux","autre",1,1,NA,1,1
"1272","imperium","bancaire",1,1,NA,1,1
"1273","majestueu","extérieur",1,1,NA,1,1
"1274","idée","merveilleux",1,1,NA,1,1
"1275","grand","idée",1,1,NA,NA,NA
"1276","vie","priver",1,1,NA,NA,NA
"1277","canal","https://t.me/savoirlibre",1,1,NA,NA,NA
"1278","Saved","by",1,1,NA,NA,NA
"1279","saison","pandémique",1,1,NA,1,NA
"1280","paradigme","urbain",1,1,NA,1,NA
"1281","besoin","post-covid",1,1,NA,1,NA
"1282","post-covid","émergent",1,1,NA,1,NA
"1283","nouveau","habitude",1,1,NA,1,NA
"1284","candidat","politique",1,1,1,NA,NA
"1285","prétendu","vaccin",1,1,1,NA,NA
"1286","femme","tu",1,1,1,NA,NA
"1287","enfant","danois",1,1,1,NA,NA
"1288","complet","https://www.theepochtimes.com/christine-anderson-from-15-minute-cities-to-climate-lockdowns-the-onslaught-of-digital-tyranny_5214622.html?utm_source=prtnrhard&utm_campaign=vigilantf&src_src=prtnrhard&src_cmp=vigilantf",1,1,1,NA,NA
"1289","ancien","vice-président",1,1,1,NA,NA
"1290","seul","façon",1,1,1,NA,NA
"1291","humanité","malade",1,1,1,NA,NA
"1292","méfiance","croissant",1,1,1,NA,NA
"1293","imagerie","thermographique",1,1,1,NA,NA
"1294","caillot","sanguin",1,1,1,NA,NA
"1295","sanguin","massif",1,1,1,NA,NA
"1296","personne","vacciner",1,1,1,NA,NA
"1297","vacciner","asymptomatique",1,1,1,NA,NA
"1298","euro","députer",1,1,NA,NA,NA
"1299","députer","allemand",1,1,NA,NA,NA
"1300","ghetto","numérique",1,1,NA,NA,NA
"1301","définition","original",1,1,NA,NA,NA
"1302","objectif","durable",1,1,NA,NA,NA
"1303","route","transversal",1,1,NA,NA,NA
"1304","axe","principal",1,1,NA,NA,NA
"1305","quartier","suivant",1,1,NA,NA,NA
"1306","route","fermé",1,1,NA,NA,NA
"1307","réfugié","numérique",1,1,NA,NA,NA
"1308","moyen","numérique",1,1,NA,NA,NA
"1309","rationnement","similaire",1,1,NA,NA,NA
"1310","gouvernement","israélien",1,1,NA,NA,NA
"1311","idée","nouveau",1,1,NA,NA,NA
"1312","mafia","khazarien",1,1,NA,NA,NA
"1313","certificat","numérique",1,1,1,NA,NA
"1314","il","v",1,1,1,NA,NA
"1315","caméra","monsieur",1,1,NA,NA,NA
"1316","avocat","américain",1,1,NA,NA,NA
"1317","ancien","pilote",1,1,NA,NA,NA
"1318","dew","etude",1,1,NA,NA,NA
"1319","seul","maître",1,1,NA,NA,NA
"1320","beau","jour",1,1,NA,NA,NA
"1321","misérable","don",1,1,NA,NA,NA
"1322","canular","climatique",1,1,NA,NA,NA
"1323","restriction","climatique",1,1,NA,NA,NA
"1324","malthusianisme","forcener",1,1,NA,NA,NA
"1325","digital","ID",1,1,NA,NA,NA
"1326","communiqué","commun",1,1,NA,NA,NA
"1327","statut","socio-économique",1,1,NA,NA,NA
"1328","parking","gratuit",1,1,NA,NA,NA
"1329","grand","majorité",1,1,NA,NA,NA
"1330","attaque","frontal",1,1,NA,NA,NA
"1331","directive","européen",1,1,NA,NA,NA
"1332","bien","résidentiel",1,1,NA,NA,NA
"1333","classe","énergétique",1,1,NA,NA,NA
"1334","contrôle","omniprésent",1,1,NA,NA,NA
"1335","non","catégorique",1,1,NA,NA,NA
"1336","utilisation","indiscriminé",1,1,NA,NA,NA
"1337","simple","clic",1,1,NA,NA,NA
"1338","peuple","libre",1,1,NA,NA,NA
"1339","seul","front",1,1,NA,NA,NA
"1340","objectif","commun",1,1,NA,NA,NA
"1341","communauté","italien",1,1,NA,NA,NA
"1342","élite","techno-mondialiste",1,1,NA,NA,NA
"1343","bataille","politique",1,1,NA,NA,NA
"1344","fédération","italien",1,1,NA,NA,NA
"1345","syndicat","interprofessionnel",1,1,NA,NA,NA
"1346","mouvement","italien",1,1,NA,NA,NA
"1347","italien","libre",1,1,NA,NA,NA
"1348","peuple","souverain",1,1,NA,NA,NA
"1349","3ème","sommet",1,1,1,NA,NA
"1350","sommet","international",1,1,1,NA,NA
"1351","individu","libre",1,1,1,NA,NA
"1352","société","libre",1,1,1,NA,NA
"1353","seul","seconde",1,1,1,NA,NA
"1354","partie","silencieux",1,1,NA,NA,NA
"1355","meilleur","forme",1,1,NA,NA,NA
"1356","principal","partenaire",1,1,NA,NA,NA
"1357","lockdown","obligatoire",1,1,NA,NA,NA
"1358","contrôle","autoritaire",1,1,NA,NA,NA
"1359","député","allemand",1,1,NA,NA,NA
"1360","voyage","gratuit",1,1,NA,NA,NA
"1361","véritable","objectif",1,1,NA,NA,NA
"1362","région","immédiat",1,1,1,NA,NA
"1363","étape","suivant",1,1,NA,NA,NA
"1364","zone","immédiat",1,1,NA,NA,NA
"1365","rare","personnalité",1,1,NA,NA,NA
"1366","personnalité","politique",1,1,NA,NA,NA
"1367","politique","honnête",1,1,NA,NA,NA
"1368","prochain","programme",1,1,NA,NA,NA
"1369","parking","public",1,1,NA,NA,NA
"1370","seul","endroit",1,1,NA,NA,NA
"1371","commodité","illusoire",1,1,NA,NA,NA
"1372","petit","rappel",1,1,NA,NA,NA
"1373","logement","numérique",1,1,NA,NA,NA
"1374","complexe","résidentiel",1,1,NA,NA,NA
"1375","plate-forme","numérique",1,1,NA,NA,NA
"1376","an","an",1,1,NA,1,NA
"1377","cellule","familial",1,1,NA,NA,NA
"1378","sexualité","normal",1,1,NA,NA,NA
"1379","conjugaison","temporel",1,1,NA,NA,NA
"1380","immonde","salopard",1,1,NA,NA,NA
"1381","vivant","animalier",1,1,NA,NA,NA
"1382","immense","majorité",1,1,NA,NA,NA
"1383","vrai","cas",1,1,NA,NA,NA
"1384","moins","con",1,1,NA,NA,NA
"1385","évolution","différent",1,1,NA,NA,NA
"1386","autre","côté",1,1,NA,NA,NA
"1387","espèce","travailleur",1,1,NA,NA,NA
"1388","gros","sabot",1,1,NA,NA,NA
"1389","chaussette","trouer",1,1,NA,NA,NA
"1390","abeille","sauvage",1,1,NA,NA,NA
"1391","joli","messieur",1,1,NA,NA,NA
"1392","messieur","bourdre",1,1,NA,NA,NA
"1393","jolir","mot",1,1,NA,NA,NA
"1394","cancer","généralisé",1,1,NA,NA,NA
"1395","autre","variété",1,1,NA,NA,NA
"1396","format","familial",1,1,NA,NA,NA
"1397","règne","animal",1,1,NA,NA,NA
"1398","constitution","européen",1,1,NA,NA,NA
"1399","même","bande",1,1,NA,NA,NA
"1400","population","israélien",1,1,NA,NA,NA
"1401","télévision","israélien",1,1,NA,NA,NA
"1402","service","essentiel",1,1,NA,NA,NA
"1403","merde","climatique",1,1,NA,NA,NA
"1404","moment","même",1,1,NA,NA,NA
"1405","innombrable","piste",1,1,NA,NA,NA
"1406","sortie","limité",1,1,NA,NA,NA
"1407","robot","policier",1,1,NA,NA,NA
"1408","opinion","politique",1,1,NA,NA,NA
"1409","scène","hallucinant",1,1,NA,NA,NA
"1410","système","informatique",1,1,NA,NA,NA
"1411","minute","city’",1,1,NA,NA,NA
"1412","confinement","permanent",1,1,NA,NA,NA
"1413","scan","facial",1,1,NA,NA,NA
"1414","ingéniérie","social",1,1,NA,NA,NA
"1415","propre","enfant",1,1,NA,NA,NA
"1416","arnaque","social",1,1,NA,NA,NA
"1417","vrai","réalité",1,1,NA,NA,NA
"1418","onde","millimétrique",1,1,NA,NA,NA
"1419","système","5G",1,1,NA,NA,NA
"1420","fièvre","hémorragique",1,1,NA,NA,NA
"1421","petit","tyran",1,1,NA,NA,NA
"1422","réveil","brutal",1,1,NA,NA,NA
"1423","résistance","féroce",1,1,NA,NA,NA
"1424","géant","endormi",1,1,NA,NA,NA
"1425","renseignement","mondialiste",1,1,NA,NA,NA
"1426","grand","technologie",1,1,NA,NA,NA
"1427","vaccination","génétique",1,1,NA,NA,NA
"1428","projet","débile",1,1,NA,NA,NA
"1429","bon","signe",1,1,NA,NA,NA
"1430","reine","romano",1,1,NA,NA,NA
"1431","romano","@romanadidulo",1,1,NA,NA,NA
"1432","@romanadidulo","chef",1,1,NA,NA,NA
"1433","ONG","tel",1,1,NA,NA,NA
"1434","vie","sain",1,1,NA,NA,NA
"1435","question","suivant",1,1,NA,NA,NA
"1436","autre","bout",1,1,NA,NA,NA
"1437","viande","bio",1,1,NA,NA,NA
"1438","délicieux","burger",1,1,NA,NA,NA
"1439","permis","spécial",1,1,NA,NA,NA
"1440","tentative","majeur",1,1,NA,NA,NA
"1441","trillionnaire","satanique",1,1,NA,NA,NA
"1442","résident","actuel",1,1,NA,NA,NA
"1443","état","pur",1,1,NA,NA,NA
"1444","région","voisin",1,1,NA,NA,NA
"1445","résident","londonien",1,1,NA,NA,NA
"1446","élément","clé",1,1,NA,NA,NA
"1447","meilleur","route",1,1,NA,NA,NA
"1448","activité","quotidien",1,1,NA,NA,NA
"1449","premier","phase",1,1,NA,NA,NA
"1450","section","suivant",1,1,NA,NA,NA
"1451","croisement","mixte",1,1,NA,NA,NA
"1452","jonction","suivant",1,1,NA,NA,NA
"1453","route","secondaire",1,1,NA,NA,NA
"1454","prison","numerique",1,1,NA,NA,NA
"1455","https://www.fastcompany.com/90823679/cleveland-15-minute-city","https://t.me/LauraAbolichannel",1,1,NA,NA,NA
"1456","social","credit",1,1,NA,NA,NA
"1457","pass","pass",1,1,NA,NA,NA
"1458","débile","profond",1,1,NA,NA,NA
"1459","ID","numérique",1,1,NA,NA,NA
"1460","bon","citoyen",1,1,NA,NA,NA
"1461","page","citoyen",1,1,NA,NA,NA
"1462","manifestations","britannique",1,1,NA,NA,NA
"1463","nouveau","projet",1,1,NA,1,NA
"1464","renouvellement","intempestif",1,1,NA,NA,NA
"1465","petit","effort",1,1,NA,NA,NA
"1466","co-partage","solidaire",1,1,NA,NA,NA
"1467","minute","maximum",1,1,NA,NA,NA
"1468","moindre","transport",1,1,NA,NA,NA
"1469","petit","veinard",1,1,NA,NA,NA
"1470","métro","bondé",1,1,NA,NA,NA
"1471","minute","prison",1,1,NA,NA,NA
"1472","produit","laitier",1,1,NA,NA,NA
"1473","vol","court",1,1,NA,NA,NA
"1474","court","tout",1,1,NA,NA,NA
"1475","vote","démocratique",1,1,NA,NA,NA
"1476","fuite","chimique",1,1,NA,NA,NA
"1477","jeune","fille",1,1,NA,NA,NA
"1478","réalité","dystopique",1,1,NA,NA,NA
"1479","fou","prison",1,1,NA,NA,NA
"1480","surveillance","numérique",1,1,NA,NA,NA
"1481","manifestation","complet",1,1,NA,NA,NA
"1482","complaisance","habituel",1,1,NA,NA,NA
"1483","véritable","peuple",1,1,NA,NA,NA
"1484","citie","people",1,1,NA,NA,NA
"1485","fait","raison",1,1,NA,NA,NA
"1486","moyen","possible",1,1,NA,NA,NA
"1487","petit","main",1,1,NA,NA,NA
"1488","main","local",1,1,NA,NA,NA
"1489","état","tyrannique",1,1,NA,NA,NA
"1490","bas","prix",1,1,NA,NA,NA
"1491","vidéo","explosif",1,1,NA,NA,NA
"1492","suspect","habituel",1,1,NA,NA,NA
"1493","nouveau","quartier",1,1,NA,NA,NA
"1494","principal","voie",1,1,NA,NA,NA
"1495","audio","precedent",1,1,NA,NA,NA
"1496","tournant","décisif",1,1,NA,NA,NA
"1497","problème","existentiel",1,1,NA,NA,NA
"1498","titre","français",1,1,NA,NA,NA
"1499","véritable","organisation",1,1,NA,NA,NA
"1500","ordinateur","central",1,1,NA,NA,NA
"1501","semaine","suivant",1,1,NA,NA,NA
"1502","nouveau","remède",1,1,NA,NA,NA
"1503","rue","piéton",1,1,NA,NA,NA
"1504","beau","prison",1,1,NA,NA,NA
"1505","programme","environnemental",1,1,NA,NA,NA
"1506","clôture","électronique",1,1,NA,NA,NA
"1507","vélo","https://fr.weforum.org/videos/paris-is-planning-to-become-a-15-minute-city-897c12513b",1,1,NA,NA,NA
"1508","surprenant","solidité",1,1,NA,NA,NA
"1509","énorme","arnaque",1,1,NA,NA,NA
"1510","gros","malade",1,1,NA,NA,NA
"1511","autre","gros",1,1,NA,NA,NA
"1512","gros","put",1,1,NA,NA,NA
"1513","énorme","magouille",1,1,NA,NA,NA
"1514","ville","pilote",1,1,NA,NA,NA
"1515","base","sain",1,1,NA,NA,NA
"1516","barrage","routier",1,1,NA,NA,NA
"1517","communication","mobile",1,1,NA,NA,NA
"1518","internet","mobile",1,1,NA,NA,NA
"1519","autre","plan",1,1,NA,NA,NA
"1520","plan","mondialiste",1,1,NA,NA,NA
"1521","Verrouillage","climatique",1,1,NA,NA,NA
"1522","climatique","permanent",1,1,NA,NA,NA
"1523","concept","clé",1,1,NA,NA,NA
"1524","espace","confiné",1,1,NA,NA,NA
"1525","équipement","existant",1,1,1,NA,NA
"1526","kiosque","citoyen",1,1,1,NA,NA
"1527","sport","social",1,1,1,NA,NA
"1528","social","club",1,1,1,NA,NA
"1529","gestion","local",1,1,1,NA,NA
"1530","nouveau","mandature",1,1,1,NA,NA
"1531","époque","illibéral",1,1,NA,NA,NA
"1532","premier","nécessité",1,1,NA,NA,NA
"1533","surprenant","force",1,1,NA,NA,NA
"1534","racine","historique",1,1,NA,NA,NA
"1535","moment","présent",1,1,NA,NA,NA
"1536","commodité","nécessaire",1,1,NA,NA,NA
"1537","interdiction","climatique",1,1,NA,NA,NA
"1538","propre","mot",1,1,NA,NA,NA
"1539","parti","vert",1,1,NA,NA,NA
"1540","règle","strict",1,1,NA,NA,NA
"1541","administration","municipal",1,1,NA,NA,NA
"1542","principal","nœud",1,1,NA,NA,NA
"1543","point","anti-volant",1,1,NA,NA,NA
"1544","modèle","urbain",1,1,NA,NA,NA
"1545","besoin","quotidien",1,1,NA,NA,NA
"1546","échelle","humain",1,1,NA,NA,NA
"1547","infrastructure","cyclable",1,1,NA,NA,NA
"1548","siècle","dernier",1,1,NA,NA,NA
"1549","zone","résidentiel",1,1,NA,NA,NA
"1550","bon","nombre",1,1,NA,NA,NA
"1551","ton","habitation",1,1,NA,NA,NA
"1552","véritable","intention",1,1,NA,NA,NA
"1553","fouineur","totalitaire",1,1,1,NA,NA
"1554","même","personne",1,1,1,NA,NA
"1555","air.","https://fr.weforum.org/videos/paris-is-planning-to-become-a-15-minute-city-897c12513b",1,1,NA,1,NA
"1556","️Autre","moyen",1,1,NA,1,NA
"1557","barrière","routier",1,1,NA,NA,NA
"1558","conseil","départemental",1,1,NA,NA,NA
"1559","service","local",1,1,NA,NA,NA
"1560","petit","rayon",1,1,NA,NA,NA
"1561","plan","controversé",1,1,NA,NA,NA
"1562","centre","communautaire",1,1,NA,NA,NA
"1563","médecin","généraliste",1,1,NA,NA,NA
"1564","impact","négatif",1,1,NA,NA,NA
"1565","nouveau","filtre",1,1,NA,NA,NA
"1566","autre","filtre",1,1,NA,NA,NA
"1567","https://ici.radio-canada.ca/nouvelle/1984533/feu-fumee-sante-population-confinement-abitibi-temiscamingue","@leurplan",1,NA,1,NA,NA
"1568","premier","salve",1,NA,1,NA,NA
"1569","forêt","public",1,NA,1,NA,NA
"1570","drag","queen",1,NA,1,NA,NA
"1571","état","américain",1,NA,1,NA,NA
"1572","sport","féminin",1,NA,1,NA,NA
"1573","allié","américain",1,NA,1,NA,NA
"1574","haut","fonctionnaire",1,NA,1,NA,NA
"1575","fonctionnaire","ukrainien",1,NA,1,NA,NA
"1576","ville","15-minut",1,NA,1,NA,NA
"1577","caméra","facial",1,NA,1,NA,NA
"1578","Vaccin","régulier",1,NA,1,NA,NA
"1579","principal","objectif",1,NA,1,NA,NA
"1580","rythme","élevé",1,NA,1,NA,NA
"1581","premier","victoire",1,NA,1,NA,NA
"1582","rare","victoire",1,NA,1,NA,NA
"1583","monstre","tentaculaire",1,NA,1,NA,NA
"1584","bureaucrate","étranger",1,NA,1,NA,NA
"1585","réglementation","sanitaire",1,NA,1,NA,NA
"1586","destruction","complet",1,NA,1,NA,NA
"1587","réinvention","fondamental",1,NA,1,NA,NA
"1588","gouvernement","libéral",1,NA,1,NA,NA
"1589","nombreux","pays",1,NA,1,NA,NA
"1590","pays","sensé",1,NA,1,NA,NA
"1591","vive","critique",1,NA,1,NA,NA
"1592","grand","victoire",1,NA,1,NA,NA
"1593","rapport","final",1,NA,1,NA,NA
"1594","règlement","sanitaire",1,NA,1,NA,NA
"1595","organe","consultatif",1,NA,1,NA,NA
"1596","demande","dystopique",1,NA,1,NA,NA
"1597","ordonnance","sanitaire",1,NA,1,NA,NA
"1598","gouvernement","fédéral",1,NA,1,NA,NA
"1599","statut","vaccinal",1,NA,1,NA,NA
"1600","mobillité","citoyen",1,NA,1,NA,NA
"1601","détention","obligatoire",1,NA,1,NA,NA
"1602","autre","atteinte",1,NA,1,NA,NA
"1603","atteinte","inacceptable",1,NA,1,NA,NA
"1604","passeport","sanitaire",1,NA,1,NA,NA
"1605","titre","permanent",1,NA,1,NA,NA
"1606","vaccinal","numérique",1,NA,1,NA,NA
"1607","numérique","mondial",1,NA,1,NA,NA
"1608","public","réelle",1,NA,1,NA,NA
"1609","autre","violation",1,NA,1,NA,NA
"1610","scène","international",1,NA,1,NA,NA
"1611","presse","libre",1,NA,1,NA,NA
"1612","gouvernement","souverain",1,NA,1,NA,NA
"1613","1er","étape",1,NA,1,NA,NA
"1614","étape","crucial",1,NA,1,NA,NA
"1615","bureaucratie","mondial",1,NA,1,NA,NA
"1616","2ème","tentative",1,NA,1,NA,NA
"1617","police","sanitaire",1,NA,1,NA,NA
"1618","sanitaire","mondial",1,NA,1,NA,NA
"1619","pouvoir","sanitaire",1,NA,1,NA,NA
"1620","autre","membre",1,NA,1,NA,NA
"1621","prochaine","étaper",1,NA,1,NA,NA
"1622","souveraineté","sanitaire",1,NA,1,NA,NA
"1623","source","traduction",1,NA,1,NA,NA
"1624","petit","moustache",1,NA,1,NA,NA
"1625","moustache","rectangulaire",1,NA,1,NA,NA
"1626","ennemi","étranger",1,NA,1,NA,NA
"1627","bombe","cyclonique",1,NA,1,NA,NA
"1628","température","extrême",1,NA,1,NA,NA
"1629","phénomène","météorologique",1,NA,1,NA,NA
"1630","solution","punitif",1,NA,1,NA,NA
"1631","grand","froid",1,NA,1,NA,NA
"1632","tempête","hivernal",1,NA,1,NA,NA
"1633","cyclone","bombe",1,NA,1,NA,NA
"1634","gouvernement","allemand",1,NA,1,NA,NA
"1635","réseau","électrique",1,NA,1,NA,NA
"1636","hiver","prochain",1,NA,1,NA,NA
"1637","ministre","allemand",1,NA,1,NA,NA
"1638","gouvernement","britannique",1,NA,1,NA,NA
"1639","technocrate","globaliste",1,NA,1,NA,NA
"1640","propre","terme",1,NA,1,NA,NA
"1641","réponse","évident",1,NA,1,NA,NA
"1642","autre","génocide",1,NA,1,NA,NA
"1643","zone","prévoir",1,NA,1,NA,NA
"1644","mesure","suivant",1,NA,1,NA,NA
"1645","conseil","britannique",1,NA,1,NA,NA
"1646","britannique","véreux",1,NA,1,NA,NA
"1647","droit","quotidien",1,NA,1,NA,NA
"1648","conséquence","imprévu",1,NA,1,NA,NA
"1649","nouveau","emploi",1,NA,1,NA,NA
"1650","frontière","artificiel",1,NA,1,NA,NA
"1651","mauvais","zone",1,NA,1,NA,NA
"1652","petit","capture",1,NA,1,NA,NA
"1653","18ème","siècle",1,NA,1,NA,NA
"1654","personne","vulnérable",1,NA,1,NA,NA
"1655","pass","énergie",1,NA,1,NA,NA
"1656","telle","initiatif",1,NA,1,NA,NA
"1657","long","année",1,NA,1,NA,NA
"1658","Globalistes","eugéniste",1,NA,1,NA,NA
"1659","beau","lurette",1,NA,1,NA,NA
"1660","tissu","économique",1,NA,1,NA,NA
"1661","économique","planétaire",1,NA,1,NA,NA
"1662","tissu","agricole",1,NA,1,NA,NA
"1663","agricole","planétaire",1,NA,1,NA,NA
"1664","vrai","menace",1,NA,1,NA,NA
"1665","prochain","opération",1,NA,1,NA,NA
"1666","psychologique","spécial",1,NA,1,NA,NA
"1667","arnaque","permanent",1,NA,1,NA,NA
"1668","destruction","progressif",1,NA,1,NA,NA
"1669","croissance","cellulaire",1,NA,1,NA,NA
"1670","dernier","radeau",1,NA,1,NA,NA
"1671","loi","biodiversité",1,NA,1,NA,NA
"1672","grand","remplacement",1,NA,1,NA,NA
"1673","prochaine","faux",1,NA,1,NA,NA
"1674","obaliste","Vaccinalistes",1,NA,1,NA,NA
"1675","imentation","insectivore",1,NA,1,NA,NA
"1676","nouveau","organisme",1,NA,1,NA,NA
"1677","organisme","humain",1,NA,1,NA,NA
"1678","humain","chimérique",1,NA,1,NA,NA
"1679","https://t.me/brigadesantigraphene","résumé",1,NA,1,NA,NA
"1680","enquête","implacable",1,NA,1,NA,NA
"1681","scandale","mondial",1,NA,1,NA,NA
"1682","auteur","dévoile",1,NA,1,NA,NA
"1683","catastrophe","planétaire",1,NA,1,NA,NA
"1684","planétaire","imminent",1,NA,1,NA,NA
"1685","roman","policier",1,NA,1,NA,NA
"1686","symbole","emblématique",1,NA,1,NA,NA
"1687","adolescente","suédois",1,NA,1,NA,NA
"1688","manipulation","unique",1,NA,1,NA,NA
"1689","monde","angoissant",1,NA,1,NA,NA
"1690","peuple","millénaire",1,NA,1,NA,NA
"1691","nouveau","occupant",1,NA,1,NA,NA
"1692","occupant","déplacer",1,NA,1,NA,NA
"1693","vocable","scandaleux",1,NA,1,NA,NA
"1694","migrant","climatique",1,NA,1,NA,NA
"1695","grand","peur",1,NA,1,NA,NA
"1696","mort","imminent",1,NA,1,NA,NA
"1697","organisme","international",1,NA,1,NA,NA
"1698","église","catholique",1,NA,1,NA,NA
"1699","conflit","dramatique",1,NA,1,NA,NA
"1700","manipulation","mondial",1,NA,1,NA,NA
"1701","tournure","prémonitoire",1,NA,1,NA,NA
"1702","terre","rare",1,NA,1,NA,NA
"1703","rare","indispensable",1,NA,1,NA,NA
"1704","naturel","actuel",1,NA,1,NA,NA
"1705","droit","public",1,NA,1,NA,NA
"1706","thèse","national",1,NA,1,NA,NA
"1707","beau","tête",1,NA,1,NA,NA
"1708","premier","idiot",1,NA,1,NA,NA
"1709","idiot","utile",1,NA,1,NA,NA
"1710","obligation","vaccinal",1,NA,1,NA,NA
"1711","vaccinal","-confinements",1,NA,1,NA,NA
"1712","-confinements","perpétuel",1,NA,1,NA,NA
"1713","décret","ministériel",1,NA,1,NA,NA
"1714","ministère","italien",1,NA,1,NA,NA
"1715","température","maximal",1,NA,1,NA,NA
"1716","appartement","chauffage",1,NA,1,NA,NA
"1717","verrouillage","perpétuel",1,NA,1,NA,NA
"1718","rationnement","énergétique",1,NA,1,NA,NA
"1719","sondage","bidon",1,NA,1,NA,NA
"1720","truqués","sorti",1,NA,1,NA,NA
"1721","pass","énergétique",1,NA,1,NA,NA
"1722","augmentation","progressif",1,NA,1,NA,NA
"1723","norme","permanent",1,NA,1,NA,NA
"1724","taxe","spécial",1,NA,1,NA,NA
"1725","tel","taxe",1,NA,1,NA,NA
"1726","employé","individuel",1,NA,1,NA,NA
"1727","journée","permanent",1,NA,1,NA,NA
"1728","fiat","gouvernemental",1,NA,1,NA,NA
"1729","énergie","vert",1,NA,1,NA,NA
"1730","vert","inefficace",1,NA,1,NA,NA
"1731","type","californien",1,NA,1,NA,NA
"1732","nouveau","voiture",1,NA,1,NA,NA
"1733","mesure","important",1,NA,1,NA,NA
