"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"1428","body","experience",4,NA,NA,NA,4
"1429","vocal","cord",4,NA,NA,NA,4
"1430","incessant","barking",4,NA,NA,NA,4
"1431","beetle","larva",4,NA,NA,NA,4
"1432","larval","stage",4,NA,NA,NA,4
"1433","powder","form",4,NA,NA,NA,4
"1434","Vaer","death",4,NA,NA,NA,4
"1435","face","mask",4,NA,NA,NA,4
"1436","supermarket","shelf",4,NA,NA,NA,4
"1437","dna","barcoding",4,NA,NA,NA,4
"1438","child","🦗",4,NA,NA,NA,4
"1439","nice","pond",4,NA,NA,NA,4
"1440","yellow","insect",4,NA,NA,NA,4
"1441","other","pond",4,NA,NA,NA,4
"1442","little","troll",4,NA,NA,NA,4
"1443","egg","farm",4,NA,NA,NA,4
"1444","insect","menu",4,NA,NA,NA,4
"1445","tax","payer",3,1,NA,1,1
"1446","other","side",3,1,1,NA,1
"1447","financial","penalty",3,1,NA,2,NA
"1448","family","life",3,2,NA,1,NA
"1449","questionable","net",3,3,NA,NA,NA
"1450","zero","agenday",3,3,NA,NA,NA
"1451","draconian","restriction",3,3,NA,NA,NA
"1452","nourishe","people",3,3,NA,NA,NA
"1453","timely","conversation",3,3,NA,NA,NA
"1454","digital","tyranny",3,3,1,NA,NA
"1455","featured","panelist",3,1,NA,NA,2
"1456","same","plan",3,3,NA,1,NA
"1457","recognition","surveillance",3,1,NA,2,NA
"1458","City","plan",3,1,NA,2,NA
"1459","public","outreach",3,3,NA,NA,NA
"1460","solidarity","movement",3,3,NA,NA,NA
"1461","long","period",3,1,NA,NA,2
"1462","independent","retailer",3,3,NA,NA,NA
"1463","green","agenda",3,3,NA,2,NA
"1464","green","pass",3,2,1,NA,NA
"1465","good","guy",3,2,1,NA,NA
"1466","totalitarian","Control",3,3,NA,NA,NA
"1467","much","co2",3,2,1,NA,NA
"1468","low","score",3,2,NA,1,NA
"1469","big","plan",3,1,1,2,NA
"1470","big","pharma",3,1,NA,2,NA
"1471","gig","economy",3,3,NA,NA,NA
"1472","economic","migrant",3,1,2,2,NA
"1473","british","people",3,2,1,1,NA
"1474","hate","crime",3,3,NA,NA,NA
"1475","ancient","constitution",3,2,1,1,NA
"1476","QR","code",3,2,1,1,NA
"1477","cycle","lane",3,2,NA,2,NA
"1478","entry","gate",3,3,NA,NA,NA
"1479","surveillance","network",3,1,NA,3,NA
"1480","full","episode",3,1,NA,3,NA
"1481","up","call",3,2,NA,1,NA
"1482","complete","Impoverishment",3,3,NA,NA,NA
"1483","government","control",3,1,2,NA,NA
"1484","immediate","area",3,3,2,NA,NA
"1485","next","few",3,2,NA,2,NA
"1486","biggest","issue",3,1,1,1,NA
"1487","other","western",3,1,NA,2,NA
"1488","Documentary","list",3,3,NA,NA,NA
"1489","RealWorldNewsChannel","✳️",3,1,1,NA,1
"1490","control","mechanism",3,1,1,1,NA
"1491","bio","weapon",3,3,NA,2,NA
"1492","5g","weapon",3,2,NA,3,NA
"1493","residential","area",3,3,NA,1,NA
"1494","true","motive",3,2,2,NA,1
"1495","depopulation","agenda",3,3,NA,NA,NA
"1496","carbon","limit",3,1,NA,NA,2
"1497","political","party",3,3,NA,1,NA
"1498","better","future",3,2,NA,1,NA
"1499","good","people",3,2,NA,NA,1
"1500","societal","restriction",3,3,NA,NA,NA
"1501","black","pilled",3,1,NA,NA,2
"1502","podcast","guest",3,3,NA,NA,NA
"1503","cash","corruption",3,3,NA,NA,NA
"1504","global","concentration",3,3,NA,NA,NA
"1505","virtual","existence",3,3,NA,NA,NA
"1506","influence","other",3,3,NA,NA,NA
"1507","current","technological",3,3,NA,NA,NA
"1508","fewer","people",3,2,NA,1,NA
"1509","Corrupted","Council",3,3,NA,NA,NA
"1510","different","name",3,1,NA,2,NA
"1511","influential","figure",3,1,1,NA,1
"1512","public","opinion",3,1,NA,1,1
"1513","white","people",3,1,NA,NA,3
"1514","school","meal",3,1,NA,1,2
"1515","local","level",3,3,NA,NA,NA
"1516","air","concentration",3,1,NA,2,NA
"1517","current","system",3,1,NA,2,NA
"1518","freedom","movement",3,1,NA,NA,2
"1519","damage","claim",3,3,NA,NA,NA
"1520","global","agenda",3,1,NA,1,1
"1521","poison","jab",3,1,NA,1,2
"1522","independent","candidate",3,3,NA,NA,NA
"1523","claim","awareness",3,2,NA,1,NA
"1524","planning","concept",3,3,NA,NA,NA
"1525","short","walk",3,3,NA,NA,NA
"1526","public","figure",3,1,NA,1,1
"1527","personal","car",3,2,NA,1,NA
"1528","city","concept",3,3,NA,1,NA
"1529","force","today",3,1,NA,2,NA
"1530","Jewish","satanic",3,3,NA,NA,NA
"1531","satanic","beast",3,3,NA,NA,NA
"1532","citizen","vote",3,3,NA,1,NA
"1533","young","global",3,1,NA,NA,2
"1534","big","push",3,1,1,1,NA
"1535","digital","housing",3,3,NA,NA,NA
"1536","residential","complex",3,3,NA,NA,NA
"1537","digital","face",3,3,NA,NA,NA
"1538","recognition","platform",3,3,NA,NA,NA
"1539","principle","importance",3,3,NA,NA,NA
"1540","city","goal",3,3,NA,NA,NA
"1541","green","space",3,2,NA,2,NA
"1542","war","zone",3,3,NA,NA,NA
"1543","small","amount",3,1,NA,NA,2
"1544","universal","basic",3,3,NA,NA,NA
"1545","shiny","new",3,1,NA,2,NA
"1546","own","good",3,2,NA,1,NA
"1547","share","‼️",3,1,NA,NA,2
"1548","brave","enough",3,3,NA,NA,NA
"1549","private","q",3,2,1,1,NA
"1550","@JFK_","tv",3,2,NA,1,NA
"1551","excess","death",3,1,NA,NA,2
"1552","fuel","rationing",3,1,2,NA,NA
"1553","government","approval",3,2,NA,1,NA
"1554","fence","wall",3,3,NA,NA,NA
"1555","traffic","congestion",3,2,NA,1,NA
"1556","urban","center",3,1,NA,2,NA
"1557","5g","camera",3,3,NA,NA,NA
"1558","police","force",3,2,NA,1,NA
"1559","city","restriction",3,3,1,NA,NA
"1560","safe","city",3,2,NA,1,NA
"1561","mass","shootings",3,2,NA,NA,1
"1562","sky","confront",3,3,NA,NA,NA
"1563","administrator","responsible",3,3,NA,NA,NA
"1564","social","score",3,1,NA,2,NA
"1565","kill","grid",3,1,NA,2,NA
"1566","guest","today",3,1,NA,2,NA
"1567","Dystopian","reality",3,3,NA,NA,NA
"1568","egg","limit",3,3,NA,NA,NA
"1569","traffic","control",3,1,NA,2,NA
"1570","last","time",3,2,NA,2,NA
"1571","commercial","building",3,1,NA,2,NA
"1572","credit","System",3,1,NA,2,NA
"1573","democratic","mandate",3,2,NA,1,NA
"1574","many","thousand",3,1,NA,NA,2
"1575","pure","evil",3,1,NA,1,1
"1576","daily","chemtrail",3,1,NA,NA,2
"1577","bad","weather",3,2,1,NA,NA
"1578","state","power",3,2,NA,1,NA
"1579","evil","agenda",3,1,NA,1,1
"1580","better","way",3,1,NA,2,1
"1581","new","study",3,1,NA,NA,2
"1582","former","leader",3,3,NA,NA,NA
"1583","urban","sprawl",3,1,NA,2,NA
"1584","most","service",3,3,NA,NA,NA
"1585","immediate","vicinity",3,3,NA,NA,NA
"1586","leisure","place",3,3,NA,NA,NA
"1587","NET","Zero",3,2,NA,NA,1
"1588","democratic","vote",3,2,1,NA,NA
"1589","https://t.me/ANRnews","https://t.me/jamiemcintyre",3,1,1,NA,1
"1590","climate","con",3,2,NA,1,NA
"1591","different","country",3,2,NA,1,NA
"1592","fundamental","human",3,2,NA,1,NA
"1593","human","right",3,2,NA,1,NA
"1594","better","place",3,3,NA,NA,NA
"1595","heavy","metals",3,2,1,NA,NA
"1596","chemical","spill",3,1,NA,2,NA
"1597","eco","sabotage",3,1,NA,2,NA
"1598","canadian","city",3,1,NA,1,1
"1599","☝️","Oxford",3,3,NA,NA,NA
"1600","young","girl",3,3,NA,NA,NA
"1601","mental","health",3,1,1,NA,1
"1602","city","🛑",3,3,NA,3,NA
"1603","city","next",3,3,NA,3,NA
"1604","less","meat",3,1,NA,1,3
"1605","freedom","fighters",3,1,NA,1,1
"1606","Dystopian","hell",3,2,NA,1,NA
"1607","future","city",3,1,NA,3,NA
"1608","climate","hoax",3,1,NA,1,1
"1609","Westminster","tube",3,1,NA,3,NA
"1610","dystopian","great",3,1,NA,2,NA
"1611","development","strategy",3,3,1,NA,NA
"1612","saudi","arabian",3,1,NA,2,NA
"1613","vehicle","ownership",3,2,NA,2,NA
"1614","insect","factory",3,1,NA,NA,2
"1615","own","people",3,2,2,1,NA
"1616","martial","law",3,1,2,NA,NA
"1617","mass","media",3,2,NA,NA,1
"1618","common","cold",3,1,1,1,NA
"1619","similar","policy",3,1,1,2,NA
"1620","minute","radius",3,3,NA,1,NA
"1621","sinister","plan",3,1,NA,1,1
"1622","similar","thing",3,2,NA,NA,1
"1623","world","harm",3,1,3,NA,NA
"1624","new","virus",3,1,1,NA,1
"1625","climate","alarmism",3,1,NA,2,NA
"1626","credit","rating",3,1,NA,1,1
"1627","social","control",3,1,1,2,NA
"1628","Bbc","news",3,1,NA,NA,2
"1629","technological","control",3,1,NA,2,NA
"1630","video","clip",3,1,1,1,NA
"1631","own","word",3,2,1,NA,1
"1632","early","fight",3,3,NA,2,NA
"1633","study","find",3,1,NA,NA,2
"1634","have","[e",3,3,NA,NA,NA
"1635","first","project",3,2,NA,1,NA
"1636","Oxford","council",3,1,3,NA,NA
"1637","ull","interview",3,1,1,2,NA
"1638","atmospheric","carbon",3,3,NA,NA,NA
"1639","fairy","tale",3,1,NA,2,NA
"1640","complete","opposite",3,1,NA,1,1
"1641","neighbourhand","more",3,3,2,NA,NA
"1642","full","show",3,1,NA,1,1
"1643","first","climate",3,1,3,NA,NA
"1644","local","neighbourhood",3,2,3,NA,NA
"1645","global","pandemic",3,NA,1,1,1
"1646","clould","see",3,NA,3,NA,NA
"1647","Haarp","technology",3,NA,3,NA,NA
"1648","energy","price",3,NA,2,3,2
"1649","vaccination","status",3,NA,1,2,2
"1650","little","definition",3,NA,3,NA,NA
"1651","vague","string",3,NA,3,NA,NA
"1652","klimaat","lockdown",3,NA,3,NA,NA
"1653","special","guest",3,NA,1,2,NA
"1654","▪️Climate","lockdown",3,NA,3,2,NA
"1655","essential","worker",3,NA,2,NA,1
"1656","World","Order",3,NA,1,3,NA
"1657","emergency","lockdown",3,NA,3,NA,NA
"1658","extreme","reduction",3,NA,3,NA,NA
"1659","energy","death",3,NA,3,NA,NA
"1660","trial","climate",3,NA,3,NA,NA
"1661","motorway","travel",3,NA,3,NA,NA
"1662","7th","Jan",3,NA,3,NA,NA
"1663","Climate","LOCKDOWN",3,NA,3,NA,NA
"1664","digital","Identity",3,NA,2,1,NA
"1665","ban","consumption",3,NA,3,NA,NA
"1666","🟥","Wir",3,NA,2,3,NA
"1667","tschaftskrieg","🟥",3,NA,2,3,NA
"1668","gewelle","🟥",3,NA,2,3,NA
"1669","online","version",3,NA,2,1,1
"1670","social","point",3,NA,2,1,1
"1671","mainstream","narrative",3,NA,3,NA,NA
"1672","Rockefeller","foundation",3,NA,2,1,NA
"1673","main","drive",3,NA,2,1,NA
"1674","current","event",3,NA,2,1,NA
"1675","nuclear","defence",3,NA,3,NA,NA
"1676","defence","alliance",3,NA,3,NA,NA
"1677","strong","enough",3,NA,3,NA,NA
"1678","potential","market",3,NA,3,NA,NA
"1679","different","level",3,NA,3,NA,NA
"1680","bigger","atrocity",3,NA,3,NA,NA
"1681","total","elimination",3,NA,3,NA,NA
"1682","other","stage",3,NA,3,NA,NA
"1683","whole","issue",3,NA,3,NA,NA
"1684","face","resistance",3,NA,3,NA,NA
"1685","big","gun",3,NA,3,NA,NA
"1686","new","green",3,NA,3,NA,NA
"1687","green","economy",3,NA,3,NA,NA
"1688","electric","cars",3,NA,1,2,NA
"1689","new","regulation",3,NA,1,2,NA
"1690","member","state",3,NA,1,2,NA
"1691","political","Weaponization",3,NA,3,NA,NA
"1692","serious","threat",3,NA,3,NA,NA
"1693","next","level",3,NA,1,2,NA
"1694","programmable","digital",3,NA,2,NA,1
"1695","Perpetual","lockdown",3,NA,3,NA,NA
"1696","oil","consumption",3,NA,3,NA,NA
"1697","global","warning",3,NA,2,NA,1
"1698","widespread","use",3,NA,2,NA,1
"1699","next","one",3,NA,2,1,NA
"1700","testing","ground",3,NA,1,2,NA
"1701","vaccine","mandate",3,NA,1,1,1
"1702","stock","market",3,NA,2,NA,1
"1703","bottom","line",3,NA,2,1,NA
"1704","cycle","threshold",3,NA,3,NA,NA
"1705","false","positive",3,NA,1,2,NA
"1706","slave","system",3,NA,1,3,NA
"1707","Water","war",3,NA,3,NA,NA
"1708","many","part",3,NA,1,NA,2
"1709","true","nature",3,NA,1,NA,2
"1710","greatest","threat",3,NA,1,NA,2
"1711","horror","show",3,NA,1,1,1
"1712","economic","activity",3,NA,1,2,NA
"1713","fundamental","right",3,NA,1,2,NA
"1714","american","people",3,NA,1,NA,2
"1715","green","policy",3,NA,1,NA,2
"1716","fuel","price",3,NA,2,NA,1
"1717","augmented","reality",3,NA,1,2,NA
"1718","prison","system",3,NA,NA,3,NA
"1719","Smart","City",3,NA,NA,3,NA
"1720","insurance","company",3,NA,NA,2,1
"1721","Artificial","intelligence",3,NA,NA,3,NA
"1722","city","Iot",3,NA,NA,3,NA
"1723","business","mission",3,NA,NA,3,NA
"1724","digital","Gulag",3,NA,NA,3,NA
"1725","id","awareness",3,NA,NA,3,NA
"1726","grand","Design",3,NA,NA,3,NA
"1727","other","one",3,NA,NA,3,NA
"1728","debt","ceiling",3,NA,NA,3,NA
"1729","enormous","amount",3,NA,NA,1,2
"1730","stern","word",3,NA,NA,3,NA
"1731","common","folk",3,NA,NA,3,NA
"1732","american","intelligence",3,NA,NA,2,1
"1733","alternative","media",3,NA,NA,1,2
"1734","life","'s",3,NA,NA,3,NA
"1735","warp","speed",3,NA,NA,3,2
"1736","future","land",3,NA,NA,3,NA
"1737","useful","idiot",3,NA,NA,3,NA
"1738","more","ferocity",3,NA,NA,3,NA
"1739","recent","uptick",3,NA,NA,3,NA
"1740","huge","push",3,NA,NA,3,NA
"1741","hazmat","situation",3,NA,NA,3,NA
"1742","cardboard","box",3,NA,NA,3,NA
"1743","dumb","people",3,NA,NA,3,NA
"1744","press","conference",3,NA,NA,1,2
"1745","daily","life",3,NA,NA,3,NA
"1746","democratic","process",3,NA,NA,3,NA
"1747","great","deal",3,NA,NA,3,NA
"1748","apartment","live",3,NA,NA,3,NA
"1749","total","monitor",3,NA,NA,3,NA
"1750","freedom","community",3,NA,NA,2,1
"1751","personal","information",3,NA,NA,3,NA
"1752","bad","guy",3,NA,NA,1,2
"1753","challenge","such",3,NA,NA,3,NA
"1754","better","quality",3,NA,NA,3,NA
"1755","'s","journey",3,NA,NA,3,NA
"1756","public","discourse",3,NA,NA,1,2
"1757","daily","charge",3,NA,NA,3,NA
"1758","such","scheme",3,NA,NA,2,1
"1759","more","rule",3,NA,NA,1,2
"1760","past","year",3,NA,NA,3,NA
"1761","global","smart",3,NA,NA,3,NA
"1762","self","destruct",3,NA,NA,1,2
"1763","green","land",3,NA,NA,3,NA
"1764","closing","date",3,NA,NA,3,NA
"1765","led","lighting",3,NA,NA,3,NA
"1766","smart","sensor",3,NA,NA,3,NA
"1767","place","strategy",3,NA,NA,3,NA
"1768","strategy","draft",3,NA,NA,3,NA
"1769","digital","open",3,NA,NA,3,NA
"1770","important","‼️",3,NA,NA,3,NA
"1771","‼️SHARE‼️","full",3,NA,NA,3,NA
"1772","t.me/truthextrachat","smart",3,NA,NA,3,NA
"1773","wireless","technology",3,NA,NA,3,NA
"1774","expansion","plan",3,NA,NA,3,NA
"1775","communication","network",3,NA,NA,3,NA
"1776","latest","Substack",3,NA,NA,1,2
"1777","reward","card",3,NA,NA,3,NA
"1778","ultimate","goal",3,NA,NA,1,2
"1779","scoring","system",3,NA,NA,3,NA
"1780","5g","smart",3,NA,NA,3,NA
"1781","military","intelligence",3,NA,NA,3,NA
"1782","international","digital",3,NA,NA,2,1
"1783","more","surveillance",3,NA,NA,3,NA
"1784","smart","parking",3,NA,NA,3,NA
"1785","chinese","company",3,NA,NA,3,NA
"1786","nuclear","power",3,NA,NA,3,NA
"1787","power","industry",3,NA,NA,3,NA
"1788","next","decade",3,NA,NA,2,1
"1789","holistic","picture",3,NA,NA,3,NA
"1790","time","smart",3,NA,NA,3,NA
"1791","city","performance",3,NA,NA,3,NA
"1792","Reset","phase",3,NA,NA,3,NA
"1793","several","way",3,NA,NA,2,1
"1794","game","show",3,NA,NA,1,2
"1795","more","meat",3,NA,NA,1,2
"1796","smart","appliance",3,NA,NA,3,NA
"1797","other","face",3,NA,NA,3,NA
"1798","bigger","picture",3,NA,NA,3,NA
"1799","storage","device",3,NA,NA,3,NA
"1800","power","port",3,NA,NA,3,NA
"1801","food","storage",3,NA,NA,2,1
"1802","non-profit","organization",3,NA,NA,2,1
"1803","city","dystopian",3,NA,NA,3,NA
"1804","take","place",3,NA,NA,3,NA
"1805","mortar","business",3,NA,NA,3,NA
"1806","Predictive","programming",3,NA,NA,2,1
"1807","virtual","space",3,NA,NA,3,NA
"1808","min","doc",3,NA,NA,3,NA
"1809","Fractal","code",3,NA,NA,3,NA
"1810","code","review",3,NA,NA,3,NA
"1811","Truman","show",3,NA,NA,3,NA
"1812","show","movie",3,NA,NA,3,NA
"1813","speech","doc",3,NA,NA,3,NA
"1814","mini","Doc",3,NA,NA,3,NA
"1815","alarming","technology",3,NA,NA,3,NA
"1816","id","slavery",3,NA,NA,3,NA
"1817","executive","director",3,NA,NA,1,2
"1818","city","✳️",3,NA,NA,3,NA
"1819","same","viewpoint",3,NA,NA,3,NA
"1820","Global","Shapers",3,NA,NA,3,NA
"1821","Shapers","community",3,NA,NA,3,NA
"1822","young","generation",3,NA,NA,3,NA
"1823","inclusive","world",3,NA,NA,3,NA
"1824","digital","Kiosks",3,NA,NA,3,NA
"1825","technology","hubs",3,NA,NA,3,NA
"1826","digital","kiosk",3,NA,NA,3,NA
"1827","more","sign",3,NA,NA,3,NA
"1828","[e","internet",3,NA,NA,3,NA
"1829","game","goal",3,NA,NA,3,NA
"1830","stakeholder","capitalism",3,NA,NA,3,NA
"1831","governance","initiative",3,NA,NA,3,NA
"1832","regional","area",3,NA,NA,3,NA
"1833","digital","I.D.",3,NA,NA,3,NA
"1834","same","fate",3,NA,NA,1,2
"1835","CCTV","surveillance",3,NA,NA,3,NA
"1836","british","life",3,NA,NA,3,NA
"1837","recognition","network",3,NA,NA,3,NA
"1838","surveillance","panopticon",3,NA,NA,3,NA
"1839","smart","tech",3,NA,NA,3,NA
"1840","world","currency",3,NA,NA,3,NA
"1841","digital","Network",3,NA,NA,3,NA
"1842","previous","post",3,NA,NA,2,1
"1843","microchip","agenda",3,NA,NA,3,NA
"1844","city","concepts",3,NA,NA,3,NA
"1845","civil","society",3,NA,NA,3,NA
"1846","clear","way",3,NA,NA,1,2
"1847","value","uplift",3,NA,NA,3,NA
"1848","industrial","land",3,NA,NA,3,NA
"1849","massive","amount",3,NA,NA,2,1
"1850","smart","dictatorship",3,NA,NA,3,NA
"1851","great","Culling",3,NA,NA,3,NA
"1852","secret","agreement",3,NA,NA,3,NA
"1853","human","process",3,NA,NA,3,NA
"1854","individual","taste",3,NA,NA,3,NA
"1855","kitchen","automation",3,NA,NA,3,NA
"1856","new","tortilla",3,NA,NA,3,NA
"1857","tortilla","chip",3,NA,NA,3,NA
"1858","favorite","meal",3,NA,NA,3,NA
"1859","meat","patty",3,NA,NA,3,NA
"1860","feed","beef",3,NA,NA,1,3
"1861","plant","protein",3,NA,NA,1,3
"1862","time","data",3,NA,NA,3,2
"1863","new","level",3,NA,NA,3,NA
"1864","giant","megalopolis",3,NA,NA,3,3
"1865","city","development",3,NA,NA,3,NA
"1866","medium","business",3,NA,NA,3,NA
"1867","onset","ad",3,NA,NA,3,NA
"1868","continuous","decline",3,NA,NA,3,NA
"1869","perfect","slave",3,NA,NA,3,NA
"1870","communication","such",3,NA,NA,3,NA
"1871","high","electric",3,NA,NA,3,NA
"1872","magnetic","force",3,NA,NA,3,NA
"1873","different","finding",3,NA,NA,3,NA
"1874","powerful","evidence",3,NA,NA,3,NA
"1875","original","plan",3,NA,NA,3,NA
"1876","further","detail",3,NA,NA,2,1
"1877","biometric","technology",3,NA,NA,3,NA
"1878","Drone","technology",3,NA,NA,2,1
"1879","Director","id",3,NA,NA,3,NA
"1880","online","world",3,NA,NA,3,NA
"1881","relatable","scenario",3,NA,NA,3,NA
"1882","earn","badge",3,NA,NA,3,NA
"1883","human","emotion",3,NA,NA,3,NA
"1884","digital","I.D",3,NA,NA,3,NA
"1885","predictive","methodology",3,NA,NA,3,NA
"1886","identity","agendas",3,NA,NA,3,NA
"1887","other","globalist",3,NA,NA,3,NA
"1888","psychological","profiling",3,NA,NA,3,NA
"1889","Global","digital",3,NA,NA,3,NA
"1890","digital","citizen",3,NA,NA,3,NA
"1891","citizen","workforce",3,NA,NA,3,NA
"1892","workforce","agenda",3,NA,NA,3,NA
"1893","new","social",3,NA,NA,1,2
"1894","social","engineering",3,NA,NA,1,2
"1895","information","system",3,NA,NA,3,NA
"1896","legal","profession",3,NA,NA,2,1
"1897","electric","seaglider",3,NA,NA,3,NA
"1898","seaglider","transportation",3,NA,NA,3,NA
"1899","transportation","network",3,NA,NA,3,NA
"1900","help","drive",3,NA,NA,3,NA
"1901","drive","innovation",3,NA,NA,3,NA
"1902","freight","sectors",3,NA,NA,3,NA
"1903","transportation","ecosystem",3,NA,NA,3,NA
"1904","homeless","people",3,NA,NA,3,NA
"1905","air","taxis",3,NA,NA,3,NA
"1906","autonomous","cargo",3,NA,NA,3,NA
"1907","cargo","drone",3,NA,NA,3,NA
"1908","package","delivery",3,NA,NA,3,NA
"1909","aerial","drone",3,NA,NA,3,NA
"1910","little","opposition",3,NA,NA,3,NA
"1911","co2","level",3,NA,NA,3,2
"1912","temperature","increase",3,NA,NA,3,NA
"1913","congestion","charge",3,NA,NA,3,NA
"1914","https://jermwarfare.com/blog/robin-monotti","Channel",3,NA,NA,3,NA
"1915","complete","lack",3,NA,NA,3,NA
"1916","big","time",3,NA,NA,1,2
"1917","wild","time",3,NA,NA,2,1
"1918","5G","dangers",3,NA,NA,3,NA
"1919","mainstream","Documentary",3,NA,NA,3,NA
"1920","digital","concentration",3,NA,NA,1,2
"1921","driverless","car",3,NA,NA,3,NA
"1922","connect","car",3,NA,NA,3,NA
"1923","car","technology",3,NA,NA,3,NA
"1924","limit","sign",3,NA,NA,3,NA
"1925","dashboard","display",3,NA,NA,3,NA
"1926","new","speed",3,NA,NA,3,NA
"1927","current","speed",3,NA,NA,3,NA
"1928","driver","able",3,NA,NA,3,NA
"1929","normal","people",3,NA,NA,1,2
"1930","new","roadmap",3,NA,NA,3,NA
"1931","traditional","Lightbulbs",3,NA,NA,3,NA
"1932","light","bulb",3,NA,NA,3,NA
"1933","bulb","efficiency",3,NA,NA,3,NA
"1934","traditional","incandescent",3,NA,NA,3,NA
"1935","incandescent","bulb",3,NA,NA,3,NA
"1936","full","enforcement",3,NA,NA,3,NA
"1937","enforcement","next",3,NA,NA,3,NA
"1938","energy","department",3,NA,NA,3,NA
"1939","dioxide","emission",3,NA,NA,3,NA
"1940","Commission","Announces",3,NA,NA,3,NA
"1941","building","exterior",3,NA,NA,3,NA
"1942","property","line",3,NA,NA,3,NA
"1943","business","owner",3,NA,NA,3,NA
"1944","convenience","store",3,NA,NA,3,NA
"1945","light","anywhere",3,NA,NA,3,NA
"1946","anywhere","customer",3,NA,NA,3,NA
"1947","world","domination",3,NA,NA,2,1
"1948","labor","shortage",3,NA,NA,2,1
"1949","autonomous","robot",3,NA,NA,2,1
"1950","only","option",3,NA,NA,2,1
"1951","Predictive","programm",3,NA,NA,3,NA
"1952","full","movie",3,NA,NA,3,NA
"1953","right","agent",3,NA,NA,3,NA
"1954","right","answer",3,NA,NA,3,NA
"1955","Repetitive","mental",3,NA,NA,3,NA
"1956","mental","task",3,NA,NA,3,NA
"1957","dramatic","chage",3,NA,NA,3,NA
"1958","Diminished","reality",3,NA,NA,3,NA
"1959","diminish","reality",3,NA,NA,3,NA
"1960","dark","plan",3,NA,NA,3,NA
"1961","news","t.me/greatreject_social",3,NA,NA,1,2
"1962","man","-made",3,NA,NA,1,2
"1963","front","line",3,NA,NA,2,1
"1964","business","decision",3,NA,NA,2,1
"1965","virtual","umbilical",3,NA,NA,3,NA
"1966","jewish","international",3,NA,NA,3,NA
"1967","international","finance",3,NA,NA,3,NA
"1968","digital","Panopticon",3,NA,NA,3,NA
"1969","covid","operation",3,NA,NA,3,NA
"1970","last","vestige",3,NA,NA,3,NA
"1971","evil","authority",3,NA,NA,3,NA
"1972","global","power",3,NA,NA,2,1
"1973","vaccination","passport",3,NA,NA,3,NA
"1974","new","money",3,NA,NA,3,NA
"1975","vaccine","credential",3,NA,NA,3,NA
"1976","health","pass",3,NA,NA,3,NA
"1977","identification","global",3,NA,NA,3,NA
"1978","seamless","functioning",3,NA,NA,3,NA
"1979","digital","finance",3,NA,NA,3,NA
"1980","data","economy",3,NA,NA,3,NA
"1981","fourth","industrial",3,NA,NA,3,NA
"1982","revolution","digital",3,NA,NA,3,NA
"1983","digital","architecture",3,NA,NA,3,NA
"1984","revolution","economic",3,NA,NA,3,NA
"1985","economic","caste",3,NA,NA,3,NA
"1986","new","society",3,NA,NA,3,NA
"1987","grid","society",3,NA,NA,3,NA
"1988","critical","infrastructure",3,NA,NA,3,NA
"1989","biggest","investor",3,NA,NA,2,1
"1990","italian","architect",3,NA,NA,3,NA
"1991","military","aircraft",3,NA,NA,1,2
"1992","satanic","globalist",3,NA,NA,1,2
"1993","resilient","city",3,NA,NA,2,1
"1994","global","city",3,NA,NA,3,NA
"1995","such","solution",3,NA,NA,2,1
"1996","yellow","fever",3,NA,NA,1,2
"1997","behavioral","engineering",3,NA,NA,3,NA
"1998","fellow","man",3,NA,NA,1,2
"1999","biotech","company",3,NA,NA,1,2
"2000","global","competition",3,NA,NA,3,2
"2001","data","center",3,NA,NA,3,NA
"2002","full","steam",3,NA,NA,1,2
"2003","mit","dem",3,NA,NA,3,NA
"2004","und","seinen",3,NA,NA,3,NA
"2005","green","dummy",3,NA,NA,3,NA
"2006","@ANONS17⭐️","⭐️",3,NA,NA,3,NA
"2007","chinese","side",3,NA,NA,3,NA
"2008","world","view",3,NA,NA,1,2
"2009","personal","vehicle",3,NA,NA,3,NA
"2010","city","scam",3,NA,NA,3,NA
"2011","body","temperature",3,NA,NA,1,2
"2012","experimental","vaccine",3,NA,NA,1,2
"2013","sister","city",3,NA,NA,3,NA
"2014","power","line",3,NA,NA,3,NA
"2015","remote","control",3,NA,NA,1,2
"2016","large","plot",3,NA,NA,3,NA
"2017","innovation","process",3,NA,NA,3,NA
"2018","long","run",3,NA,NA,1,2
"2019","intelligent","lighting",3,NA,NA,3,NA
"2020","74th","session",3,NA,NA,3,NA
"2021","voice","connectivity",3,NA,NA,3,NA
"2022","more","cheese",3,NA,NA,3,NA
"2023","silent","butler",3,NA,NA,3,NA
"2024","cheapest","electricity",3,NA,NA,3,NA
"2025","human","be",3,NA,NA,1,2
"2026","right","wing",3,NA,NA,2,1
"2027","best","thing",3,NA,NA,2,1
"2028","pharmaceutical","company",3,NA,NA,3,NA
"2029","russian","federation",3,NA,NA,2,1
"2030","important","part",3,NA,NA,1,2
"2031","past","few",3,NA,NA,1,2
"2032","technology","company",3,NA,NA,1,2
"2033","depopulation","agenday",3,NA,NA,1,2
"2034","equal","more",3,NA,NA,3,3
"2035","t.me/deliveringliberty","t.me/UnityNewsNetwork",3,NA,NA,3,NA
"2036","certain","environmental",3,NA,NA,3,NA
"2037","environmental","standard",3,NA,NA,3,NA
"2038","vax","passport",3,NA,NA,3,NA
