"","topic","detected_language","NER_text","n"
"1283","ulez","en","Yellow Boards",2
"1284","ulez","en","Yuhyun Park",2
"1285","ulez","en","Zeitgeist",2
"1286","ulez","en","\U0001f1ee\U0001f1f9",2
"1287","ulez","en","\U0001f396",2
"1288","ulez","en","\U0001f441                                                                                                                                                                                         ",2
"1289","ulez","en","\U0001f4af \U0001f621",2
"1290","ulez","en","\U0001f621",2
"1291","ulez","en","\U0001f92a",2
"1292","ulez","en","\u203c\ufe0fMax Igan",2
"1293","ulez","en","anna bligh",2
"1294","ulez","en","bien lu :",2
"1295","ulez","en","ed For Running Pedo Ring - Read",2
"1296","ulez","en","etc.)(at",2
"1297","ulez","en","https://rumble.com/v1dz4it-gamer-predictive-programming-smartdust-nanotechnology.html",2
"1298","ulez","en","https://rumble.com/v1mowk8-zerotime-weather-modification-smart-cities-and-exiting-the-globalist-agenda.html",2
"1299","ulez","en","https://rumble.com/v1w1fcn-aman-jabbi-the-final-lockdown-street-lights-that-kill-in-smart-cities-cbdc-.html\n\nSHARE ~>\n",2
"1300","ulez","en","https://t.me/Pierscorbyn\n\nJoin",2
"1301","ulez","en","https://togetherdeclaration.org/event/free-our-streets-bath-event-thursday-2nd-feb/",2
"1302","ulez","en","https://www.blacklistednews.com/article/77008/youre-being-conditioned-to-live-in-a-smart-city--resist.html",2
"1303","ulez","en","kann \nAuch",2
"1304","ulez","en","ostraciser un peu",2
"1305","ulez","en","se Explained",2
"1306","ulez","en","shud",2
"1307","ulez","nl","#WWG1WGA",2
"1308","ulez","nl","-Elektrische",2
"1309","ulez","nl","Alexa",2
"1310","ulez","nl","Alles",2
"1311","ulez","nl","Are United",2
"1312","ulez","nl","BOOSTER\xa0",2
"1313","ulez","nl","Elze van Hamelen",2
"1314","ulez","nl","Emissions",2
"1315","ulez","nl","Escher Wyss Schwab",2
"1316","ulez","nl","Eva",2
"1317","ulez","nl","Every Movement",2
"1318","ulez","nl","Femke Halsema",2
"1319","ulez","nl","Geef",2
"1320","ulez","nl","Hmmm",2
"1321","ulez","nl","Huizencrash",2
"1322","ulez","nl","Identify You",2
"1323","ulez","nl","Jan van Gils",2
"1324","ulez","nl","Jordan Peterson",2
"1325","ulez","nl","Karel Beckman",2
"1326","ulez","nl","Martha Krul\nLichtpuntjes\nAlles",2
"1327","ulez","nl","Meanwhile",2
"1328","ulez","nl","Michael Yon",2
"1329","ulez","nl","Nee",2
"1330","ulez","nl","Neon God",2
"1331","ulez","nl","Pim",2
"1332","ulez","nl","Pim van Rijswijk",2
"1333","ulez","nl","Privacy",2
"1334","ulez","nl","Romy",2
"1335","ulez","nl","Sadiq Khan",2
"1336","ulez","nl","Smart",2
"1337","ulez","nl","Stralingsnormen ICNIRP",2
"1338","ulez","nl","Ursula van der Leiendakje",2
"1339","ulez","nl","Wees",2
"1340","ulez","nl","Word",2
"1341","ulez","nl","\U0001f1f9 Dramaloni",2
"1342","ulez","nl","cities\u2019",2
"1343","ulez","nl","co2 footprint",2
"1344","ulez","nl","groupe holding",2
"1345","ulez","nl","hebt",2
"1346","ulez","nl","https://www.youtube.com/watch?v=LdyXLU9RGMQ\n\nDit",2
"1347","ulez","nl","laboratoria",2
"1348","ulez","nl","leef",2
"1349","ulez","nl","ultralage-emissiezones van burgemeester Sadiq Khan van Londen",2
"1350","ulez","nl","zonder\xa0",2
"1351","climate_lockdown","en","@PeoplePowerAus",1
"1352","climate_lockdown","en","Absolute Zero",1
"1353","climate_lockdown","en","Agenda 2030",1
"1354","climate_lockdown","en","Alain Berset",1
"1355","climate_lockdown","en","Alex Jones",1
"1356","climate_lockdown","en","Alexandria Ocasio-Cortez",1
"1357","climate_lockdown","en","Andreas Bull-Hansen",1
"1358","climate_lockdown","en","Andrew Bridgen",1
"1359","climate_lockdown","en","Anthony Khallouf",1
"1360","climate_lockdown","en","Bald kommt",1
"1361","climate_lockdown","en","Bankrupt Shutdown",1
"1362","climate_lockdown","en","Baudet",1
"1363","climate_lockdown","en","Behrendt",1
"1364","climate_lockdown","en","Big Pharma",1
"1365","climate_lockdown","en","Bitcoin",1
"1366","climate_lockdown","en","Capricorn",1
"1367","climate_lockdown","en","Chambers \U0001f648 Opps",1
"1368","climate_lockdown","en","Chuck Schumer",1
"1369","climate_lockdown","en","Claus Strunz",1
"1370","climate_lockdown","en","Comme",1
"1371","climate_lockdown","en","Corona",1
"1372","climate_lockdown","en","Dark Winter",1
"1373","climate_lockdown","en","David Avocado",1
"1374","climate_lockdown","en","David Clews",1
"1375","climate_lockdown","en","David Keith",1
"1376","climate_lockdown","en","David Morgan",1
"1377","climate_lockdown","en","David Shoebridge",1
"1378","climate_lockdown","en","Ding",1
"1379","climate_lockdown","en","Doconomy",1
"1380","climate_lockdown","en","Duncan Enright",1
"1381","climate_lockdown","en","ELECTION RIGGED",1
"1382","climate_lockdown","en","Edward Snowden](https://t.me/+EwkBwVQtTvVjY2Q6",1
"1383","climate_lockdown","en","Emily Kerr",1
"1384","climate_lockdown","en","Emmanuel Macron",1
"1385","climate_lockdown","en","Eva Vlaardingerbroek",1
"1386","climate_lockdown","en","Expose",1
"1387","climate_lockdown","en","Global Warming Not Checked",1
"1388","climate_lockdown","en","Green Vaccine Passports",1
"1389","climate_lockdown","en","Greenies",1
"1390","climate_lockdown","en","Greg Reese - Incoming Carbon Taxes",1
"1391","climate_lockdown","en","Habeck den Klimalockdown",1
"1392","climate_lockdown","en","Ja dag",1
"1393","climate_lockdown","en","Jabbed",1
"1394","climate_lockdown","en","Jack",1
"1395","climate_lockdown","en","James Evan Pilato",1
"1396","climate_lockdown","en","James Evan Pilato](https://www.corbettreport.com/nwnw20220623/",1
"1397","climate_lockdown","en","James, Wes",1
"1398","climate_lockdown","en","Jeffrey Jaxen",1
"1399","climate_lockdown","en","Jody Kay",1
"1400","climate_lockdown","en","Jordan Peterson",1
"1401","climate_lockdown","en","Jubilee",1
"1402","climate_lockdown","en","Julian Calendar",1
"1403","climate_lockdown","en","KATIE",1
"1404","climate_lockdown","en","KLIMA",1
"1405","climate_lockdown","en","Kaye Adams",1
"1406","climate_lockdown","en","Kevin Bacon",1
"1407","climate_lockdown","en","Kim Iversen",1
"1408","climate_lockdown","en","Klima",1
"1409","climate_lockdown","en","Klima Lockdown",1
"1410","climate_lockdown","en","Klimaat",1
"1411","climate_lockdown","en","LOCKDOWNS BEGIN FOLLOWING SEVERE",1
"1412","climate_lockdown","en","LOCKDOWNS DAVOS",1
"1413","climate_lockdown","en","Lauren Witzke",1
"1414","climate_lockdown","en","Leyen",1
"1415","climate_lockdown","en","Lockdown training?",1
"1416","climate_lockdown","en","Lockdowns \U0001f441",1
"1417","climate_lockdown","en","Lockdowns\u2757",1
"1418","climate_lockdown","en","Lorraine Show Caught Lying",1
"1419","climate_lockdown","en","Lyon",1
"1420","climate_lockdown","en","Magna Carta",1
"1421","climate_lockdown","en","Maria Caufield",1
"1422","climate_lockdown","en","Mark Steyn",1
"1423","climate_lockdown","en","Martin Luther King Jr.",1
"1424","climate_lockdown","en","Mega Tsunami",1
"1425","climate_lockdown","en","Michael Jackson",1
"1426","climate_lockdown","en","Mickey Mouse Q",1
"1427","climate_lockdown","en","Mickey Mouse Q Clock",1
"1428","climate_lockdown","en","Midazolam",1
"1429","climate_lockdown","en","Mike Robinson",1
"1430","climate_lockdown","en","Mike Yeadon",1
"1431","climate_lockdown","en","Miriam Hope",1
"1432","climate_lockdown","en","Morphine",1
"1433","climate_lockdown","en","Mr Enright",1
"1434","climate_lockdown","en","Ms Kerr",1
"1435","climate_lockdown","en","Neil Oliver",1
"1436","climate_lockdown","en","Nieuw Zeeland",1
"1437","climate_lockdown","en","Noor Bin Ladin",1
"1438","climate_lockdown","en","Ocasio Cortez",1
"1439","climate_lockdown","en","Osama bin Laden",1
"1440","climate_lockdown","en","Oxford Filter Cameras",1
"1441","climate_lockdown","en","PLASTER",1
"1442","climate_lockdown","en","Palestinian History",1
"1443","climate_lockdown","en","Patrick Henningsen",1
"1444","climate_lockdown","en","Paul Burgess",1
"1445","climate_lockdown","en","Paul Joseph Watson",1
"1446","climate_lockdown","en","Peggy Hall",1
"1447","climate_lockdown","en","Peter",1
"1448","climate_lockdown","en","Peter Imanuelsen",1
"1449","climate_lockdown","en","Pharma",1
"1450","climate_lockdown","en","Pollution Passports - WATCH",1
"1451","climate_lockdown","en","Prince Charles",1
"1452","climate_lockdown","en","Project Veritas",1
"1453","climate_lockdown","en","Reiner Fuellmich Climate",1
"1454","climate_lockdown","en","Reiner Fuellmich-",1
"1455","climate_lockdown","en","Rethinking Humanity",1
"1456","climate_lockdown","en","Richard Sharp",1
"1457","climate_lockdown","en","Rittenhouse Trial",1
"1458","climate_lockdown","en","Robert Habeck",1
"1459","climate_lockdown","en","Robin Monotti",1
"1460","climate_lockdown","en","Roger Arthur",1
"1461","climate_lockdown","en","Ron",1
"1462","climate_lockdown","en","Rona",1
"1463","climate_lockdown","en","Rothschild",1
"1464","climate_lockdown","en","Roy Spencer",1
"1465","climate_lockdown","en","Sam & Jody Kay",1
"1466","climate_lockdown","en","Scenario Lock Step",1
"1467","climate_lockdown","en","Schwab",1
"1468","climate_lockdown","en","Silvia Behrendt",1
"1469","climate_lockdown","en","Simon",1
"1470","climate_lockdown","en","Simon @Goddek",1
"1471","climate_lockdown","en","Simone Plaut",1
"1472","climate_lockdown","en","Sun",1
"1473","climate_lockdown","en","Surrey",1
"1474","climate_lockdown","en","Sy Hersh Got Right",1
"1475","climate_lockdown","en","The Hunger Games",1
"1476","climate_lockdown","en","Thierry Baudet",1
"1477","climate_lockdown","en","Ursula von",1
"1478","climate_lockdown","en","Vaccine",1
"1479","climate_lockdown","en","Valentina Morando",1
"1480","climate_lockdown","en","Vanessa Beeley",1
"1481","climate_lockdown","en","Villes",1
"1482","climate_lockdown","en","Voil\xe0 ce qui",1
"1483","climate_lockdown","en","Von Corona",1
"1484","climate_lockdown","en","\U0001d5e6\U0001d5f5\U0001d5ee\U0001d5ff\U0001d5f2",1
"1485","climate_lockdown","en","\U0001d658\U0001d664\U0001d662\U0001d65a \U0001d669\U0001d664\U0001d65c\U0001d65a\U0001d669\U0001d65d\U0001d65a\U0001d667",1
"1486","climate_lockdown","en","\U0001f1f1 Eva Vlaardingerbroek",1
"1487","climate_lockdown","en","\U0001f1f7 Cloud",1
"1488","climate_lockdown","en","\U0001f1f8",1
"1489","climate_lockdown","en","\U0001f1f9",1
"1490","climate_lockdown","en","\U0001f3fb",1
"1491","climate_lockdown","en","\U0001f4a9 https://dailyexpose.uk/2022/05/02/iea-demands-climate-lockdowns \U0001f4a9\U0001f4a9",1
"1492","climate_lockdown","en","\U0001f518Rittenh](https://t.me/WokeIntelDrops/9443",1
"1493","climate_lockdown","en","\U0001f609",1
"1494","climate_lockdown","en","\U0001f629",1
"1495","climate_lockdown","en","\U0001f91d\U0001f970\u270c",1
"1496","climate_lockdown","en","\U0001f94b \n",1
"1497","climate_lockdown","en","\ufe0f HAZE",1
"1498","climate_lockdown","en","agenda van het",1
"1499","climate_lockdown","en","botte de Schwab",1
"1500","climate_lockdown","en","de Wereldgezondheidsorganisatie",1
"1501","climate_lockdown","en","don",1
"1502","climate_lockdown","en","ett Report",1
"1503","climate_lockdown","en","https://beforeitsnews.com/alternative/2021/05/ger-ready-for-climate-lockdowns-to-reduce-c02-3750857.html",1
"1504","climate_lockdown","en","https://en.protothema.gr/india-could-be-the-first-country-to-impose-climate-lockdown/",1
"1505","climate_lockdown","en","https://phys.org/news/2021-11-delhi-schools-pollution-lockdown.html",1
"1506","climate_lockdown","en","https://rumble.com/v2hcwq6-how-covid-lockdowns-were-used-to-prime-people-for-the-incoming-climate-lock.html\nJoin",1
"1507","climate_lockdown","en","https://rumble.com/v2hd0ze-oxford-council-has-a-message-in-which-they-plan-for-climate-lockdowns.html",1
"1508","climate_lockdown","en","https://rumble.com/vrlr35-great-reset-symposium-the-climate-lockdown.voil-ce-qui-nous-attend-hd-720.html",1
"1509","climate_lockdown","en","https://ugetube.com/watch/the-great-reset-039-s-15-minute-city_Z3sReCAaBE59TkD.html",1
"1510","climate_lockdown","en","https://www.sott.net/article/474997-Coming-soon-Climate-lockdowns-and-the-15-minute-city-courtesy-of-the-WEF",1
"1511","climate_lockdown","en","la vid\xe9o",1
"1512","climate_lockdown","en","lo[ckdown.](https://www.naturalnews.com/2022-04-29",1
"1513","climate_lockdown","en","nu klimaat",1
"1514","climate_lockdown","en","van de ""Great Reset",1
"1515","climate_lockdown","en","wanna wanna",1
"1516","climate_lockdown","en","www.voiceofwales.com/live",1
"1517","climate_lockdown","en","| T[ikTok](http://www.tiktok.com/@australiansvstheagenda",1
"1518","climate_lockdown","nl","#",1
"1519","climate_lockdown","nl","##",1
"1520","climate_lockdown","nl","#Thierry",1
"1521","climate_lockdown","nl","#WEF",1
"1522","climate_lockdown","nl","#WWG1WGA",1
"1523","climate_lockdown","nl","#agenda2030 #",1
"1524","climate_lockdown","nl","#agenda2030\n\nAdvies",1
"1525","climate_lockdown","nl","#staatsgreep!",1
"1526","climate_lockdown","nl","-Alle",1
"1527","climate_lockdown","nl","A-status",1
"1528","climate_lockdown","nl","Ach",1
"1529","climate_lockdown","nl","Allert TEST",1
"1530","climate_lockdown","nl","Alsof",1
"1531","climate_lockdown","nl","Angst",1
"1532","climate_lockdown","nl","Beau \nJe",1
"1533","climate_lockdown","nl","Bin Ladin",1
"1534","climate_lockdown","nl","Bron",1
"1535","climate_lockdown","nl","CO2 krediet",1
"1536","climate_lockdown","nl","CO2 levels",1
"1537","climate_lockdown","nl","Can",1
"1538","climate_lockdown","nl","Charlotte Labee",1
"1539","climate_lockdown","nl","Dani\xebl Oude Testament",1
"1540","climate_lockdown","nl","Download\xa0",1
"1541","climate_lockdown","nl","EU\u2026",1
"1542","climate_lockdown","nl","Edmund",1
"1543","climate_lockdown","nl","Esther",1
"1544","climate_lockdown","nl","Europabrede",1
"1545","climate_lockdown","nl","Frank Ruesink",1
"1546","climate_lockdown","nl","Frans Timmermans",1
"1547","climate_lockdown","nl","Freek Jansen",1
"1548","climate_lockdown","nl","Frontnieuws\n\n",1
"1549","climate_lockdown","nl","Gaan",1
"1550","climate_lockdown","nl","Geo Engineering",1
"1551","climate_lockdown","nl","George Soros",1
"1552","climate_lockdown","nl","GeorgeS0R0S",1
"1553","climate_lockdown","nl","Gewoon alles",1
"1554","climate_lockdown","nl","Hahaha",1
"1555","climate_lockdown","nl","Hellooo",1
"1556","climate_lockdown","nl","Herman van Loenhout.(Armand",1
"1557","climate_lockdown","nl","Houses of Parliament",1
"1558","climate_lockdown","nl","Hugo\n74",1
"1559","climate_lockdown","nl","IFR van 0.15",1
"1560","climate_lockdown","nl","Ikea hebt",1
"1561","climate_lockdown","nl","Jaap van Dissel",1
"1562","climate_lockdown","nl","Je hebt",1
"1563","climate_lockdown","nl","Jezus",1
"1564","climate_lockdown","nl","Johannes",1
"1565","climate_lockdown","nl","Karel Beckman",1
"1566","climate_lockdown","nl","Karl Lauterbach",1
"1567","climate_lockdown","nl","Klimaatagenda",1
"1568","climate_lockdown","nl","Laten",1
"1569","climate_lockdown","nl","Lees",1
"1570","climate_lockdown","nl","Leon",1
"1571","climate_lockdown","nl","Leuke",1
"1572","climate_lockdown","nl","Liz Cheney",1
"1573","climate_lockdown","nl","Lockdown",1
"1574","climate_lockdown","nl","MC Rotterdam",1
"1575","climate_lockdown","nl","Marcel Crok\nGGD\u2019s",1
"1576","climate_lockdown","nl","Mariana Mazzucato van de Wereldgezondheidsorganisatie",1
"1577","climate_lockdown","nl","Marion Koopmans",1
"1578","climate_lockdown","nl","Mark",1
"1579","climate_lockdown","nl","Maul halten",1
"1580","climate_lockdown","nl","Mona Keijzer",1
"1581","climate_lockdown","nl","Na covid19",1
"1582","climate_lockdown","nl","Nee",1
"1583","climate_lockdown","nl","Niemand",1
"1584","climate_lockdown","nl","Nieuwe Testament",1
"1585","climate_lockdown","nl","Opmaat",1
"1586","climate_lockdown","nl","Oxford Council",1
"1587","climate_lockdown","nl","Poetin Oekra\xefne",1
"1588","climate_lockdown","nl","Redacted News",1
"1589","climate_lockdown","nl","Rob Jetten",1
"1590","climate_lockdown","nl","Rutte",1
"1591","climate_lockdown","nl","Schendt",1
"1592","climate_lockdown","nl","Sigrid",1
"1593","climate_lockdown","nl","Sri Lanka",1
"1594","climate_lockdown","nl","St. Antonius",1
"1595","climate_lockdown","nl","Steven Arazzola",1
"1596","climate_lockdown","nl","Stimuleert",1
"1597","climate_lockdown","nl","Stuurt",1
"1598","climate_lockdown","nl","Tartaria",1
"1599","climate_lockdown","nl","Verbaasd",1
"1600","climate_lockdown","nl","Volksgezondheid Speranza",1
"1601","climate_lockdown","nl","Willem Glaudemans",1
"1602","climate_lockdown","nl","Zelfde",1
"1603","climate_lockdown","nl","Zorg",1
"1604","climate_lockdown","nl","\U0001d413\U0001d421\U0001d422\U0001d41e\U0001d42b\U0001d42b\U0001d432 \U0001d401\U0001d41a\U0001d42e\U0001d41d\U0001d41et",1
"1605","climate_lockdown","nl","\U0001f1f9 Draghistan",1
"1606","climate_lockdown","nl","\U0001f1f9 Dramaloni",1
"1607","climate_lockdown","nl","\U0001f605 \nMaar",1
"1608","climate_lockdown","nl","\U0001f605\n\nDaar",1
"1609","climate_lockdown","nl","\U0001f62b",1
"1610","climate_lockdown","nl","\u2018Je",1
"1611","climate_lockdown","nl","\u2019n mondluier",1
"1612","climate_lockdown","nl","aangenomen\u2019",1
"1613","climate_lockdown","nl","arrestantenbus\nDe",1
"1614","climate_lockdown","nl","cashless betalingssysteem",1
"1615","climate_lockdown","nl","circus \U0001f921",1
"1616","climate_lockdown","nl","co2 budgets",1
"1617","climate_lockdown","nl","co2 kredieten/UBI",1
"1618","climate_lockdown","nl","corona\n",1
"1619","climate_lockdown","nl","explains",1
"1620","climate_lockdown","nl","geklaard\u2019",1
"1621","climate_lockdown","nl","gewoon George",1
"1622","climate_lockdown","nl","hebt",1
"1623","climate_lockdown","nl","https://www.demorgen.be/nieuws/de-klimaatverandering-verandert-baby-s-in-de-baarmoeder-ze-worden-vatbaarder-voor-hartziekten~b36d581d/?referrer=https%3A%2F%2Fwww.google.com%2F \n\n",1
"1624","climate_lockdown","nl","https://www.lnnmedia.nl/nieuws/buitenland/oxfordshire-county-council-groot-brittannie-stemt-in-met-klimaat-lockdown-proef-om-te-beginnen-in-2024/\n  \n",1
"1625","climate_lockdown","nl","hygi\xebne artikelen",1
"1626","climate_lockdown","nl","klimaatpuberGretaThunberg",1
"1627","climate_lockdown","nl","nutteloos zijn",1
"1628","climate_lockdown","nl","openbaring van",1
"1629","climate_lockdown","nl","windmolens\n\u2013 Weilanden",1
"1630","climate_lockdown","nl","zonnepanelen\n",1
"1631","climate_lockdown","nl",NA,1
"1632","fifteen_minutes","en","@OPFREEDOM \U0001f1fa",1
"1633","fifteen_minutes","en","AL BLOCCO SU QUESTO ESPERIMENTO",1
"1634","fifteen_minutes","en","AVER CAPITO",1
"1635","fifteen_minutes","en","Agenda Globalista",1
"1636","fifteen_minutes","en","Andr\xe9 Leu \n\U0001f1f2",1
"1637","fifteen_minutes","en","Andreas Bull-Hansen",1
"1638","fifteen_minutes","en","Andrei Martyanov",1
"1639","fifteen_minutes","en","Andrew ""Orgz",1
"1640","fifteen_minutes","en","Andrew Bridgen\u2019s",1
"1641","fifteen_minutes","en","Andy Osborne",1
"1642","fifteen_minutes","en","Angleterre",1
"1643","fifteen_minutes","en","Anna Redfern",1
"1644","fifteen_minutes","en","Anne Hidalgo",1
"1645","fifteen_minutes","en","Anne Rygh Pedersen - Child Trafficker",1
"1646","fifteen_minutes","en","App",1
"1647","fifteen_minutes","en","Ashley",1
"1648","fifteen_minutes","en","Auschwitz",1
"1649","fifteen_minutes","en","Babet",1
"1650","fifteen_minutes","en","Barbara Stoll",1
"1651","fifteen_minutes","en","Barry Paskin",1
"1652","fifteen_minutes","en","Barry Paskin-Why We",1
"1653","fifteen_minutes","en","Barry Sereto",1
"1654","fifteen_minutes","en","Bastien Girod",1
"1655","fifteen_minutes","en","Beast",1
"1656","fifteen_minutes","en","Believe Pro-DeSantis Propaganda",1
"1657","fifteen_minutes","en","Biggleswick",1
"1658","fifteen_minutes","en","Bill Ga\U0001f47a",1
"1659","fifteen_minutes","en","Bob Seys",1
"1660","fifteen_minutes","en","Bolton",1
"1661","fifteen_minutes","en","Bolton Town Hall Steps",1
"1662","fifteen_minutes","en","Bradford",1
"1663","fifteen_minutes","en","Brian Gerrish",1
"1664","fifteen_minutes","en","Britons",1
"1665","fifteen_minutes","en","CBDC Banking",1
"1666","fifteen_minutes","en","CON FINALIT\xc0 ZERO",1
"1667","fifteen_minutes","en","CORRUPT MSM",1
"1668","fifteen_minutes","en","COVID-19",1
"1669","fifteen_minutes","en","Campaigner",1
"1670","fifteen_minutes","en","Cash Outreach\nLiverpool - Church",1
"1671","fifteen_minutes","en","Cathedral",1
"1672","fifteen_minutes","en","Charles Street",1
"1673","fifteen_minutes","en","Chris Sacccoccia",1
"1674","fifteen_minutes","en","Chris Saccoccia",1
"1675","fifteen_minutes","en","Chris Sky Saccoccia",1
"1676","fifteen_minutes","en","Chris Thrall",1
"1677","fifteen_minutes","en","Christof Plothe DO",1
"1678","fifteen_minutes","en","Christopher Hohn",1
"1679","fifteen_minutes","en","Clayton Morris](https://youtube.com",1
"1680","fifteen_minutes","en","Clintons",1
"1681","fifteen_minutes","en","Cllr Rob Stewart",1
"1682","fifteen_minutes","en","Co Governance\n\nNeither",1
"1683","fifteen_minutes","en","Coffs Harbour",1
"1684","fifteen_minutes","en","Covid Fraud",1
"1685","fifteen_minutes","en","Covid Vaccine",1
"1686","fifteen_minutes","en","Damrak",1
"1687","fifteen_minutes","en","David Clews",1
"1688","fifteen_minutes","en","David Kurten",1
"1689","fifteen_minutes","en","David Menzies",1
"1690","fifteen_minutes","en","David Scott",1
"1691","fifteen_minutes","en","David Wolfe",1
"1692","fifteen_minutes","en","Debbie",1
"1693","fifteen_minutes","en","Derrick Broze",1
"1694","fifteen_minutes","en","Dr Nathan Wood",1
"1695","fifteen_minutes","en","Duncan Enright",1
"1696","fifteen_minutes","en","Durieux",1
"1697","fifteen_minutes","en","Easter",1
"1698","fifteen_minutes","en","Editions de l\u2019Observatoire",1
"1699","fifteen_minutes","en","Eiru",1
"1700","fifteen_minutes","en","Election Campaigning",1
"1701","fifteen_minutes","en","Emma Sron",1
"1702","fifteen_minutes","en","Eric Coppolino",1
"1703","fifteen_minutes","en","Eva Vlaardingerbroek",1
"1704","fifteen_minutes","en","Expose",1
"1705","fifteen_minutes","en","Flynn",1
"1706","fifteen_minutes","en","Fox SILENCES Pro-Trump Carlson",1
"1707","fifteen_minutes","en","Freemason",1
"1708","fifteen_minutes","en","Gavin Wax",1
"1709","fifteen_minutes","en","Geo[rge Della",1
"1710","fifteen_minutes","en","Gesara",1
"1711","fifteen_minutes","en","Gil Penalosa",1
"1712","fifteen_minutes","en","God Bless",1
"1713","fifteen_minutes","en","Greg Reese Report",1
"1714","fifteen_minutes","en","Grid",1
"1715","fifteen_minutes","en","Health Ranger",1
"1716","fifteen_minutes","en","Hotelier Jeremy Mogford",1
"1717","fifteen_minutes","en","Ian Plimer",1
"1718","fifteen_minutes","en","Ich packe",1
"1719","fifteen_minutes","en","Ike",1
"1720","fifteen_minutes","en","James Bond",1
"1721","fifteen_minutes","en","James Harveys",1
"1722","fifteen_minutes","en","James Ruppert",1
"1723","fifteen_minutes","en","James Woudhuysen",1
"1724","fifteen_minutes","en","Jasmine",1
"1725","fifteen_minutes","en","Javier Villamor",1
"1726","fifteen_minutes","en","Jay Pitter",1
"1727","fifteen_minutes","en","Jennifer\n\nJennifer Torrance\nEconomic Development Coordinator",1
"1728","fifteen_minutes","en","Jeremy Birnstingl",1
"1729","fifteen_minutes","en","Jeremy Nell",1
"1730","fifteen_minutes","en","Jerm Warfare",1
"1731","fifteen_minutes","en","Jim Ferguson",1
"1732","fifteen_minutes","en","Join",1
"1733","fifteen_minutes","en","Jonathan Tilt - Former Leader",1
"1734","fifteen_minutes","en","Josh Sigurdson",1
"1735","fifteen_minutes","en","Joshua",1
"1736","fifteen_minutes","en","Justin Bibb Wants",1
"1737","fifteen_minutes","en","KIaus Schwab",1
"1738","fifteen_minutes","en","KateShemirani",1
"1739","fifteen_minutes","en","Katherine Watt\u2019s",1
"1740","fifteen_minutes","en","Katy Hopkins",1
"1741","fifteen_minutes","en","Kay Rubacek",1
"1742","fifteen_minutes","en","Kerry",1
"1743","fifteen_minutes","en","Kevin Bacon",1
"1744","fifteen_minutes","en","King Charles",1
"1745","fifteen_minutes","en","Kissinger",1
"1746","fifteen_minutes","en","Kleidungsst\xfccke",1
"1747","fifteen_minutes","en","LCYPdWvBNjQ",1
"1748","fifteen_minutes","en","L\xe4nger",1
"1749","fifteen_minutes","en","L\xfctf\xfc Sava\u015f",1
"1750","fifteen_minutes","en","La Comisi\xf3n",1
"1751","fifteen_minutes","en","Laura Aboli] \n",1
"1752","fifteen_minutes","en","Le Rabassier",1
"1753","fifteen_minutes","en","Leben",1
"1754","fifteen_minutes","en","Lee Hurst",1
"1755","fifteen_minutes","en","Leilani Dowding",1
"1756","fifteen_minutes","en","Lewis Brackpool",1
"1757","fifteen_minutes","en","Lieve Nederlandse",1
"1758","fifteen_minutes","en","Lincoln",1
"1759","fifteen_minutes","en","Lockdown",1
"1760","fifteen_minutes","en","Lockdowns",1
"1761","fifteen_minutes","en","London Rd \nBracknell",1
"1762","fifteen_minutes","en","MANCHESTER",1
"1763","fifteen_minutes","en","MANIFESTANTI NON ALLINEATI ALLE CITT\xc0",1
"1764","fifteen_minutes","en","MSM",1
"1765","fifteen_minutes","en","MSM SAY",1
"1766","fifteen_minutes","en","Make No Mistake",1
"1767","fifteen_minutes","en","Makkab",1
"1768","fifteen_minutes","en","Mann",1
"1769","fifteen_minutes","en","Marc Lore",1
"1770","fifteen_minutes","en","Mark Anderson",1
"1771","fifteen_minutes","en","Mark Drakeford",1
"1772","fifteen_minutes","en","Mass Sudden Deaths",1
"1773","fifteen_minutes","en","Matt Hancock",1
"1774","fifteen_minutes","en","Matt Hoy",1
"1775","fifteen_minutes","en","Mayo",1
"1776","fifteen_minutes","en","Melbourne",1
"1777","fifteen_minutes","en","Metrocentre",1
"1778","fifteen_minutes","en","Michael Bloomberg",1
"1779","fifteen_minutes","en","Michelle Stirling",1
"1780","fifteen_minutes","en","Mike Adams\u2019 guest",1
"1781","fifteen_minutes","en","Milchprodukte",1
"1782","fifteen_minutes","en","Mississauga",1
"1783","fifteen_minutes","en","Ms Kerr",1
"1784","fifteen_minutes","en","Musk",1
"1785","fifteen_minutes","en","NET ZERO-Kontrolle",1
"1786","fifteen_minutes","en","Naftali Bennett",1
"1787","fifteen_minutes","en","Naomi Wolf",1
"1788","fifteen_minutes","en","Neil Oliver\u2019s",1
"1789","fifteen_minutes","en","Neo",1
"1790","fifteen_minutes","en","Neo Liberal",1
"1791","fifteen_minutes","en","Nesara Gesara - Secrets](https://t.me/NesaraGesaraSecrets",1
"1792","fifteen_minutes","en","Nottingham",1
"1793","fifteen_minutes","en","Orgz",1
"1794","fifteen_minutes","en","PARTE DEI GLOBALISTI",1
"1795","fifteen_minutes","en","PETE CHAMBERS",1
"1796","fifteen_minutes","en","PLASTER",1
"1797","fifteen_minutes","en","PRESTO DISPONIBILE",1
"1798","fifteen_minutes","en","Palestinian History",1
"1799","fifteen_minutes","en","Patrick Henningsen",1
"1800","fifteen_minutes","en","Peter Niznansky",1
"1801","fifteen_minutes","en","Pitter",1
"1802","fifteen_minutes","en","Pol Pot",1
"1803","fifteen_minutes","en","Power",1
